"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"	"last.observed"
93	"Iran (Islamic Republic of)"	364	6.9086	6.9086	6.9086	6.6802	6.2407	6.2799	6.5339	5.62	3.95	2.6145	1.9666	1.8895	1.9284	1.9285	1.9284	1.9308	1.9316	1.9328	1.9338	1.9346	1.9343	1.9359	1.9376	1.9402	1.941	1.9414	1.9401	1.9419	1.9437	1.9439	2013
94	"Maldives"	462	6.0299	6.8135	7.1197	7.2226	7.1698	6.8547	7.2575	6.8126	5.2478	3.9316	2.7619	2.4153	2.2875	2.2409	2.2024	2.1698	2.1415	2.1183	2.0973	2.0799	2.0653	2.0527	2.0418	2.0315	2.0232	2.0175	2.0117	2.0078	2.004	1.9991	2013
95	"Nepal"	524	5.9927	5.9927	5.9927	5.9927	5.933	5.8344	5.6521	5.3335	4.9598	4.4096	3.7	2.9895	2.3244	2.2735	2.231	2.1944	2.1639	2.1379	2.116	2.0969	2.079	2.063	2.0536	2.0409	2.0327	2.0257	2.0191	2.0125	2.0067	2.0007	2013
96	"Pakistan"	586	6.6	6.6	6.6	6.6	6.6	6.6	6.444	6.2967	5.6691	4.9945	4.003	3.6506	3.2376	2.9285	2.6928	2.5102	2.3578	2.2269	2.1253	2.0419	1.9767	1.9257	1.8891	1.8643	1.8511	1.8409	1.8379	1.8394	1.8414	1.8434	2008
97	"Sri Lanka"	144	5.8	5.8	5.2	4.7	4	3.6064	3.1894	2.644	2.3839	2.2431	2.262	2.3134	2.3501	2.2958	2.2502	2.2121	2.181	2.1531	2.1281	2.1051	2.0897	2.0741	2.0611	2.0496	2.0378	2.0311	2.0248	2.0167	2.0118	2.0066	2013
98	"South-Eastern Asia"	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
99	"Brunei Darussalam"	96	6.999	6.3754	6.5546	5.5933	5.8721	4.7061	3.9232	3.7191	3.2774	2.5992	2.2803	2.11	1.9951	1.9017	1.8287	1.7791	1.7361	1.7135	1.6985	1.696	1.6988	1.7122	1.723	1.7393	1.7529	1.765	1.7799	1.7932	1.8053	1.8161	2008
100	"Cambodia"	116	6.947	6.947	6.947	6.7034	6.16	5.2937	6.1738	5.9896	5.1276	4.138	3.4559	3.0813	2.8808	2.7117	2.5717	2.4531	2.3465	2.2574	2.1763	2.1088	2.0508	2.004	1.9635	1.93	1.9076	1.8896	1.8734	1.8638	1.8588	1.8558	2008
101	"Indonesia"	360	5.486	5.672	5.62	5.568	5.3	4.73	4.109	3.4	2.9	2.55	2.475	2.4	2.1187	2.0184	1.9434	1.8889	1.8464	1.8193	1.8012	1.7915	1.792	1.7957	1.7989	1.8067	1.8142	1.8225	1.8308	1.8383	1.8475	1.8567	2008
102	"Lao People's Dem. Republic"	418	5.9432	5.9552	5.9673	5.9794	5.9915	6.1535	6.3601	6.2668	5.8833	4.8064	3.7037	3.5174	3.2329	2.8443	2.5948	2.4015	2.2461	2.1183	2.0151	1.9361	1.8753	1.8345	1.8111	1.7992	1.7967	1.8003	1.8074	1.8162	1.8262	1.8361	2008
103	"Malaysia"	458	6.2302	6.2302	6.0302	5.2101	4.5614	3.9275	3.727	3.5913	3.42	3.175	2.4545	2.0713	1.9802	1.9065	1.8532	1.8124	1.785	1.7669	1.7555	1.7503	1.7501	1.756	1.7623	1.7718	1.7829	1.7917	1.8025	1.812	1.8203	1.8305	2008
104	"Myanmar"	104	6	6	6.1	6.1	5.738	5.214	4.727	3.8	3.1	2.65	2.2492	2.069	1.9393	1.833	1.7608	1.7059	1.6755	1.6596	1.6573	1.6652	1.6812	1.6981	1.7211	1.739	1.7573	1.7734	1.7882	1.8052	1.8183	1.8282	2008
105	"Philippines"	608	7.4201	7.2692	6.9807	6.5392	5.9769	5.4623	4.9215	4.5271	4.1385	3.9	3.7	3.27	3.0788	2.911	2.766	2.6373	2.5221	2.4172	2.3239	2.2399	2.1685	2.103	2.0475	2.0037	1.9703	1.9424	1.9177	1.9003	1.8903	1.8792	2008
106	"Singapore"	702	6.61	6.335	5.12	3.645	2.815	1.84	1.694	1.6973	1.7307	1.5705	1.348	1.2571	1.276	1.293	1.3085	1.3222	1.334	1.3448	1.3534	1.3646	1.3727	1.3796	1.3844	1.3917	1.3985	1.4038	1.4083	1.4143	1.4179	1.4205	2008
107	"Thailand"	764	6.1378	6.1378	6.1297	5.985	5.052	3.915	2.945	2.3	1.9921	1.7668	1.6026	1.4888	1.5223	1.4488	1.4284	1.4506	1.4874	1.53	1.5773	1.6151	1.6537	1.6841	1.7143	1.7378	1.7566	1.7761	1.7933	1.8085	1.8221	1.8332	2008
108	"Timor-Leste"	626	6.441	6.353	6.371	6.156	5.535	4.305	5.39	5.209	5.685	7.005	6.955	6.53	5.9993	5.4638	4.9546	4.4822	4.0625	3.7028	3.3971	3.1448	2.9326	2.7479	2.5949	2.4657	2.3493	2.2585	2.1861	2.1276	2.0817	2.0438	2008
109	"Viet Nam"	704	5.3986	6.1636	6.7433	6.6226	6.4698	5.3993	4.6002	3.9484	3.2272	2.4448	2.195	2.0436	1.9635	1.9593	1.9561	1.9549	1.953	1.9516	1.9517	1.9507	1.9501	1.9496	1.9484	1.9494	1.9506	1.9516	1.9493	1.9488	1.9493	1.9477	2013
110	"Western Asia"	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
111	"Armenia"	51	4.494	4.494	4.453	3.447	3.037	2.503	2.376	2.575	2.38	1.75	1.721	1.735	1.7614	1.7822	1.8013	1.8181	1.8332	1.8445	1.8564	1.8655	1.8745	1.8818	1.8876	1.8923	1.8962	1.8994	1.9045	1.909	1.9101	1.9139	2008
112	"Azerbaijan"	31	5.493	5.41	5.637	4.935	4.289	3.624	3.036	2.95	2.9	2.2	2	2	1.9286	1.8741	1.8293	1.7973	1.7737	1.7548	1.7442	1.7418	1.74	1.7453	1.7517	1.7613	1.7676	1.7779	1.7917	1.7985	1.8088	1.8169	2008
113	"Bahrain"	48	6.97	6.97	7.175	6.97	5.945	5.228	4.633	4.08	3.4014	2.8711	2.6747	2.2341	2.0807	1.9536	1.8512	1.7747	1.7145	1.6787	1.6533	1.6529	1.6573	1.6678	1.6846	1.7022	1.7256	1.7455	1.764	1.7816	1.7941	1.8083	2008
114	"Cyprus"	196	3.705	3.498	3.436	2.795	2.49	2.287	2.449	2.428	2.3293	1.8891	1.591	1.5068	1.4852	1.5146	1.5495	1.5813	1.6122	1.6415	1.6704	1.6938	1.7179	1.739	1.7573	1.7747	1.7875	1.803	1.8137	1.8229	1.834	1.8405	2008
115	"Georgia"	268	3	2.909	2.979	2.611	2.601	2.39	2.269	2.263	2.05	1.72	1.58	1.8	1.8056	1.8108	1.8183	1.8236	1.8294	1.834	1.8376	1.8433	1.8464	1.8511	1.8559	1.8609	1.8659	1.8701	1.8736	1.8783	1.8828	1.8868	2008
116	"Iraq"	368	7.3	6.202	6.598	7.4	7.15	6.8	6.35	6.0895	5.6457	5.1882	4.7538	4.3785	4.0786	3.8128	3.5826	3.3773	3.1932	3.0384	2.8993	2.7783	2.6674	2.5648	2.4677	2.3805	2.3039	2.234	2.1747	2.1194	2.0706	2.0354	2008
117	"Israel"	376	4.277	3.8916	3.8463	3.7834	3.8069	3.4654	3.1341	3.0701	2.9333	2.9325	2.9111	2.9108	2.8206	2.7354	2.6529	2.5727	2.5014	2.4297	2.3651	2.3059	2.2479	2.197	2.1514	2.1154	2.084	2.0547	2.031	2.0117	1.9961	1.9851	2008
118	"Jordan"	400	7.38	7.38	7.995	7.995	7.79	7.38	7.0485	6.0232	5.0882	4.3364	3.8525	3.6366	3.3759	3.058	2.8231	2.6309	2.4676	2.3266	2.2044	2.1003	2.0125	1.9425	1.8892	1.8512	1.8251	1.8071	1.7983	1.796	1.7969	1.8017	2008
119	"Kuwait"	414	7.207	7.207	7.308	7.41	6.902	5.887	5.0283	3.1315	2.0158	3.0295	2.5844	2.7127	2.7156	2.6656	2.5731	2.4975	2.4344	2.3825	2.3386	2.301	2.269	2.2404	2.2167	2.1965	2.1776	2.1621	2.1481	2.1353	2.1244	2.1152	2008
120	"Lebanon"	422	5.74	5.72	5.689	5.2312	4.6654	4.2337	3.7477	3.2258	2.8012	2.434	2.0101	1.5754	1.4945	1.4386	1.4153	1.4175	1.4341	1.4695	1.5035	1.5437	1.5846	1.6202	1.6552	1.6846	1.7122	1.7336	1.7584	1.7766	1.791	1.8046	2008
121	"State of Palestine"	275	7.38	7.38	7.995	7.995	7.694	7.504	7.0491	6.43	6.6055	5.8032	5.0306	4.4249	4.0585	3.7382	3.4623	3.2325	3.0399	2.8684	2.7149	2.5841	2.4713	2.3679	2.2769	2.1966	2.1294	2.0688	2.0216	1.9847	1.9571	1.9326	2008
122	"Oman"	512	7.252	7.252	7.252	7.3091	7.4077	8.1	8.3166	7.8479	6.2743	4.4644	3.2055	2.8925	2.9082	2.7825	2.6762	2.5846	2.5055	2.4375	2.3769	2.3252	2.2841	2.2456	2.214	2.1838	2.1597	2.138	2.1214	2.1028	2.0894	2.0792	2013
123	"Qatar"	634	6.97	6.97	6.97	6.97	6.765	6.109	5.453	4.4053	3.7402	3.4636	2.9525	2.2103	2.036	1.8972	1.7864	1.7077	1.6521	1.619	1.6041	1.6042	1.6175	1.6398	1.6646	1.6922	1.7118	1.7342	1.7555	1.773	1.7898	1.8055	2008
124	"Saudi Arabia"	682	7.175	7.175	7.257	7.257	7.298	7.278	7.015	6.217	5.446	4.5055	3.539	3.0251	2.6652	2.4182	2.2314	2.0822	1.9658	1.8772	1.8104	1.7685	1.7445	1.7339	1.7376	1.7458	1.7584	1.7701	1.7816	1.7968	1.8087	1.8194	2008
125	"Syrian Arab Republic"	760	7.227	7.3755	7.5385	7.5598	7.5426	7.3164	6.767	5.873	4.8041	4.2591	3.672	3.1906	3.0011	2.9991	2.8646	2.7488	2.6503	2.5619	2.4853	2.4208	2.3673	2.3192	2.277	2.2391	2.2086	2.1791	2.1558	2.1387	2.1225	2.1058	2013
126	"Turkey"	792	6.6197	6.4316	6.1408	5.7422	5.3397	4.6483	4.0699	3.3538	2.8695	2.5955	2.3311	2.161	2.0445	1.9491	1.8789	1.8207	1.7774	1.7467	1.7341	1.7258	1.7276	1.7362	1.744	1.7566	1.7688	1.7807	1.7936	1.8048	1.8163	1.8266	2008
127	"United Arab Emirates"	784	6.97	6.97	6.868	6.765	6.355	5.658	5.228	4.825	3.875	2.966	2.3974	1.9684	1.8203	1.8365	1.8498	1.861	1.8705	1.8797	1.8862	1.8917	1.8963	1.9003	1.9058	1.91	1.913	1.9178	1.9196	1.9228	1.925	1.9267	2013
128	"Yemen"	887	7.2696	7.2775	7.3347	7.5206	7.6733	8.5756	9.2293	8.9303	8.2364	6.8741	5.9061	4.9144	4.177	3.6327	3.2203	2.8888	2.6272	2.4065	2.2168	2.0553	1.924	1.8233	1.746	1.697	1.6724	1.6721	1.6844	1.7004	1.7225	1.7438	2008
129	"Europe"	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
130	"Eastern Europe"	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
131	"Belarus"	112	2.61	2.73	2.69	2.38	2.25	2.09	2.088	2.045	1.677	1.308	1.2353	1.418	1.4764	1.5283	1.5733	1.6119	1.6466	1.6759	1.7017	1.7258	1.747	1.7636	1.7785	1.7944	1.8055	1.8157	1.826	1.8357	1.8451	1.8526	2008
132	"Bulgaria"	100	2.5264	2.2969	2.2171	2.1304	2.1573	2.1927	2.0149	1.9458	1.5527	1.2008	1.2429	1.4259	1.5354	1.6217	1.6883	1.7377	1.7784	1.8119	1.8355	1.8589	1.8716	1.8845	1.8954	1.9031	1.9117	1.9175	1.924	1.9266	1.9321	1.9349	2008
133	"Czech Republic"	203	2.6783	2.3765	2.2388	1.9573	2.1908	2.3188	2.0046	1.9308	1.6555	1.177	1.187	1.4286	1.5593	1.6557	1.7287	1.7819	1.8225	1.8535	1.8781	1.8965	1.9097	1.9234	1.9307	1.9373	1.9423	1.9496	1.9546	1.9544	1.9564	1.9596	2008
134	"Hungary"	348	2.686	2.3178	1.8617	1.9938	2.0577	2.1309	1.8235	1.8556	1.7399	1.3784	1.295	1.3288	1.4019	1.4638	1.5199	1.5652	1.6066	1.6432	1.6745	1.7036	1.728	1.7492	1.7679	1.7838	1.799	1.8126	1.8223	1.8318	1.8404	1.848	2008
135	"Poland"	616	3.62	3.29	2.65	2.27	2.25	2.26	2.33	2.15	1.89	1.478	1.2663	1.3347	1.4048	1.4652	1.5175	1.5622	1.6035	1.6365	1.6685	1.6965	1.7207	1.7424	1.7608	1.7764	1.7909	1.8047	1.8166	1.8265	1.8346	1.8434	2008
136	"Republic of Moldova"	498	3.5	3.44	3.15	2.66	2.56	2.44	2.55	2.64	2.111	1.7	1.5	1.5	1.4649	1.4833	1.5173	1.5518	1.5868	1.618	1.6495	1.678	1.7051	1.7268	1.7491	1.767	1.7824	1.7993	1.8107	1.8216	1.8323	1.841	2008
137	"Romania"	642	2.8681	2.624	1.9511	3.0298	2.6222	2.5265	2.245	2.2711	1.505	1.3105	1.2799	1.3348	1.403	1.463	1.5163	1.5609	1.6025	1.6374	1.6678	1.696	1.7203	1.7428	1.7615	1.7785	1.791	1.8045	1.8179	1.8293	1.8392	1.8461	2008
138	"Russian Federation"	643	2.85	2.82	2.55	2.02	2.03	1.94	2.04	2.121	1.545	1.247	1.298	1.4389	1.532	1.6057	1.665	1.7127	1.751	1.7826	1.8071	1.8284	1.8445	1.8604	1.87	1.8812	1.8887	1.8953	1.9036	1.9086	1.913	1.9157	2008
139	"Slovakia"	703	3.5022	3.2427	2.911	2.541	2.5067	2.464	2.271	2.1537	1.8667	1.4105	1.2205	1.31	1.3894	1.4603	1.5199	1.5702	1.6148	1.6534	1.6858	1.7143	1.7398	1.7612	1.7774	1.7938	1.8086	1.8198	1.83	1.8391	1.8475	1.8559	2008
140	"Ukraine"	804	2.81	2.7	2.1346	2.0204	2.0789	1.9798	2.004	2.034	1.644	1.225	1.153	1.3875	1.4549	1.5119	1.5649	1.6068	1.6456	1.6773	1.7046	1.7275	1.7505	1.7676	1.7859	1.7992	1.8117	1.8237	1.8323	1.8416	1.8505	1.8585	2008
141	"Northern Europe"	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
142	"Channel Islands"	830	2.056	2.222	2.562	2.362	1.858	1.523	1.439	1.45	1.461	1.4	1.414	1.42	1.453	1.4822	1.5082	1.5335	1.5563	1.5755	1.5945	1.6095	1.6242	1.6394	1.6521	1.6639	1.6755	1.6855	1.6957	1.7045	1.7133	1.7211	2008
143	"Denmark"	208	2.5501	2.5468	2.5822	2.2723	1.9639	1.6816	1.4273	1.5426	1.748	1.756	1.76	1.8537	1.8779	1.8992	1.9127	1.9237	1.9327	1.94	1.9461	1.9509	1.9537	1.9575	1.9603	1.9643	1.9634	1.9637	1.9659	1.9665	1.9681	1.9682	2008
144	"Estonia"	233	2.06	1.99	1.94	2.02	2.15	2.06	2.09	2.199	1.627	1.331	1.391	1.639	1.7372	1.8046	1.8516	1.8868	1.9112	1.9317	1.9423	1.953	1.9605	1.9663	1.9717	1.9771	1.9817	1.9836	1.9844	1.9849	1.9874	1.9883	2008
145	"Finland"	246	2.997	2.769	2.66	2.191	1.623	1.663	1.685	1.66	1.819	1.743	1.754	1.8396	1.8507	1.8613	1.8704	1.8784	1.8848	1.8905	1.8941	1.8983	1.9011	1.9047	1.9077	1.9097	1.9128	1.9139	1.9148	1.9175	1.9186	1.9216	2008
146	"Iceland"	352	3.8624	4.1662	3.9383	3.2353	2.8679	2.4472	2.2251	2.1196	2.1908	2.0558	1.9936	2.1305	2.0981	2.0697	2.0436	2.0235	2.0047	1.9886	1.9767	1.9643	1.9556	1.9484	1.9407	1.9366	1.9337	1.9308	1.9292	1.9279	1.9268	1.927	2008
147	"Ireland"	372	3.42	3.58	4.065	3.765	3.815	3.245	2.755	2.18	1.905	1.94	1.965	2.0034	1.9999	1.9975	1.9953	1.9928	1.99	1.9889	1.9879	1.9871	1.9847	1.9848	1.9854	1.9848	1.9841	1.9847	1.9846	1.9852	1.9847	1.9832	2008
148	"Latvia"	428	2	1.95	1.85	1.81	2	1.8745	2.0293	2.1309	1.6322	1.1722	1.2856	1.4926	1.6022	1.6835	1.7448	1.7922	1.8281	1.8562	1.8794	1.8956	1.9083	1.9185	1.9274	1.9342	1.94	1.9454	1.9483	1.9517	1.954	1.9568	2008
149	"Lithuania"	440	2.71	2.66	2.4272	2.3028	2.303	2.1042	2.0385	2.0554	1.816	1.4716	1.2782	1.4174	1.4756	1.528	1.5711	1.6092	1.6424	1.6716	1.6992	1.7212	1.7418	1.7575	1.7748	1.7894	1.8029	1.8153	1.8266	1.8351	1.8418	1.8489	2008
150	"Norway"	578	2.602	2.837	2.898	2.719	2.248	1.81	1.687	1.8	1.886	1.862	1.8061	1.9235	1.9287	1.9354	1.9384	1.9409	1.9456	1.9471	1.9489	1.9509	1.9521	1.9543	1.9553	1.956	1.9562	1.958	1.958	1.958	1.9568	1.9578	2008
151	"Sweden"	752	2.2372	2.247	2.3103	2.1701	1.9058	1.6646	1.6434	1.9087	2.006	1.5589	1.6703	1.8905	1.9257	1.9512	1.9668	1.9796	1.9879	1.9964	2.0009	2.0067	2.0078	2.0094	2.0107	2.0126	2.0131	2.014	2.0147	2.0156	2.0162	2.018	2008
152	"United Kingdom"	826	2.18	2.49	2.81	2.57	2.01	1.73	1.775	1.835	1.775	1.735	1.655	1.8645	1.8708	1.8771	1.8819	1.8863	1.8907	1.8946	1.8986	1.9015	1.9034	1.9046	1.9068	1.9078	1.9097	1.9091	1.9109	1.9114	1.9121	1.9124	2008
153	"Southern Europe"	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
154	"Albania"	8	6.112	6.378	5.863	5.313	4.758	4.0202	3.403	3.116	2.832	2.591	2.154	1.7541	1.787	1.8059	1.8231	1.8374	1.8497	1.8622	1.8709	1.8805	1.8864	1.8938	1.8989	1.9061	1.9065	1.9101	1.9112	1.9162	1.9175	1.92	2013
155	"Bosnia and Herzegovina"	70	4.82	4.28	3.81	3.17	2.63	2.24	1.99	1.9	1.53	1.535	1.2278	1.2232	1.276	1.3657	1.4408	1.5054	1.5621	1.6117	1.6504	1.686	1.7146	1.7402	1.7618	1.7807	1.7969	1.8122	1.8251	1.8359	1.8451	1.8506	2013
156	"Croatia"	191	2.76	2.42	2.27	2.09	1.96	2.02	1.96	1.84	1.52	1.537	1.362	1.433	1.4902	1.5402	1.5852	1.6229	1.6578	1.6867	1.7129	1.7367	1.755	1.7752	1.7905	1.8032	1.8157	1.8254	1.8379	1.8452	1.8527	1.8583	2008
157	"Greece"	300	2.29	2.27	2.2	2.38	2.32	2.32	1.96	1.53	1.37	1.296	1.281	1.4597	1.5194	1.5728	1.6167	1.6552	1.6881	1.7175	1.7417	1.7611	1.7817	1.7957	1.81	1.8247	1.8345	1.8446	1.8532	1.8601	1.8648	1.873	2008
158	"Italy"	380	2.355	2.29	2.466	2.515	2.351	1.941	1.536	1.342	1.281	1.215	1.254	1.385	1.4822	1.5594	1.6204	1.6713	1.7148	1.7488	1.776	1.7983	1.8163	1.8325	1.8447	1.8577	1.8675	1.8777	1.8847	1.89	1.8954	1.9013	2008
159	"Malta"	470	4.136	3.8	3.1494	2.1161	2.0057	2.1176	2.043	2.0673	2.0055	1.8054	1.4079	1.3962	1.373	1.4082	1.4529	1.4935	1.5393	1.5773	1.6126	1.6476	1.6775	1.7046	1.7311	1.7494	1.7675	1.7857	1.7985	1.8117	1.8246	1.8337	2008
160	"Montenegro"	499	4.028	3.754	3.257	2.781	2.63	2.37	2.17	1.965	1.808	1.838	1.781	1.7297	1.6932	1.6796	1.6795	1.6778	1.6839	1.6915	1.7018	1.7143	1.7282	1.7407	1.7551	1.7694	1.7805	1.7932	1.8019	1.8142	1.8251	1.8314	2008
161	"Portugal"	620	3.0988	3.1216	3.1873	3.1187	2.8332	2.5486	2.0084	1.6205	1.505	1.4764	1.4513	1.3633	1.3371	1.357	1.3966	1.4358	1.4787	1.5232	1.5647	1.6046	1.6414	1.6734	1.7008	1.7253	1.7466	1.7646	1.7799	1.7947	1.8057	1.8196	2008
162	"Serbia"	688	3.22	2.75	2.57	2.43	2.36	2.37	2.32	2.23	1.96	1.744	1.5531	1.4139	1.3892	1.4115	1.4514	1.4869	1.5286	1.5647	1.6022	1.6337	1.6662	1.6913	1.7155	1.7398	1.7582	1.7759	1.7896	1.8026	1.8138	1.8241	2008
163	"Slovenia"	705	2.5823	2.344	2.339	2.328	2.213	2.175	1.8701	1.6119	1.3576	1.2513	1.2259	1.435	1.4992	1.5556	1.6055	1.647	1.6801	1.7133	1.7407	1.7621	1.7818	1.7964	1.8128	1.8262	1.8371	1.8454	1.8525	1.8614	1.8677	1.8742	2008
164	"Spain"	724	2.53	2.7	2.81	2.84	2.85	2.55	1.88	1.46	1.28	1.19	1.29	1.41	1.5005	1.5736	1.6321	1.6807	1.719	1.7503	1.7772	1.8006	1.8166	1.8348	1.848	1.8573	1.8675	1.8748	1.8826	1.891	1.8965	1.9012	2008
165	"TFYR Macedonia"	807	4.0112	3.815	3.585	3.127	2.867	2.642	2.498	2.308	2.156	1.811	1.582	1.484	1.4351	1.4357	1.4757	1.5148	1.5495	1.5897	1.6263	1.6571	1.6856	1.7136	1.736	1.7559	1.7748	1.7919	1.8057	1.8179	1.8313	1.8403	2008
166	"Western Europe"	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
167	"Austria"	40	2.1046	2.5652	2.7777	2.5689	2.0369	1.6513	1.5957	1.448	1.4837	1.3879	1.3796	1.3992	1.4614	1.5158	1.5628	1.602	1.6374	1.6684	1.6966	1.7211	1.7413	1.7601	1.7753	1.7904	1.8059	1.8183	1.8292	1.8372	1.8468	1.8531	2008
168	"Belgium"	56	2.343	2.496	2.6466	2.3881	2.0143	1.7049	1.5959	1.5583	1.6119	1.6041	1.6836	1.8182	1.8553	1.8806	1.9026	1.9179	1.9297	1.9402	1.9469	1.9532	1.9577	1.9629	1.966	1.968	1.9687	1.9715	1.9722	1.973	1.975	1.9762	2008
169	"France"	250	2.7472	2.6894	2.8318	2.6391	2.3004	1.861	1.8653	1.805	1.7149	1.7621	1.8823	1.972	1.981	1.9877	1.9933	1.9967	1.9979	1.9996	2.0016	2.0039	2.0046	2.0064	2.0039	2.0064	2.0069	2.0079	2.008	2.0091	2.0098	2.0089	2008
170	"Germany"	276	2.128	2.294	2.4736	2.3605	1.7084	1.508	1.4637	1.4289	1.3007	1.3456	1.3513	1.3623	1.4137	1.4581	1.4964	1.5319	1.5631	1.5895	1.6146	1.6382	1.6581	1.6746	1.6888	1.7044	1.7182	1.7272	1.7383	1.75	1.7575	1.7652	2008
171	"Luxembourg"	442	1.98	2.23	2.395	2.192	1.722	1.486	1.465	1.469	1.663	1.7213	1.654	1.6206	1.6709	1.7117	1.7445	1.7701	1.7906	1.8093	1.8238	1.8356	1.8436	1.8525	1.859	1.8671	1.8711	1.8762	1.8803	1.8828	1.8848	1.8897	2008
172	"Netherlands"	528	3.0524	3.0974	3.1657	2.7949	2.0601	1.5982	1.5149	1.5546	1.5823	1.5991	1.7256	1.7461	1.7735	1.7956	1.815	1.8303	1.843	1.8565	1.8658	1.8729	1.8792	1.8854	1.8919	1.8934	1.8966	1.9017	1.9033	1.9061	1.9087	1.9117	2008
173	"Switzerland"	756	2.3101	2.3912	2.5972	2.3551	1.8714	1.5388	1.5367	1.5453	1.5371	1.4833	1.4079	1.4706	1.5316	1.5832	1.6259	1.6648	1.6976	1.7247	1.7486	1.7686	1.7852	1.802	1.815	1.8267	1.8389	1.8487	1.8572	1.8644	1.8707	1.8755	2008
174	"Latin America and the Caribbean"	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
175	"Caribbean"	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
176	"Antigua and Barbuda"	28	4.5	4.5	4.3	4	3.2617	2.2357	2.1392	2.0708	2.0938	2.3125	2.2714	2.1694	2.1067	2.0656	2.0258	1.992	1.9636	1.9399	1.9223	1.9099	1.9014	1.8958	1.8886	1.8862	1.8836	1.8866	1.8856	1.89	1.8905	1.8938	2008
177	"Aruba"	533	5.65	5.15	4.399	3.301	2.651	2.45	2.358	2.3	2.1739	1.9531	1.8162	1.7356	1.6772	1.6653	1.6768	1.6922	1.7085	1.7268	1.7445	1.7628	1.7763	1.7943	1.8067	1.8186	1.8294	1.8397	1.8474	1.8559	1.8639	1.8707	2008
178	"Bahamas"	44	4.05	4.31	4.5	3.5756	3.5367	2.9547	3.0503	2.6498	2.6376	2.3275	1.8653	1.9076	1.889	1.8735	1.8606	1.8505	1.8398	1.8302	1.8283	1.8247	1.8265	1.8257	1.8288	1.8326	1.8364	1.8425	1.845	1.8502	1.8548	1.8606	2008
179	"Barbados"	52	4.417	4.2969	4.2731	3.5328	2.7176	2.1568	1.9181	1.7744	1.7295	1.739	1.7995	1.828	1.8494	1.8672	1.881	1.8929	1.9038	1.9089	1.9157	1.9191	1.925	1.9281	1.9307	1.9346	1.937	1.9401	1.9423	1.9441	1.9454	1.9474	2008
180	"Cuba"	192	4.15	3.6995	4.6805	4.3	3.6	2.15	1.8495	1.8495	1.6505	1.6095	1.63	1.5	1.4704	1.4921	1.5219	1.5584	1.5914	1.6226	1.6541	1.6802	1.7062	1.7284	1.7488	1.7666	1.7828	1.7987	1.8104	1.8225	1.8338	1.842	2008
181	"Curaçao"	531	5.07	5.1	4.399	3.8	2.87	2.45	2.25	2.3	2.28	2.121	2.0915	1.9792	1.9012	1.8416	1.8105	1.7971	1.797	1.8047	1.8177	1.8336	1.8519	1.8715	1.8892	1.9073	1.924	1.9401	1.953	1.9671	1.9788	1.9895	2008
182	"Dominican Republic"	214	7.6	7.641	7.351	6.65	5.68	4.76	4.15	3.65	3.31	2.98	2.83	2.67	2.5048	2.353	2.2246	2.1161	2.0239	1.9545	1.896	1.8605	1.838	1.8196	1.8145	1.813	1.8158	1.82	1.8239	1.8304	1.8374	1.846	2008
183	"Grenada"	308	5.8	6.7	6.4	4.8	4.6	4.3	4.23	4.14	3.46	2.8144	2.4289	2.3023	2.1895	2.0911	2.0146	1.9545	1.9043	1.8663	1.8436	1.8277	1.821	1.8157	1.8139	1.8192	1.8232	1.8296	1.8359	1.8403	1.8494	1.8559	2008
184	"Guadeloupe"	312	5.61	5.61	5.61	5.22	4.49	3.06	2.55	2.45	2.097	2.1	2.059	2.1431	2.0985	2.0624	2.0324	2.0063	1.9887	1.9733	1.9647	1.9565	1.9514	1.9469	1.9415	1.9431	1.9409	1.941	1.9415	1.9391	1.9378	1.9394	2008
