"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
80	"Central Asia"	5500	4.6387	4.9202	5.3264	4.9614	4.6310	4.0666	3.8396	3.8575	3.5452	2.8725	2.5470	2.6094	2.4565	2.3299	2.2232	2.1367	2.0712	2.0224	1.9848	1.9574	1.9421	1.9371	1.9388	1.9456	1.9547	1.9641	1.9731	1.9825	1.9924	2.0023
81	"Kazakhstan"	398	4.4060	4.5550	4.4310	3.6710	3.4590	3.0600	2.9570	3.0330	2.5500	2.0000	2.0060	2.5406	2.4807	2.4288	2.3845	2.3458	2.3126	2.2834	2.2583	2.2370	2.2181	2.2017	2.1879	2.1759	2.1658	2.1568	2.1492	2.1420	2.1363	2.1314
82	"Kyrgyzstan"	417	4.5090	4.8340	5.3900	5.0110	4.7260	4.0540	4.1010	4.0190	3.6120	2.9860	2.5000	2.7029	2.6206	2.5496	2.4881	2.4353	2.3901	2.3507	2.3163	2.2866	2.2613	2.2395	2.2203	2.2038	2.1892	2.1774	2.1673	2.1575	2.1498	2.1427
83	"Tajikistan"	762	5.9950	6.1990	6.3020	6.7190	6.8340	5.8970	5.5430	5.4060	4.8770	4.2900	3.8050	3.4500	3.1620	2.9202	2.7212	2.5556	2.4156	2.2963	2.1924	2.1054	2.0304	1.9717	1.9242	1.8891	1.8655	1.8502	1.8427	1.8419	1.8480	1.8548
84	"Turkmenistan"	795	5.9950	6.0150	6.7520	6.3430	6.1870	5.3240	4.7900	4.5500	4.0300	3.0300	2.7550	2.4990	2.3163	2.1702	2.0492	1.9502	1.8701	1.8077	1.7639	1.7370	1.7263	1.7266	1.7375	1.7560	1.7782	1.8021	1.8270	1.8515	1.8766	1.8987
85	"Uzbekistan"	860	5.9700	6.5000	6.8000	6.6000	6.3000	5.5840	4.7260	4.4000	3.8800	3.0500	2.5500	2.4550	2.2644	2.1124	1.9881	1.8883	1.8102	1.7527	1.7155	1.6962	1.6948	1.7061	1.7259	1.7519	1.7808	1.8099	1.8369	1.8645	1.8890	1.9118
86	"Southern Asia"	5501	6.0567	6.0747	6.0260	5.9214	5.5687	5.2538	4.8762	4.4595	3.9675	3.4859	3.0435	2.7705	2.5652	2.4037	2.2690	2.1525	2.0556	1.9798	1.9213	1.8766	1.8443	1.8217	1.8096	1.8063	1.8109	1.8210	1.8335	1.8479	1.8640	1.8815
87	"Afghanistan"	4	7.7000	7.7000	7.7000	7.7000	7.7000	7.7000	7.8000	7.9000	8.0000	8.0000	7.3494	6.6241	5.9683	5.3469	4.7718	4.2573	3.8110	3.4384	3.1331	2.8823	2.6769	2.5035	2.3539	2.2297	2.1285	2.0454	1.9831	1.9369	1.9047	1.8827
88	"Bangladesh"	50	6.3558	6.6244	6.7987	6.9142	6.9136	6.6456	5.9921	5.0189	4.0984	3.4071	2.8695	2.3814	2.1567	1.9817	1.8440	1.7361	1.6553	1.6052	1.5808	1.5817	1.6044	1.6387	1.6817	1.7233	1.7649	1.8030	1.8358	1.8677	1.8948	1.9198
89	"Bhutan"	64	6.6700	6.6700	6.6700	6.6700	6.6700	6.6700	6.3885	6.1064	5.2699	4.1281	3.2945	2.6101	2.2581	2.0277	1.8606	1.7334	1.6421	1.5838	1.5579	1.5615	1.5897	1.6308	1.6760	1.7220	1.7645	1.8034	1.8390	1.8707	1.8973	1.9215
90	"India"	356	5.9032	5.8961	5.8216	5.6873	5.2640	4.8888	4.4731	4.1084	3.7199	3.3105	2.9598	2.7260	2.5378	2.3836	2.2551	2.1466	2.0556	1.9792	1.9177	1.8698	1.8362	1.8142	1.8027	1.7994	1.8039	1.8144	1.8283	1.8442	1.8617	1.8800
91	"Iran (Islamic Republic of)"	364	6.9264	6.9264	6.9264	6.7035	6.2386	6.2726	6.5380	5.6200	3.9500	2.6235	1.9636	1.7653	1.5873	1.4509	1.3645	1.3375	1.3769	1.4563	1.5364	1.6088	1.6717	1.7255	1.7720	1.8141	1.8508	1.8824	1.9100	1.9352	1.9568	1.9752
92	"Maldives"	462	6.0299	6.8135	7.1197	7.2226	7.1698	6.8547	7.2575	6.8126	5.2478	3.5210	2.4925	1.9019	1.6683	1.4916	1.3632	1.2834	1.2701	1.3250	1.4127	1.5025	1.5812	1.6495	1.7083	1.7582	1.8020	1.8405	1.8743	1.9034	1.9284	1.9511
93	"Nepal"	524	6.1020	6.1020	6.1011	6.0790	6.0354	5.9188	5.7156	5.3936	4.9575	4.4072	3.7394	2.9490	2.5867	2.3281	2.1438	2.0066	1.9026	1.8227	1.7646	1.7289	1.7114	1.7075	1.7180	1.7352	1.7591	1.7848	1.8114	1.8377	1.8632	1.8869
94	"Pakistan"	586	6.6000	6.6000	6.6000	6.6000	6.6000	6.6000	6.4440	6.2967	5.6691	4.9945	4.0030	3.6506	3.2011	2.8559	2.5963	2.3954	2.2322	2.0990	1.9900	1.9041	1.8395	1.7921	1.7653	1.7537	1.7532	1.7645	1.7812	1.8017	1.8244	1.8474
95	"Sri Lanka"	144	5.8000	5.8000	5.2000	4.7000	4.0000	3.6064	3.1894	2.6396	2.3865	2.1600	2.2688	2.3597	2.2353	2.1276	2.0378	1.9651	1.9088	1.8700	1.8467	1.8358	1.8358	1.8421	1.8537	1.8698	1.8866	1.9030	1.9207	1.9369	1.9520	1.9651
96	"South-Eastern Asia"	920	6.0532	6.2175	6.2445	6.0639	5.6181	4.8099	4.2236	3.5921	3.1048	2.6550	2.4465	2.2648	2.1302	2.0244	1.9481	1.8952	1.8588	1.8372	1.8272	1.8251	1.8246	1.8288	1.8364	1.8467	1.8577	1.8697	1.8829	1.8980	1.9134	1.9286
97	"Brunei Darussalam"	96	6.9990	6.3754	6.5546	5.5933	5.8721	4.7061	3.9232	3.7191	3.2774	2.5992	2.2803	2.1100	1.9841	1.8774	1.7919	1.7267	1.6817	1.6568	1.6500	1.6587	1.6767	1.7033	1.7345	1.7670	1.7989	1.8294	1.8579	1.8841	1.9084	1.9289
98	"Cambodia"	116	6.2940	6.2940	6.2910	6.2160	5.5350	4.7000	7.0003	6.0000	5.4425	4.3147	3.4060	2.7977	2.4217	2.1743	1.9944	1.8575	1.7545	1.6799	1.6359	1.6188	1.6234	1.6462	1.6796	1.7178	1.7561	1.7930	1.8279	1.8584	1.8862	1.9103
99	"Indonesia"	360	5.4860	5.6720	5.6200	5.5680	5.3000	4.7300	4.1090	3.4000	2.9000	2.5500	2.3810	2.1900	2.0553	1.9424	1.8533	1.7864	1.7410	1.7156	1.7060	1.7122	1.7284	1.7521	1.7790	1.8067	1.8349	1.8616	1.8855	1.9086	1.9296	1.9484
100	"Lao People's Dem. Republic"	418	5.9432	5.9552	5.9673	5.9794	5.9915	6.1535	6.3601	6.2668	5.8833	4.8064	3.7037	3.0151	2.5426	2.2445	2.0354	1.8784	1.7587	1.6726	1.6208	1.5994	1.6052	1.6316	1.6695	1.7114	1.7536	1.7915	1.8278	1.8582	1.8867	1.9117
101	"Malaysia"	458	6.2302	6.2302	6.2302	5.2102	4.5614	3.9275	3.7270	3.5913	3.4200	3.1750	2.9561	2.7159	2.5716	2.4459	2.3356	2.2374	2.1519	2.0776	2.0152	1.9655	1.9266	1.8974	1.8777	1.8682	1.8648	1.8661	1.8721	1.8817	1.8915	1.9043
102	"Myanmar"	104	6.0000	6.0000	6.1000	6.1000	5.9000	4.9000	4.3000	3.8000	3.1000	2.6500	2.2492	2.0750	1.9392	1.8258	1.7386	1.6756	1.6349	1.6212	1.6253	1.6449	1.6756	1.7100	1.7467	1.7827	1.8152	1.8467	1.8748	1.9001	1.9232	1.9437
103	"Philippines"	608	7.4201	7.2692	6.9807	6.5392	5.9769	5.4623	4.9215	4.5271	4.1385	3.9000	3.7000	3.2700	3.0501	2.8610	2.6986	2.5575	2.4339	2.3216	2.2238	2.1366	2.0602	1.9973	1.9454	1.9077	1.8792	1.8606	1.8504	1.8471	1.8479	1.8544
104	"Singapore"	702	6.6100	6.3350	5.1200	3.6450	2.8150	1.8400	1.5900	1.7000	1.8350	1.5750	1.3250	1.2520	1.3675	1.4677	1.5542	1.6290	1.6927	1.7483	1.7955	1.8367	1.8730	1.9040	1.9308	1.9534	1.9730	1.9907	2.0052	2.0178	2.0292	2.0387
105	"Thailand"	764	6.1378	6.1378	6.1297	5.9850	5.0520	3.9150	2.9450	2.3000	1.9925	1.7671	1.6797	1.6271	1.5284	1.4553	1.4376	1.4692	1.5277	1.5887	1.6479	1.7008	1.7487	1.7908	1.8284	1.8618	1.8909	1.9176	1.9398	1.9599	1.9776	1.9936
106	"Timor-Leste"	626	6.4410	6.3530	6.3710	6.1560	5.5350	4.3050	5.3900	5.2090	5.6850	7.0050	6.9550	6.5300	5.9175	5.3100	4.7319	4.1998	3.7333	3.3423	3.0249	2.7672	2.5608	2.3919	2.2566	2.1464	2.0620	2.0023	1.9578	1.9266	1.9071	1.8949
107	"Viet Nam"	704	6.2002	6.7595	7.3286	7.3756	7.1474	5.8880	4.9322	3.9642	3.2259	2.1843	1.9312	1.8860	1.7499	1.6458	1.5833	1.5616	1.5773	1.6172	1.6643	1.7118	1.7557	1.7954	1.8306	1.8619	1.8903	1.9153	1.9375	1.9568	1.9747	1.9911
108	"Western Asia"	922	6.1001	5.9122	5.9758	5.8516	5.6037	5.3279	5.0196	4.4481	4.0356	3.5772	3.1837	3.0242	2.8489	2.6988	2.5810	2.4868	2.4039	2.3317	2.2721	2.2238	2.1854	2.1538	2.1262	2.1007	2.0771	2.0549	2.0361	2.0190	2.0046	1.9933
109	"Armenia"	51	4.4940	4.4940	4.4530	3.4470	3.0370	2.5030	2.3760	2.5750	2.3800	1.7500	1.7210	1.7350	1.7353	1.7347	1.7392	1.7476	1.7627	1.7814	1.8019	1.8235	1.8452	1.8673	1.8886	1.9087	1.9274	1.9445	1.9595	1.9746	1.9876	1.9996
110	"Azerbaijan"	31	5.4930	5.4100	5.6370	4.9350	4.2890	3.6240	3.0360	2.9500	2.9000	2.2000	2.0000	2.1560	2.1481	2.1417	2.1360	2.1315	2.1276	2.1234	2.1202	2.1171	2.1147	2.1131	2.1115	2.1099	2.1084	2.1069	2.1056	2.1048	2.1040	2.1038
111	"Bahrain"	48	6.9700	6.9700	7.1750	6.9700	5.9450	5.2280	4.6330	4.0800	3.3530	2.8884	2.6230	2.6258	2.4305	2.2682	2.1325	2.0172	1.9243	1.8493	1.7961	1.7616	1.7433	1.7412	1.7508	1.7678	1.7915	1.8157	1.8394	1.8649	1.8877	1.9088
112	"Cyprus"	196	3.7050	3.4980	3.4360	2.7950	2.4900	2.2870	2.4490	2.4280	2.3293	1.8891	1.5910	1.5068	1.4583	1.4445	1.4847	1.5384	1.5938	1.6471	1.6961	1.7412	1.7819	1.8185	1.8511	1.8808	1.9076	1.9302	1.9506	1.9686	1.9849	1.9985
113	"Georgia"	268	3.0000	2.9090	2.9790	2.6110	2.6010	2.3900	2.2690	2.2630	2.0500	1.7200	1.5800	1.5800	1.5277	1.5062	1.5310	1.5720	1.6185	1.6649	1.7093	1.7519	1.7903	1.8239	1.8543	1.8827	1.9075	1.9296	1.9496	1.9676	1.9829	1.9968
114	"Iraq"	368	7.3000	6.2020	6.5980	7.4000	7.1500	6.8000	6.3500	6.1500	5.8000	5.4000	5.1243	4.8628	4.5349	4.2316	3.9559	3.7053	3.4837	3.2874	3.1153	2.9608	2.8249	2.7009	2.5910	2.4903	2.3990	2.3135	2.2406	2.1740	2.1166	2.0679
115	"Israel"	376	4.2771	3.8916	3.8462	3.7826	3.8072	3.4656	3.1340	3.0710	2.9328	2.9329	2.9106	2.9096	2.9089	2.8368	2.7164	2.6079	2.5098	2.4206	2.3394	2.2669	2.2019	2.1443	2.0945	2.0520	2.0171	1.9892	1.9677	1.9516	1.9408	1.9337
116	"Jordan"	400	7.3800	7.3800	7.9950	7.9950	7.7900	7.3800	7.0485	6.4444	5.1400	4.3364	3.6022	3.2728	2.8886	2.6024	2.3797	2.2021	2.0540	1.9329	1.8359	1.7626	1.7138	1.6891	1.6819	1.6910	1.7114	1.7402	1.7697	1.8012	1.8318	1.8602
117	"Kuwait"	414	7.2070	7.2070	7.3080	7.4100	6.9020	5.8870	5.0980	3.3396	2.2025	2.9262	2.2389	2.3237	2.2505	2.1952	2.1569	2.1317	2.1148	2.1026	2.0953	2.0907	2.0872	2.0850	2.0837	2.0842	2.0835	2.0847	2.0854	2.0863	2.0879	2.0890
118	"Lebanon"	422	5.7400	5.7200	5.6890	5.3360	4.7800	4.3110	3.8950	3.3130	3.0000	2.6950	2.0910	1.8620	1.7639	1.6838	1.6276	1.5946	1.5835	1.5901	1.6099	1.6406	1.6771	1.7161	1.7542	1.7900	1.8220	1.8530	1.8804	1.9049	1.9281	1.9475
119	"Occupied Palestinian Territory"	275	7.3800	7.3800	7.9950	7.9950	7.6940	7.5040	7.0491	6.4300	6.5933	5.7660	5.0452	4.6479	4.2698	3.9295	3.6307	3.3710	3.1503	2.9598	2.7947	2.6498	2.5205	2.4069	2.3023	2.2125	2.1348	2.0688	2.0145	1.9707	1.9369	1.9138
120	"Oman"	512	7.2520	7.2520	7.2520	7.3091	7.4077	8.1000	8.3166	7.8479	6.2743	4.4644	3.0098	2.5158	2.1455	1.8939	1.7078	1.5671	1.4728	1.4280	1.4357	1.4875	1.5556	1.6228	1.6840	1.7356	1.7810	1.8210	1.8564	1.8869	1.9140	1.9385
121	"Qatar"	634	6.9700	6.9700	6.9700	6.9700	6.7650	6.1090	5.4530	4.4955	4.0116	3.3026	3.0116	2.4044	2.2043	2.0446	1.9166	1.8108	1.7311	1.6738	1.6393	1.6246	1.6312	1.6507	1.6806	1.7166	1.7523	1.7868	1.8202	1.8516	1.8782	1.9041
122	"Saudi Arabia"	682	7.1750	7.1750	7.2570	7.2570	7.2980	7.2780	7.0150	6.2170	5.4460	4.5055	3.5390	3.0251	2.6385	2.3694	2.1678	2.0100	1.8834	1.7874	1.7152	1.6713	1.6490	1.6495	1.6672	1.6952	1.7292	1.7654	1.8001	1.8317	1.8610	1.8878
123	"Syrian Arab Republic"	760	7.2270	7.3755	7.5385	7.5598	7.5426	7.3164	6.7670	5.8730	4.8041	3.9575	3.3942	3.1041	2.7717	2.5176	2.3144	2.1491	2.0114	1.8971	1.8082	1.7418	1.7008	1.6831	1.6841	1.6993	1.7248	1.7545	1.7859	1.8165	1.8459	1.8725
124	"Turkey"	792	6.3000	6.1500	6.0500	5.7000	5.3000	4.7150	4.1500	3.2760	2.9040	2.5740	2.2300	2.1520	2.0220	1.9132	1.8248	1.7579	1.7121	1.6864	1.6783	1.6852	1.7018	1.7273	1.7556	1.7863	1.8159	1.8450	1.8715	1.8955	1.9173	1.9378
125	"United Arab Emirates"	784	6.9700	6.9700	6.8680	6.7650	6.3550	5.6580	5.2280	4.8250	3.8750	2.9660	2.3844	1.8556	1.7070	1.5975	1.5268	1.4878	1.4806	1.5019	1.5422	1.5927	1.6444	1.6945	1.7415	1.7833	1.8213	1.8552	1.8846	1.9107	1.9346	1.9556
126	"Yemen"	887	7.2696	7.2775	7.3347	7.5206	7.6733	8.5756	9.2293	8.9303	8.2364	6.9781	6.0950	5.4752	4.9376	4.3868	3.9684	3.6262	3.3468	3.1139	2.9165	2.7467	2.5994	2.4725	2.3631	2.2704	2.1933	2.1309	2.0824	2.0471	2.0223	2.0064
127	"Europe"	908	2.6482	2.6371	2.5594	2.3483	2.1737	1.9838	1.8854	1.8172	1.5672	1.4243	1.4295	1.5309	1.5864	1.6335	1.6923	1.7601	1.8196	1.8604	1.8872	1.9097	1.9343	1.9615	1.9859	2.0024	2.0114	2.0197	2.0299	2.0421	2.0529	2.0594
128	"Eastern Europe"	923	2.8242	2.7479	2.4439	2.1186	2.1373	2.0723	2.0883	2.1076	1.6236	1.2900	1.2644	1.4045	1.4928	1.5664	1.6349	1.7035	1.7628	1.8040	1.8365	1.8679	1.9018	1.9354	1.9618	1.9775	1.9861	1.9979	2.0139	2.0311	2.0437	2.0494
129	"Belarus"	112	2.6100	2.7300	2.6900	2.3800	2.2500	2.0900	2.0880	2.0450	1.6770	1.3080	1.2353	1.3870	1.4791	1.5601	1.6307	1.6919	1.7450	1.7905	1.8310	1.8662	1.8969	1.9235	1.9464	1.9665	1.9835	1.9981	2.0110	2.0212	2.0308	2.0401
130	"Bulgaria"	100	2.4800	2.2700	2.1800	2.1500	2.1700	2.1700	2.0100	1.9200	1.5060	1.2240	1.2520	1.4580	1.5457	1.6210	1.6858	1.7420	1.7908	1.8328	1.8694	1.9021	1.9279	1.9512	1.9715	1.9891	2.0040	2.0168	2.0284	2.0381	2.0461	2.0530
131	"Czech Republic"	203	2.6782	2.3739	2.2367	1.9581	2.1917	2.3199	2.0039	1.9304	1.6554	1.1772	1.1872	1.4066	1.5008	1.5822	1.6531	1.7139	1.7665	1.8119	1.8514	1.8852	1.9144	1.9394	1.9617	1.9797	1.9957	2.0099	2.0227	2.0341	2.0435	2.0508
132	"Hungary"	348	2.7300	2.2100	1.8200	1.9800	2.0900	2.1200	1.8100	1.8200	1.7300	1.3770	1.3010	1.3356	1.4300	1.5142	1.5889	1.6543	1.7122	1.7619	1.8054	1.8435	1.8761	1.9042	1.9291	1.9509	1.9697	1.9863	2.0011	2.0140	2.0250	2.0346
133	"Poland"	616	3.6200	3.2900	2.6500	2.2700	2.2500	2.2600	2.3300	2.1500	1.8900	1.4780	1.2663	1.3174	1.4152	1.5019	1.5779	1.6451	1.7042	1.7545	1.7989	1.8373	1.8705	1.9005	1.9258	1.9486	1.9680	1.9850	1.9998	2.0125	2.0240	2.0336
134	"Republic of Moldova"	498	3.5000	3.4400	3.1500	2.6600	2.5600	2.4400	2.5500	2.6400	2.1110	1.7000	1.5000	1.5000	1.4497	1.4354	1.4737	1.5286	1.5846	1.6372	1.6877	1.7335	1.7768	1.8133	1.8469	1.8772	1.9027	1.9271	1.9481	1.9675	1.9836	1.9979
135	"Romania"	642	2.8700	2.6200	2.0400	2.9600	2.6220	2.5230	2.2450	2.2700	1.5010	1.3470	1.2787	1.3317	1.4281	1.5140	1.5895	1.6550	1.7121	1.7618	1.8055	1.8432	1.8750	1.9046	1.9296	1.9515	1.9709	1.9871	2.0018	2.0156	2.0264	2.0357
136	"Russian Federation"	643	2.8500	2.8200	2.5500	2.0200	2.0300	1.9400	2.0400	2.1210	1.5450	1.2470	1.2980	1.4389	1.5290	1.6072	1.6742	1.7321	1.7820	1.8251	1.8621	1.8943	1.9230	1.9468	1.9676	1.9865	2.0010	2.0151	2.0262	2.0360	2.0441	2.0518
137	"Slovakia"	703	3.5022	3.2427	2.9110	2.5410	2.5067	2.4640	2.2710	2.1537	1.8667	1.4105	1.2205	1.2663	1.3717	1.4656	1.5466	1.6189	1.6817	1.7354	1.7835	1.8241	1.8599	1.8908	1.9180	1.9420	1.9629	1.9805	1.9965	2.0101	2.0220	2.0319
138	"Ukraine"	804	2.8100	2.7000	2.2000	2.0400	2.1600	2.0000	2.0210	2.0340	1.6440	1.2250	1.1530	1.3875	1.4827	1.5651	1.6367	1.6989	1.7520	1.7982	1.8394	1.8740	1.9045	1.9303	1.9522	1.9725	1.9888	2.0034	2.0163	2.0272	2.0374	2.0458
139	"Northern Europe"	924	2.3252	2.5150	2.7219	2.5017	2.0679	1.8039	1.7978	1.8506	1.8003	1.7035	1.6617	1.8271	1.8638	1.8964	1.9248	1.9491	1.9696	1.9879	2.0051	2.0197	2.0302	2.0389	2.0462	2.0543	2.0605	2.0666	2.0709	2.0743	2.0779	2.0807
140	"Channel Islands"	830	2.0560	2.2220	2.5620	2.3620	1.8580	1.5230	1.4390	1.4500	1.4610	1.4000	1.4140	1.4200	1.5121	1.5925	1.6615	1.7206	1.7725	1.8179	1.8557	1.8895	1.9183	1.9428	1.9639	1.9828	1.9983	2.0122	2.0244	2.0344	2.0429	2.0506
141	"Denmark"	208	2.5501	2.5468	2.5822	2.2723	1.9639	1.6816	1.4273	1.5426	1.7480	1.7560	1.7600	1.8509	1.8847	1.9145	1.9400	1.9615	1.9802	1.9963	2.0102	2.0224	2.0327	2.0422	2.0502	2.0572	2.0622	2.0681	2.0719	2.0761	2.0791	2.0817
142	"Estonia"	233	2.0600	1.9900	1.9400	2.0200	2.1500	2.0600	2.0900	2.1990	1.6270	1.3310	1.3910	1.6390	1.7018	1.7564	1.8029	1.8435	1.8780	1.9088	1.9349	1.9568	1.9764	1.9939	2.0079	2.0211	2.0316	2.0415	2.0488	2.0558	2.0619	2.0671
143	"Finland"	246	2.9970	2.7690	2.6600	2.1910	1.6230	1.6630	1.6850	1.6600	1.8190	1.7430	1.7540	1.8396	1.8749	1.9060	1.9316	1.9553	1.9746	1.9914	2.0060	2.0187	2.0302	2.0397	2.0476	2.0551	2.0611	2.0666	2.0714	2.0746	2.0783	2.0806
144	"Iceland"	352	3.7000	4.0230	3.9430	3.1540	2.8430	2.2870	2.2480	2.1160	2.1940	2.0560	1.9930	2.0980	2.0981	2.0989	2.0990	2.0987	2.0990	2.0989	2.0993	2.0991	2.0989	2.0992	2.0994	2.0996	2.0995	2.0996	2.0999	2.1000	2.1000	2.0998
145	"Ireland"	372	3.4200	3.5800	4.0650	3.7650	3.8150	3.2450	2.7550	2.1800	1.9050	1.9400	1.9650	2.0956	2.0968	2.0973	2.0977	2.0978	2.0986	2.0984	2.0983	2.0995	2.0991	2.0997	2.1000	2.0996	2.0991	2.0991	2.0997	2.0992	2.0993	2.0998
146	"Latvia"	428	2.0000	1.9500	1.8500	1.8100	2.0000	2.0000	2.0000	2.0900	1.6270	1.1710	1.2490	1.4123	1.5057	1.5867	1.6565	1.7171	1.7690	1.8139	1.8525	1.8855	1.9143	1.9405	1.9617	1.9810	1.9969	2.0110	2.0234	2.0341	2.0430	2.0502
147	"Lithuania"	440	2.7100	2.6600	2.4000	2.2700	2.3200	2.1200	2.0300	2.0900	1.8120	1.4710	1.2770	1.4074	1.4951	1.5721	1.6402	1.6992	1.7510	1.7957	1.8340	1.8682	1.8985	1.9232	1.9458	1.9652	1.9831	1.9967	2.0095	2.0209	2.0300	2.0398
148	"Norway"	578	2.6020	2.8370	2.8980	2.7190	2.2480	1.8100	1.6870	1.8000	1.8860	1.8620	1.8061	1.9235	1.9477	1.9679	1.9860	2.0012	2.0144	2.0263	2.0363	2.0458	2.0528	2.0587	2.0652	2.0703	2.0745	2.0771	2.0803	2.0833	2.0863	2.0877
149	"Sweden"	752	2.2130	2.2340	2.3240	2.1600	1.8910	1.6610	1.6460	1.9090	2.0060	1.5550	1.6700	1.8976	1.9252	1.9486	1.9689	1.9870	2.0026	2.0168	2.0280	2.0374	2.0450	2.0524	2.0594	2.0658	2.0705	2.0747	2.0785	2.0813	2.0841	2.0850
150	"United Kingdom"	826	2.1800	2.4900	2.8100	2.5700	2.0100	1.7300	1.7750	1.8350	1.7750	1.7350	1.6550	1.8300	1.8667	1.8978	1.9253	1.9498	1.9705	1.9878	2.0034	2.0167	2.0274	2.0372	2.0449	2.0530	2.0586	2.0648	2.0693	2.0734	2.0774	2.0802
151	"Southern Europe"	925	2.6424	2.6035	2.6721	2.6784	2.5501	2.2584	1.8312	1.5519	1.4114	1.3284	1.3501	1.4314	1.4924	1.5405	1.5945	1.6529	1.7114	1.7659	1.8123	1.8500	1.8816	1.9089	1.9342	1.9573	1.9771	1.9940	2.0072	2.0191	2.0302	2.0394
152	"Albania"	8	5.5970	5.9780	5.7630	5.1130	4.6580	4.2020	3.9000	3.6500	2.7800	2.4830	1.9900	1.6000	1.5248	1.4688	1.4470	1.4556	1.4866	1.5306	1.5817	1.6347	1.6854	1.7330	1.7764	1.8144	1.8479	1.8781	1.9047	1.9276	1.9485	1.9653
153	"Bosnia and Herzegovina"	70	4.8200	4.2800	3.8100	3.1700	2.6300	2.2400	1.9900	1.9000	1.5300	1.5350	1.2760	1.1800	1.1340	1.1414	1.2476	1.3498	1.4424	1.5252	1.5973	1.6611	1.7166	1.7656	1.8086	1.8465	1.8794	1.9085	1.9338	1.9556	1.9749	1.9916
154	"Croatia"	191	2.7600	2.4200	2.2700	2.0900	1.9600	2.0200	1.9600	1.8400	1.5200	1.5370	1.3620	1.4200	1.5013	1.5739	1.6383	1.6955	1.7464	1.7896	1.8273	1.8617	1.8914	1.9166	1.9397	1.9590	1.9768	1.9923	2.0056	2.0174	2.0275	2.0363
155	"Greece"	300	2.2900	2.2700	2.2000	2.3800	2.3200	2.3200	1.9600	1.5300	1.3700	1.2960	1.2810	1.4597	1.5395	1.6103	1.6717	1.7265	1.7742	1.8156	1.8524	1.8834	1.9105	1.9345	1.9547	1.9730	1.9899	2.0026	2.0152	2.0252	2.0354	2.0434
156	"Italy"	380	2.3550	2.2900	2.4660	2.5150	2.3510	1.9410	1.5360	1.3420	1.2810	1.2150	1.2540	1.3772	1.4755	1.5608	1.6343	1.6970	1.7519	1.7999	1.8407	1.8756	1.9064	1.9332	1.9551	1.9746	1.9917	2.0071	2.0190	2.0305	2.0406	2.0483
157	"Malta"	470	4.1360	3.8000	3.1495	2.1161	2.0057	2.1176	2.0430	2.0674	2.0055	1.8054	1.4079	1.3299	1.2838	1.2875	1.3646	1.4463	1.5226	1.5916	1.6538	1.7084	1.7553	1.7983	1.8351	1.8693	1.8983	1.9241	1.9469	1.9665	1.9846	1.9988
158	"Montenegro"	499	3.2200	2.7500	2.5700	2.4300	2.3600	2.3700	2.1700	1.9650	1.8080	1.8380	1.7810	1.6900	1.6297	1.5939	1.5958	1.6194	1.6508	1.6861	1.7237	1.7600	1.7945	1.8272	1.8554	1.8826	1.9070	1.9294	1.9487	1.9658	1.9809	1.9946
159	"Portugal"	620	3.0988	3.1216	3.1873	3.1187	2.8332	2.5486	2.0084	1.6205	1.5050	1.4764	1.4513	1.3633	1.3123	1.3011	1.3584	1.4340	1.5068	1.5759	1.6375	1.6932	1.7425	1.7851	1.8253	1.8600	1.8889	1.9159	1.9390	1.9587	1.9767	1.9922
160	"Serbia"	688	3.2200	2.7500	2.5700	2.4300	2.3600	2.3700	2.3200	2.2300	1.9600	1.7440	1.7230	1.6180	1.5622	1.5352	1.5521	1.5886	1.6311	1.6731	1.7159	1.7557	1.7922	1.8264	1.8561	1.8836	1.9087	1.9308	1.9501	1.9675	1.9831	1.9974
161	"Slovenia"	705	2.8000	2.3900	2.3200	2.3200	2.1900	2.2000	1.8750	1.6600	1.3600	1.2500	1.2260	1.3857	1.4770	1.5575	1.6282	1.6894	1.7423	1.7886	1.8288	1.8636	1.8940	1.9213	1.9440	1.9641	1.9810	1.9965	2.0096	2.0217	2.0326	2.0408
162	"Spain"	724	2.5300	2.7000	2.8100	2.8400	2.8500	2.5500	1.8800	1.4600	1.2800	1.1900	1.2900	1.4100	1.5041	1.5851	1.6555	1.7160	1.7679	1.8131	1.8517	1.8857	1.9156	1.9400	1.9627	1.9813	1.9967	2.0112	2.0231	2.0338	2.0433	2.0512
163	"TFYR Macedonia"	807	5.3200	4.5300	3.7850	3.3850	2.8100	2.5490	2.3280	2.1780	2.0560	1.8010	1.5620	1.4600	1.3971	1.3656	1.3977	1.4595	1.5251	1.5878	1.6471	1.6999	1.7465	1.7887	1.8264	1.8599	1.8890	1.9151	1.9382	1.9589	1.9770	1.9923
