"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
164	"Western Europe"	926	2.4203	2.4882	2.6665	2.4767	1.9727	1.6635	1.6329	1.5844	1.4873	1.5165	1.5825	1.6302	1.6879	1.7412	1.7914	1.8371	1.8775	1.9107	1.9370	1.9583	1.9768	1.9934	2.0088	2.0221	2.0332	2.0420	2.0491	2.0554	2.0614	2.0673
165	"Austria"	40	2.0800	2.4970	2.7830	2.5720	2.0400	1.6540	1.5940	1.4440	1.4650	1.3710	1.3900	1.3830	1.3456	1.3599	1.4328	1.5069	1.5754	1.6370	1.6923	1.7416	1.7852	1.8236	1.8574	1.8883	1.9148	1.9382	1.9603	1.9783	1.9945	2.0083
166	"Belgium"	56	2.3430	2.4960	2.6440	2.3920	2.0150	1.7050	1.5950	1.5590	1.6130	1.6040	1.6890	1.7931	1.8347	1.8709	1.9023	1.9284	1.9514	1.9719	1.9891	2.0056	2.0182	2.0292	2.0390	2.0464	2.0539	2.0606	2.0671	2.0712	2.0740	2.0774
167	"France"	250	2.7633	2.7034	2.8451	2.6517	2.3081	1.8608	1.8647	1.8042	1.7143	1.7615	1.8820	1.9693	1.9871	2.0022	2.0157	2.0276	2.0370	2.0452	2.0531	2.0593	2.0649	2.0699	2.0743	2.0782	2.0815	2.0839	2.0858	2.0871	2.0888	2.0907
168	"Germany"	276	2.1600	2.3000	2.4900	2.3200	1.6400	1.5200	1.4600	1.4300	1.2993	1.3429	1.3488	1.3563	1.4571	1.5451	1.6209	1.6858	1.7424	1.7909	1.8325	1.8692	1.9013	1.9277	1.9513	1.9712	1.9888	2.0039	2.0162	2.0272	2.0368	2.0457
169	"Luxembourg"	442	1.9800	2.2300	2.3950	2.1920	1.7220	1.4860	1.4650	1.4690	1.6630	1.7213	1.6540	1.6173	1.6828	1.7393	1.7884	1.8303	1.8670	1.8993	1.9262	1.9502	1.9706	1.9881	2.0030	2.0158	2.0271	2.0371	2.0458	2.0531	2.0595	2.0654
170	"Netherlands"	528	3.0524	3.0973	3.1657	2.7968	2.0612	1.5980	1.5147	1.5548	1.5831	1.5996	1.7254	1.7449	1.7935	1.8352	1.8717	1.9024	1.9299	1.9532	1.9732	1.9905	2.0054	2.0188	2.0295	2.0395	2.0468	2.0541	2.0600	2.0663	2.0717	2.0751
171	"Switzerland"	756	2.3100	2.3912	2.5971	2.3550	1.8710	1.5386	1.5367	1.5452	1.5370	1.4831	1.4078	1.4592	1.5363	1.6052	1.6664	1.7203	1.7676	1.8086	1.8449	1.8771	1.9043	1.9281	1.9499	1.9679	1.9848	1.9994	2.0118	2.0231	2.0325	2.0407
172	"Latin America and the Caribbean"	904	5.8620	5.9146	5.9561	5.5297	5.0151	4.4651	3.9278	3.4170	3.0220	2.7295	2.5254	2.3002	2.1645	2.0531	1.9639	1.8926	1.8412	1.8081	1.7909	1.7857	1.7883	1.7983	1.8120	1.8283	1.8459	1.8631	1.8809	1.8978	1.9145	1.9306
173	"Caribbean"	915	5.2693	5.1953	5.4836	5.0012	4.3677	3.6218	3.4129	3.1348	2.8363	2.6228	2.4932	2.3637	2.2468	2.1480	2.0704	2.0023	1.9436	1.8955	1.8576	1.8308	1.8118	1.8027	1.8021	1.8082	1.8197	1.8357	1.8540	1.8734	1.8927	1.9121
174	"Aruba"	533	5.6500	5.1500	4.3990	3.3010	2.6510	2.4500	2.3580	2.3000	2.1739	1.9531	1.8162	1.7356	1.6705	1.6321	1.6366	1.6623	1.6962	1.7308	1.7676	1.8015	1.8324	1.8618	1.8875	1.9115	1.9335	1.9519	1.9694	1.9847	1.9996	2.0117
175	"Bahamas"	44	4.0500	4.3100	4.5000	3.5756	3.5367	2.9547	3.0503	2.6498	2.6376	2.3275	1.8653	1.9076	1.8770	1.8449	1.8191	1.8007	1.7918	1.7899	1.7956	1.8059	1.8206	1.8385	1.8572	1.8758	1.8948	1.9123	1.9289	1.9446	1.9598	1.9730
176	"Barbados"	52	4.4169	4.2969	4.2732	3.5328	2.7176	2.1568	1.9181	1.7744	1.7295	1.6346	1.5000	1.5300	1.5754	1.6186	1.6616	1.7022	1.7406	1.7767	1.8087	1.8396	1.8672	1.8920	1.9137	1.9344	1.9521	1.9681	1.9834	1.9970	2.0084	2.0197
177	"Cuba"	192	4.1500	3.6995	4.6805	4.3000	3.6000	2.1500	1.8495	1.8495	1.6505	1.6095	1.6300	1.5000	1.4508	1.4358	1.4724	1.5269	1.5826	1.6387	1.6877	1.7353	1.7756	1.8134	1.8469	1.8764	1.9029	1.9274	1.9479	1.9664	1.9823	1.9973
178	"Dominican Republic"	214	7.6000	7.6410	7.3510	6.6500	5.6800	4.7600	4.1500	3.6500	3.3100	2.9800	2.8300	2.6700	2.4896	2.3319	2.1965	2.0788	1.9789	1.8980	1.8353	1.7915	1.7641	1.7540	1.7562	1.7668	1.7844	1.8048	1.8290	1.8531	1.8760	1.8982
179	"Grenada"	308	5.8000	6.7000	6.4000	4.8000	4.6000	4.3000	4.2300	4.1400	3.4600	2.8144	2.4289	2.3023	2.1713	2.0574	1.9605	1.8796	1.8178	1.7702	1.7410	1.7261	1.7263	1.7341	1.7509	1.7718	1.7945	1.8199	1.8442	1.8683	1.8900	1.9111
180	"Guadeloupe"	312	5.6100	5.6100	5.6100	5.2200	4.4900	3.0600	2.5500	2.4500	2.0970	2.1000	2.0590	2.1431	2.0628	1.9926	1.9372	1.8996	1.8802	1.8762	1.8807	1.8913	1.9051	1.9202	1.9358	1.9507	1.9651	1.9774	1.9898	2.0020	2.0116	2.0216
181	"Haiti"	332	6.3000	6.3000	6.3000	6.0000	5.6010	5.8000	6.2100	5.7000	5.1500	4.6190	4.0000	3.5450	3.1585	2.8482	2.6093	2.4198	2.2689	2.1446	2.0423	1.9614	1.8964	1.8489	1.8173	1.7989	1.7911	1.7945	1.8032	1.8174	1.8340	1.8530
182	"Jamaica"	388	4.2200	5.0800	5.6400	5.7800	5.0000	4.0000	3.5500	3.1000	2.8400	2.6700	2.5416	2.3995	2.2623	2.1447	2.0460	1.9664	1.9047	1.8605	1.8325	1.8167	1.8128	1.8187	1.8303	1.8453	1.8624	1.8802	1.8998	1.9170	1.9335	1.9486
183	"Martinique"	474	5.7100	5.7100	5.4500	5.0000	4.0800	2.6500	2.1400	2.1400	1.9620	1.9000	1.9771	1.9108	1.8196	1.7536	1.7274	1.7282	1.7473	1.7739	1.8028	1.8315	1.8581	1.8836	1.9067	1.9283	1.9477	1.9644	1.9809	1.9950	2.0076	2.0180
184	"Netherlands Antilles"	530	5.6500	5.1500	4.3990	3.3010	2.6510	2.4500	2.3580	2.3000	2.2800	2.1210	2.0915	1.9792	1.9002	1.8414	1.8111	1.8015	1.8056	1.8180	1.8353	1.8556	1.8762	1.8968	1.9163	1.9335	1.9509	1.9657	1.9797	1.9934	2.0049	2.0154
185	"Puerto Rico"	630	4.9700	4.8200	4.3700	3.4100	2.9900	2.7600	2.4600	2.2600	2.1800	1.9850	1.8382	1.8300	1.7567	1.6974	1.6638	1.6516	1.6562	1.6705	1.6948	1.7234	1.7532	1.7845	1.8147	1.8421	1.8687	1.8929	1.9150	1.9344	1.9531	1.9691
186	"Saint Lucia"	662	6.0000	6.9380	6.7940	6.4790	5.6910	5.2000	4.2000	3.6500	3.1500	2.6000	2.1000	2.0483	1.9068	1.7894	1.6968	1.6295	1.5898	1.5753	1.5819	1.6079	1.6445	1.6856	1.7283	1.7673	1.8049	1.8378	1.8679	1.8947	1.9186	1.9396
187	"St. Vincent and the Grenadines"	670	7.3300	7.3300	7.0200	6.4100	5.5400	4.4200	3.6400	3.1000	2.8500	2.5500	2.2370	2.1320	1.9951	1.8756	1.7798	1.7082	1.6612	1.6404	1.6403	1.6583	1.6875	1.7217	1.7582	1.7932	1.8244	1.8555	1.8815	1.9064	1.9288	1.9491
188	"Trinidad and Tobago"	780	5.3000	5.3000	4.9900	3.7900	3.4500	3.4000	3.2200	2.8000	2.1000	1.7290	1.6100	1.6400	1.6324	1.6234	1.6222	1.6304	1.6508	1.6778	1.7110	1.7459	1.7799	1.8117	1.8406	1.8684	1.8930	1.9158	1.9361	1.9541	1.9705	1.9855
189	"United States Virgin Islands"	850	5.5700	5.5700	5.5019	5.3656	4.9772	4.3365	3.6959	3.0854	3.0915	2.5000	2.1500	2.0500	1.9409	1.8471	1.7770	1.7272	1.6963	1.6845	1.6892	1.7039	1.7292	1.7548	1.7849	1.8142	1.8423	1.8690	1.8946	1.9157	1.9351	1.9544
190	"Central America"	916	6.7284	6.8125	6.7614	6.6785	6.3816	5.3586	4.5033	3.9029	3.4718	2.9637	2.7712	2.5952	2.4113	2.2579	2.1312	2.0293	1.9525	1.8984	1.8653	1.8490	1.8446	1.8486	1.8552	1.8640	1.8741	1.8844	1.8952	1.9057	1.9175	1.9296
191	"Belize"	84	6.6500	6.5500	6.4500	6.3500	6.2500	6.2000	5.4000	4.7000	4.3470	3.8500	3.3500	2.9350	2.6791	2.4765	2.3137	2.1787	2.0665	1.9737	1.8968	1.8385	1.7964	1.7689	1.7569	1.7543	1.7620	1.7764	1.7956	1.8163	1.8379	1.8607
192	"Costa Rica"	188	6.7240	7.1140	7.2250	5.8010	4.3460	3.7760	3.5270	3.3740	2.9450	2.5840	2.2500	1.9200	1.8123	1.7194	1.6523	1.6132	1.6014	1.6105	1.6362	1.6689	1.7078	1.7447	1.7819	1.8168	1.8471	1.8753	1.9006	1.9229	1.9436	1.9623
193	"El Salvador"	222	6.2980	6.5980	6.7590	6.4280	5.9490	5.4590	4.7990	4.1990	3.7280	3.2980	2.5990	2.3490	2.1709	2.0307	1.9186	1.8266	1.7576	1.7082	1.6790	1.6655	1.6683	1.6846	1.7085	1.7366	1.7671	1.7976	1.8278	1.8555	1.8819	1.9053
194	"Guatemala"	320	7.0000	6.6000	6.5000	6.3000	6.2000	6.2010	6.1000	5.7010	5.4500	5.0010	4.6000	4.1520	3.8402	3.5576	3.3066	3.0890	2.9020	2.7417	2.6042	2.4824	2.3761	2.2830	2.2027	2.1311	2.0720	2.0221	1.9827	1.9523	1.9319	1.9181
195	"Honduras"	340	7.4970	7.4970	7.4180	7.4210	7.0500	6.6000	5.9995	5.3700	4.9160	4.3005	3.7230	3.3080	2.9960	2.7461	2.5465	2.3828	2.2442	2.1273	2.0272	1.9461	1.8821	1.8334	1.8008	1.7800	1.7734	1.7750	1.7840	1.7990	1.8164	1.8363
196	"Mexico"	484	6.7000	6.8000	6.7495	6.7495	6.5000	5.2505	4.2500	3.6295	3.1905	2.6705	2.5500	2.4100	2.2274	2.0724	1.9439	1.8417	1.7670	1.7190	1.6973	1.6972	1.7116	1.7374	1.7662	1.7978	1.8284	1.8572	1.8838	1.9071	1.9287	1.9485
197	"Nicaragua"	558	7.2000	7.5000	7.1000	6.9500	6.7900	6.3500	5.8500	5.0000	4.5000	3.6000	3.0000	2.7550	2.5000	2.3035	2.1506	2.0247	1.9219	1.8394	1.7795	1.7383	1.7152	1.7082	1.7137	1.7286	1.7502	1.7761	1.8034	1.8307	1.8560	1.8803
198	"Panama"	591	5.6800	5.8900	5.9150	5.6200	4.9350	4.0545	3.5150	3.2010	2.8700	2.7900	2.7000	2.5605	2.4088	2.2798	2.1714	2.0787	2.0027	1.9433	1.8991	1.8699	1.8544	1.8487	1.8502	1.8573	1.8693	1.8827	1.8977	1.9123	1.9289	1.9438
199	"South America"	931	5.6658	5.7171	5.7476	5.2130	4.6383	4.2604	3.7854	3.2747	2.8764	2.6502	2.4307	2.1767	2.0577	1.9596	1.8830	1.8233	1.7823	1.7588	1.7502	1.7522	1.7601	1.7746	1.7926	1.8132	1.8347	1.8554	1.8765	1.8964	1.9152	1.9328
200	"Argentina"	32	3.1540	3.1265	3.0895	3.0490	3.1455	3.4400	3.1500	3.0530	2.9000	2.6300	2.3500	2.2540	2.1725	2.0957	2.0289	1.9702	1.9259	1.8915	1.8672	1.8522	1.8448	1.8464	1.8524	1.8603	1.8715	1.8850	1.8989	1.9130	1.9262	1.9408
201	"Bolivia (Plurinational State of)"	68	6.7500	6.7500	6.6300	6.5600	6.5000	5.8000	5.2995	5.0000	4.8000	4.3240	3.9585	3.5000	3.2294	2.9973	2.8020	2.6368	2.4986	2.3766	2.2720	2.1785	2.0977	2.0307	1.9763	1.9333	1.9005	1.8774	1.8633	1.8557	1.8542	1.8575
202	"Brazil"	76	6.1505	6.1505	6.1505	5.3800	4.7175	4.3050	3.8000	3.1000	2.6000	2.4500	2.2505	1.9000	1.7998	1.7163	1.6571	1.6205	1.6071	1.6129	1.6331	1.6648	1.6992	1.7368	1.7733	1.8080	1.8400	1.8676	1.8944	1.9170	1.9382	1.9566
203	"Chile"	152	4.9500	5.4860	5.4385	4.4405	3.6300	2.8030	2.6710	2.6500	2.5500	2.2100	2.0000	1.9000	1.8320	1.7756	1.7380	1.7145	1.7073	1.7109	1.7229	1.7420	1.7636	1.7886	1.8127	1.8382	1.8621	1.8844	1.9057	1.9256	1.9430	1.9593
204	"Colombia"	170	6.7600	6.7600	6.7600	6.1810	5.0005	4.3400	3.6845	3.2400	3.0000	2.7525	2.5500	2.4500	2.2930	2.1578	2.0441	1.9490	1.8736	1.8195	1.7861	1.7695	1.7675	1.7761	1.7922	1.8113	1.8348	1.8576	1.8795	1.9019	1.9217	1.9401
205	"Ecuador"	218	6.7000	6.7000	6.7000	6.5000	6.0010	5.4010	4.7010	4.0000	3.4010	3.1000	2.8180	2.5780	2.3933	2.2394	2.1101	2.0029	1.9121	1.8421	1.7894	1.7567	1.7386	1.7360	1.7450	1.7619	1.7842	1.8068	1.8334	1.8568	1.8797	1.9022
206	"French Guiana"	254	5.0000	4.9200	5.0200	5.0000	4.1800	3.3000	3.5800	3.7300	4.0500	3.9265	3.6758	3.2715	3.1411	3.0184	2.9064	2.8047	2.7085	2.6202	2.5385	2.4595	2.3862	2.3199	2.2581	2.2010	2.1536	2.1128	2.0792	2.0530	2.0325	2.0158
207	"Guyana"	328	6.6800	6.7700	6.1500	6.1100	4.9000	3.9400	3.2600	2.7000	2.5500	2.5000	2.4250	2.3300	2.1903	2.0708	1.9746	1.8989	1.8444	1.8080	1.7902	1.7866	1.7948	1.8093	1.8287	1.8490	1.8694	1.8901	1.9108	1.9302	1.9471	1.9647
208	"Paraguay"	600	6.5000	6.5000	6.4500	6.1500	5.3505	5.2000	5.2000	4.7700	4.3095	3.8800	3.4800	3.0830	2.8581	2.6691	2.5141	2.3829	2.2693	2.1703	2.0861	2.0157	1.9571	1.9118	1.8786	1.8552	1.8417	1.8350	1.8350	1.8411	1.8508	1.8620
209	"Peru"	604	6.8530	6.8530	6.8530	6.5600	6.0000	5.3780	4.6500	4.1000	3.5700	3.1000	2.8000	2.5995	2.4105	2.2554	2.1248	2.0155	1.9233	1.8501	1.7964	1.7591	1.7389	1.7322	1.7368	1.7533	1.7732	1.7960	1.8206	1.8466	1.8706	1.8922
210	"Suriname"	740	6.5600	6.5600	6.5600	5.9450	5.2890	4.2030	3.7000	3.0000	2.6000	2.8000	2.5975	2.4150	2.2659	2.1373	2.0329	1.9483	1.8839	1.8392	1.8115	1.8005	1.8026	1.8129	1.8289	1.8470	1.8681	1.8877	1.9075	1.9259	1.9435	1.9586
211	"Uruguay"	858	2.7305	2.8310	2.9005	2.8000	3.0000	2.8870	2.5700	2.5290	2.4865	2.3005	2.2005	2.1150	2.0429	1.9788	1.9276	1.8900	1.8630	1.8469	1.8414	1.8409	1.8464	1.8563	1.8681	1.8823	1.8964	1.9115	1.9268	1.9410	1.9549	1.9678
212	"Venezuela (Bolivarian Republic of)"	862	6.4585	6.4585	6.6570	5.9045	4.9410	4.4685	3.9570	3.6485	3.2500	2.9415	2.7230	2.5470	2.3914	2.2567	2.1417	2.0437	1.9617	1.8957	1.8453	1.8089	1.7891	1.7810	1.7805	1.7907	1.8055	1.8232	1.8424	1.8627	1.8830	1.9029
213	"Northern America"	905	3.3301	3.6379	3.3556	2.5542	2.0521	1.8040	1.7897	1.8672	1.9571	1.9254	1.9879	2.0331	2.0396	2.0461	2.0520	2.0569	2.0630	2.0673	2.0709	2.0734	2.0763	2.0794	2.0817	2.0838	2.0860	2.0877	2.0886	2.0895	2.0908	2.0926
214	"Canada"	124	3.6450	3.8820	3.6750	2.6100	1.9760	1.7340	1.6340	1.6160	1.6940	1.5620	1.5160	1.6499	1.6909	1.7286	1.7634	1.7964	1.8260	1.8530	1.8787	1.9004	1.9205	1.9382	1.9554	1.9706	1.9838	1.9962	2.0071	2.0167	2.0259	2.0341
215	"United States of America"	840	3.4460	3.7060	3.3140	2.5450	2.0160	1.7880	1.8002	1.8922	1.9853	1.9645	2.0380	2.0736	2.0772	2.0801	2.0827	2.0846	2.0871	2.0888	2.0904	2.0912	2.0924	2.0938	2.0943	2.0950	2.0961	2.0967	2.0967	2.0966	2.0971	2.0982
216	"Oceania"	909	3.8136	4.0221	4.0013	3.5684	3.3007	2.7391	2.5750	2.4880	2.4901	2.4501	2.4132	2.4928	2.4482	2.4262	2.3993	2.3560	2.3067	2.2671	2.2373	2.2105	2.1808	2.1489	2.1182	2.0936	2.0753	2.0608	2.0486	2.0370	2.0276	2.0217
217	"Australia/New Zealand"	927	3.2572	3.4979	3.4858	2.9796	2.6776	2.0564	1.9220	1.8893	1.8955	1.8060	1.7863	1.9626	1.9795	1.9963	2.0099	2.0223	2.0329	2.0417	2.0495	2.0563	2.0626	2.0678	2.0722	2.0758	2.0789	2.0816	2.0841	2.0863	2.0882	2.0897
218	"Australia"	36	3.1800	3.4060	3.2740	2.8710	2.5350	1.9890	1.9100	1.8590	1.8600	1.7760	1.7530	1.9262	1.9494	1.9704	1.9877	2.0033	2.0167	2.0277	2.0376	2.0461	2.0538	2.0603	2.0657	2.0702	2.0741	2.0774	2.0805	2.0832	2.0854	2.0873
219	"New Zealand"	554	3.6880	4.0700	4.0220	3.3480	2.8430	2.1780	1.9727	2.0311	2.0670	1.9525	1.9490	2.1418	2.1355	2.1308	2.1265	2.1233	2.1199	2.1177	2.1152	2.1131	2.1113	2.1096	2.1082	2.1068	2.1061	2.1053	2.1045	2.1038	2.1036	2.1031
220	"Melanesia"	928	6.3052	6.3465	6.2350	6.0107	5.7952	5.5436	5.1750	4.7296	4.4899	4.3941	4.1332	3.9095	3.6430	3.4040	3.1927	3.0065	2.8440	2.6998	2.5738	2.4659	2.3683	2.2818	2.2046	2.1378	2.0797	2.0308	1.9935	1.9642	1.9419	1.9255
221	"Fiji"	242	6.6250	6.7920	5.9530	5.0000	4.2000	4.0000	3.8000	3.4700	3.3500	3.1900	2.9800	2.7500	2.6015	2.4698	2.3534	2.2491	2.1580	2.0796	2.0139	1.9614	1.9209	1.8925	1.8742	1.8648	1.8630	1.8670	1.8736	1.8829	1.8952	1.9078
222	"New Caledonia"	540	5.2231	5.2231	5.2231	5.2119	5.2028	3.9055	3.3399	3.0250	2.9366	2.5762	2.2600	2.1900	2.0912	2.0031	1.9263	1.8640	1.8156	1.7801	1.7590	1.7485	1.7479	1.7547	1.7681	1.7852	1.8049	1.8261	1.8476	1.8683	1.8878	1.9074
223	"Papua New Guinea"	598	6.2380	6.2590	6.2780	6.2140	6.0870	5.8710	5.4740	4.9660	4.7030	4.6370	4.3500	4.1000	3.7988	3.5294	3.2922	3.0856	2.9086	2.7540	2.6185	2.5021	2.3972	2.3051	2.2232	2.1525	2.0908	2.0388	1.9992	1.9682	1.9445	1.9268
224	"Solomon Islands"	90	6.4000	6.4000	6.4000	6.5390	7.2360	7.0410	6.4310	6.1250	5.5320	4.9050	4.6000	4.4000	4.0410	3.7253	3.4510	3.2166	3.0161	2.8421	2.6919	2.5581	2.4391	2.3338	2.2390	2.1576	2.0861	2.0271	1.9824	1.9464	1.9197	1.9017
225	"Vanuatu"	548	7.6000	7.3500	7.0000	6.4600	6.1100	5.7500	5.4000	5.0400	4.8300	4.5900	4.3000	4.0000	3.7497	3.5232	3.3265	3.1509	2.9951	2.8557	2.7303	2.6181	2.5140	2.4187	2.3328	2.2536	2.1842	2.1227	2.0714	2.0275	1.9951	1.9694
226	"Micronesia"	954	6.1895	6.3545	6.2892	5.9479	5.2633	4.7483	4.3638	3.9275	3.7264	3.3480	2.9275	2.7365	2.6411	2.5191	2.3871	2.2769	2.2093	2.1558	2.0988	2.0361	1.9799	1.9417	1.9232	1.9109	1.8990	1.8884	1.8829	1.8860	1.8936	1.9048
227	"Guam"	316	5.5270	5.8280	6.0300	4.7240	4.1200	3.5160	3.0800	3.1390	3.1000	3.0000	2.7400	2.5390	2.4147	2.3043	2.2079	2.1254	2.0570	1.9991	1.9552	1.9232	1.9016	1.8891	1.8846	1.8854	1.8909	1.8990	1.9083	1.9216	1.9328	1.9451
228	"Micronesia (Fed. States of)"	583	7.2000	7.0000	6.9000	6.9000	6.9000	6.4000	6.0000	5.2000	4.7932	4.5275	4.0500	3.6220	3.3065	3.0425	2.8234	2.6422	2.4875	2.3567	2.2431	2.1452	2.0598	1.9913	1.9368	1.8943	1.8641	1.8447	1.8348	1.8332	1.8352	1.8436
229	"Polynesia"	957	6.6593	6.8411	6.9302	6.4153	5.4000	4.7519	4.5095	4.2182	3.8635	3.5698	3.3272	3.0483	2.8430	2.6562	2.5201	2.4350	2.3791	2.3260	2.2598	2.1900	2.1387	2.1143	2.1034	2.0917	2.0697	2.0389	2.0079	1.9862	1.9767	1.9733
230	"French Polynesia"	258	6.0000	6.4000	6.5010	6.1990	5.1500	4.2290	3.8150	3.5690	3.0500	2.6000	2.3500	2.1600	2.0326	1.9218	1.8312	1.7597	1.7089	1.6806	1.6693	1.6752	1.6926	1.7170	1.7466	1.7773	1.8069	1.8375	1.8647	1.8894	1.9122	1.9329
231	"Samoa"	882	7.3000	7.3000	7.3000	6.5000	5.7000	4.8900	4.8500	4.8200	4.7000	4.6560	4.4160	3.9900	3.7626	3.5560	3.3718	3.2068	3.0607	2.9282	2.8090	2.7008	2.5993	2.5090	2.4219	2.3417	2.2697	2.2044	2.1475	2.0993	2.0598	2.0263
232	"Tonga"	776	7.3000	7.3000	7.3000	6.5000	5.5000	5.5000	5.5000	4.7363	4.6150	4.2912	4.2278	4.0342	3.7831	3.5591	3.3602	3.1852	3.0298	2.8900	2.7654	2.6506	2.5489	2.4524	2.3651	2.2850	2.2121	2.1499	2.0962	2.0527	2.0171	1.9885
