Country.or.area,ISO.code,Year,DataValue,DataProcess,Estimating.Methods
Botswana,72,2011.2,2.78,Census,Unknown
Brazil,76,1984,3.7,DHS,Direct
Brazil,76,1985,3.37,DHS,Direct
Brazil,76,1969,5.19,DHS,Indirect
Brazil,76,1974,4.79,DHS,Indirect
Brazil,76,1979,4.33,DHS,Indirect
Brazil,76,1993.8,2.56,DHS,Direct
Brazil,76,1994.8,2.54,DHS,Direct
Brazil,76,1978.8,4.24,DHS,Indirect
Brazil,76,1983.8,3.7,DHS,Indirect
Brazil,76,1988.8,3.21,DHS,Indirect
Brazil,76,2010.5,1.6,Census,Direct
Brazil,76,1996.5,2.44, Others,Unknown
Brazil,76,1998.5,2.36, Others,Unknown
Brazil,76,1999.5,2.37, Others,Unknown
Brazil,76,2000.5,2.29, Others,Unknown
Brazil,76,2001.5,2.2, Others,Unknown
Brazil,76,2002.5,2.12, Others,Unknown
Brazil,76,2003.5,2.07, Others,Unknown
Brazil,76,2004.5,2.03, Others,Unknown
Brazil,76,2005.5,1.99, Others,Unknown
Brazil,76,2006.5,1.94, Others,Unknown
Brazil,76,2007.5,1.9, Others,Unknown
Brazil,76,2008.5,1.87, Others,Unknown
Brazil,76,2009.5,1.84, Others,Unknown
Brazil,76,2010.5,1.82, Others,Unknown
Brazil,76,2011.5,1.78, Others,Unknown
Brazil,76,2003.5,2.2, Others,Direct
Brazil,76,2004.5,2.14, Others,Direct
Brazil,76,2005.5,2.09, Others,Direct
Brazil,76,2006.5,2.04, Others,Direct
Brazil,76,2007.5,1.99, Others,Direct
Brazil,76,2008.5,1.95, Others,Direct
Brazil,76,2009.5,1.91, Others,Direct
Brazil,76,2010.5,1.87, Others,Direct
Brazil,76,2011.5,1.83, Others,Direct
Brazil,76,2012.5,1.8, Others,Direct
Brazil,76,2013.5,1.77, Others,Direct
Brazil,76,1977.5,2.65, Others,Direct
Brazil,76,1979.5,2.82, Others,Direct
Brazil,76,1980.5,2.8, Others,Direct
Brazil,76,1982.5,2.84, Others,Direct
Brazil,76,1983.5,2.54, Others,Direct
Brazil,76,1984.5,3.41, Others,Direct
Brazil,76,1985.5,3.27, Others,Direct
Brazil,76,1986.5,3.13, Others,Direct
Brazil,76,1987.5,3, Others,Direct
Brazil,76,1988.5,2.88, Others,Direct
Brazil,76,1989.5,2.77, Others,Direct
Brazil,76,1990.5,2.66, Others,Direct
Brazil,76,1991.5,2.61, Others,Direct
Brazil,76,1992.5,2.53, Others,Direct
Brazil,76,1993.5,2.47, Others,Direct
Brazil,76,1994.5,2.41, Others,Direct
Brazil,76,1995.5,2.36, Others,Direct
Brazil,76,1996.5,2.32, Others,Direct
Brazil,76,1997.5,2.45, Others,Direct
Brazil,76,1998.5,2.43, Others,Direct
Brazil,76,1999.5,2.41, Others,Direct
Brazil,76,2000.5,2.39, Others,Direct
Brazil,76,2001.5,2.34, Others,Direct
Brazil,76,2002.5,2.27, Others,Direct
Brazil,76,1991.5,2.73, Others,Unknown
Brazil,76,1992.5,2.66, Others,Unknown
Brazil,76,1993.5,2.6, Others,Unknown
Brazil,76,1994.5,2.54, Others,Unknown
Brazil,76,1995.5,2.49, Others,Unknown
Brazil,76,1996.5,2.44, Others,Unknown
Brazil,76,1997.5,2.4, Others,Unknown
Brazil,76,1998.5,2.36, Others,Unknown
Brazil,76,1999.5,2.33, Others,Unknown
Brazil,76,2000.5,2.29, Others,Unknown
Brazil,76,2001.5,2.2, Others,Unknown
Brazil,76,2002.5,2.12, Others,Unknown
Brazil,76,2003.5,2.07, Others,Unknown
Brazil,76,2004.5,2.03, Others,Unknown
Brazil,76,2005.5,1.99, Others,Unknown
Brazil,76,2006.5,1.94, Others,Unknown
Brazil,76,2007.5,1.9, Others,Unknown
Brazil,76,2008.5,1.86, Others,Unknown
Brazil,76,2009.5,1.84, Others,Unknown
Brazil,76,2010.5,1.82, Others,Unknown
Brazil,76,2011.5,1.78, Others,Unknown
Belize,84,1989,4.89,RHS,Indirect
Belize,84,1989,4.5,RHS,Direct
Belize,84,1997.2,3.67,Survey,Unknown
Belize,84,2010,2.6,MICS,Direct
Belize,84,1967.5,5.84, Others,Direct
Belize,84,1970.5,6.28, Others,Direct
Belize,84,1974.5,5.64, Others,Direct
Belize,84,1975.5,5.77, Others,Direct
Belize,84,1980.5,5.8, Others,Direct
Belize,84,1981.5,5.77, Others,Direct
Belize,84,1982.5,5.49, Others,Direct
Belize,84,1983.5,5.29, Others,Direct
Belize,84,1984.5,5.09, Others,Direct
Belize,84,1985.5,5, Others,Direct
Belize,84,1986.5,5, Others,Direct
Belize,84,1987.5,4.9, Others,Direct
Belize,84,1988.5,5, Others,Direct
Belize,84,1989.5,5.1, Others,Direct
Belize,84,1990.5,5.5, Others,Direct
Belize,84,1991.5,4.3, Others,Direct
Belize,84,1992.5,4.9, Others,Direct
Belize,84,1993.5,4.1, Others,Direct
Belize,84,1994.5,3.6, Others,Direct
Belize,84,1995.5,4, Others,Direct
Belize,84,1996.5,3, Others,Direct
Belize,84,2003.5,3.4, Others,Unknown
Belize,84,2004.5,3.6, Others,Unknown
Belize,84,2006.5,3, Others,Unknown
Belize,84,2007.5,2.9, Others,Unknown
Belize,84,2008.5,2.8, Others,Unknown
Belize,84,1967.5,6.15,VR,Direct
Belize,84,1989.5,5.09,VR,Direct
Belize,84,1974.5,6.38,VR,Direct
Belize,84,1975.5,6.51,VR,Direct
Belize,84,1981.5,5.58,VR,Direct
Belize,84,1982.5,5.47,VR,Direct
Belize,84,1983.5,5.39,VR,Direct
Belize,84,1984.5,4.97,VR,Direct
Belize,84,1988.5,4.95,VR,Direct
Belize,84,1993.5,4.06,VR,Direct
Belize,84,1996.5,3.88,VR,Direct
Belize,84,1997.5,3.26,VR,Direct
Belize,84,1991.5,4.28,VR,Direct
Belize,84,1992.5,4.9,VR,Direct
Belize,84,1994.5,3.56,VR,Direct
Belize,84,1995.5,3.99,VR,Direct
Belize,84,1998.5,3.2,VR,Direct
Belize,84,2002.5,3.42,VR,Direct
Belize,84,1990.5,5.05,VR,Direct
Belize,84,1998.5,3.67,VR,Direct
Belize,84,2001.5,3.47,VR,Direct
Belize,84,2002.5,3.44,VR,Direct
Solomon Islands,90,1986.4,6.07,Census,Direct
Solomon Islands,90,1999.4,4.45,Census,Direct
Solomon Islands,90,2004.5,4.51,DHS,Direct
Solomon Islands,90,2009.5,3.98,Census,Unknown
Solomon Islands,90,1980.5,6.4, Others,Direct
Brunei Darussalam,96,1971.5,5.96, Others,Direct
Brunei Darussalam,96,1972.5,5.46, Others,Direct
Brunei Darussalam,96,1973.5,5.46, Others,Direct
Brunei Darussalam,96,1974.5,4.99, Others,Direct
Brunei Darussalam,96,1976.5,5.53, Others,Direct
Brunei Darussalam,96,1978.5,4.4, Others,Direct
Brunei Darussalam,96,1980.5,3.94, Others,Direct
Brunei Darussalam,96,1981.5,3.87, Others,Direct
Brunei Darussalam,96,1982.5,3.66, Others,Direct
Brunei Darussalam,96,1983.5,3.54, Others,Direct
Brunei Darussalam,96,1984.5,3.58, Others,Direct
Brunei Darussalam,96,1985.5,3.66, Others,Direct
Brunei Darussalam,96,1986.5,3.5, Others,Direct
Brunei Darussalam,96,1987.5,3.43, Others,Direct
Brunei Darussalam,96,1988.5,3.19, Others,Direct
Brunei Darussalam,96,1989.5,3.13, Others,Direct
Brunei Darussalam,96,1990.5,3.03, Others,Direct
Brunei Darussalam,96,1991.5,2.98, Others,Direct
Brunei Darussalam,96,1992.5,3.05, Others,Direct
Brunei Darussalam,96,1993.5,3, Others,Direct
Brunei Darussalam,96,1994.5,2.92, Others,Direct
Brunei Darussalam,96,1995.5,2.83, Others,Direct
Brunei Darussalam,96,1996.5,2.9, Others,Direct
Brunei Darussalam,96,1997.5,2.7, Others,Direct
Brunei Darussalam,96,1998.5,2.73, Others,Direct
Brunei Darussalam,96,1999.5,2.4, Others,Direct
Brunei Darussalam,96,2000.5,2.36, Others,Direct
Brunei Darussalam,96,2001.5,2.24, Others,Direct
Brunei Darussalam,96,2002.5,2.23, Others,Direct
Brunei Darussalam,96,2003.5,2.1, Others,Direct
Brunei Darussalam,96,2004.5,2.1, Others,Direct
Brunei Darussalam,96,2005.5,2, Others,Direct
Brunei Darussalam,96,2006.5,1.8, Others,Direct
Brunei Darussalam,96,2007.5,1.7, Others,Direct
Brunei Darussalam,96,2008.5,1.7, Others,Direct
Brunei Darussalam,96,1970.5,5.81,VR,Direct
Brunei Darussalam,96,1971.5,5.86,VR,Direct
Brunei Darussalam,96,1972.5,5.31,VR,Direct
Brunei Darussalam,96,1973.5,5.16,VR,Direct
Brunei Darussalam,96,1974.5,4.72,VR,Direct
Brunei Darussalam,96,1976.5,5.06,VR,Direct
Brunei Darussalam,96,1978.5,4.13,VR,Direct
Brunei Darussalam,96,1981.5,3.7,VR,Direct
Brunei Darussalam,96,1982.5,3.54,VR,Direct
Brunei Darussalam,96,1983.5,3.45,VR,Direct
Brunei Darussalam,96,1984.5,3.53,VR,Direct
Brunei Darussalam,96,1985.5,3.59,VR,Direct
Brunei Darussalam,96,1986.5,3.56,VR,Direct
Brunei Darussalam,96,1987.5,3.49,VR,Direct
Brunei Darussalam,96,1988.5,3.23,VR,Direct
Brunei Darussalam,96,1989.5,3.12,VR,Direct
Brunei Darussalam,96,1990.5,2.99,VR,Direct
Brunei Darussalam,96,1991.5,2.97,VR,Direct
Brunei Darussalam,96,1992.5,2.95,VR,Direct
Brunei Darussalam,96,1996.5,2.72,VR,Direct
Brunei Darussalam,96,1997.5,2.57,VR,Direct
Brunei Darussalam,96,1998.5,2.45,VR,Direct
Brunei Darussalam,96,1999.5,2.35,VR,Direct
Brunei Darussalam,96,2000.5,2.3,VR,Direct
Brunei Darussalam,96,2001.5,2.24,VR,Direct
Brunei Darussalam,96,2002.5,2.26,VR,Direct
Brunei Darussalam,96,2006.5,1.91,VR,Direct
Brunei Darussalam,96,2007.5,1.83,VR,Direct
Brunei Darussalam,96,2008.5,1.85,VR,Direct
Bulgaria,100,1950.5,2.94, Others,Direct
Bulgaria,100,1951.5,2.45, Others,Direct
Bulgaria,100,1952.5,2.45, Others,Direct
Bulgaria,100,1953.5,2.42, Others,Direct
Bulgaria,100,1954.5,2.36, Others,Direct
Bulgaria,100,1955.5,2.39, Others,Direct
Bulgaria,100,1956.5,2.36, Others,Direct
Bulgaria,100,1957.5,2.26, Others,Direct
Bulgaria,100,1958.5,2.23, Others,Direct
Bulgaria,100,1959.5,2.23, Others,Direct
Bulgaria,100,1960.5,2.31, Others,Direct
Bulgaria,100,1961.5,2.27, Others,Direct
Bulgaria,100,1962.5,2.22, Others,Direct
Bulgaria,100,1963.5,2.19, Others,Direct
Bulgaria,100,1964.5,2.16, Others,Direct
Bulgaria,100,1965.5,2.08, Others,Direct
Bulgaria,100,1966.5,2.02, Others,Direct
Bulgaria,100,1967.5,2.02, Others,Direct
Bulgaria,100,1968.5,2.27, Others,Direct
Bulgaria,100,1969.5,2.27, Others,Direct
Bulgaria,100,1970.5,2.17, Others,Direct
Bulgaria,100,1971.5,2.1, Others,Direct
Bulgaria,100,1972.5,2.03, Others,Direct
Bulgaria,100,1973.5,2.15, Others,Direct
Bulgaria,100,1974.5,2.29, Others,Direct
Bulgaria,100,1975.5,2.23, Others,Direct
Bulgaria,100,1976.5,2.25, Others,Direct
Bulgaria,100,1977.5,2.2, Others,Direct
Bulgaria,100,1978.5,2.14, Others,Direct
Bulgaria,100,1979.5,2.15, Others,Direct
Bulgaria,100,1980.5,2.05, Others,Direct
Bulgaria,100,1981.5,2.01, Others,Direct
Bulgaria,100,1982.5,2.01, Others,Direct
Bulgaria,100,1983.5,2, Others,Direct
Bulgaria,100,1984.5,1.99, Others,Direct
Bulgaria,100,1985.5,1.95, Others,Direct
Bulgaria,100,1986.5,1.99, Others,Direct
Bulgaria,100,1987.5,1.95, Others,Direct
Bulgaria,100,1988.5,1.97, Others,Direct
Bulgaria,100,1989.5,1.88, Others,Direct
Bulgaria,100,1990.5,1.77, Others,Direct
Bulgaria,100,1991.5,1.63, Others,Direct
Bulgaria,100,1992.5,1.52, Others,Direct
Bulgaria,100,1993.5,1.45, Others,Direct
Bulgaria,100,1994.5,1.37, Others,Direct
Bulgaria,100,1995.5,1.25, Others,Direct
Bulgaria,100,1996.5,1.25, Others,Direct
Bulgaria,100,1997.5,1.12, Others,Direct
Bulgaria,100,1998.5,1.15, Others,Direct
Bulgaria,100,1999.5,1.28, Others,Direct
Bulgaria,100,2000.5,1.32, Others,Direct
Bulgaria,100,2001.5,1.23, Others,Direct
Bulgaria,100,2002.5,1.21, Others,Direct
Bulgaria,100,2003.5,1.23, Others,Direct
Bulgaria,100,2004.5,1.28, Others,Direct
Bulgaria,100,2005.5,1.31, Others,Direct
Bulgaria,100,2006.5,1.37, Others,Direct
Bulgaria,100,2007.5,1.41, Others,Direct
Bulgaria,100,2008.5,1.47, Others,Direct
Bulgaria,100,2009.5,1.56, Others,Direct
Bulgaria,100,1960.5,2.3,VR,Unknown
Bulgaria,100,1961.5,2.28,VR,Unknown
Bulgaria,100,1962.5,2.22,VR,Unknown
Bulgaria,100,1963.5,2.19,VR,Unknown
Bulgaria,100,1964.5,2.16,VR,Unknown
Bulgaria,100,1965.5,2.07,VR,Unknown
Bulgaria,100,1966.5,2.02,VR,Unknown
Bulgaria,100,1967.5,2.02,VR,Unknown
Bulgaria,100,1968.5,2.28,VR,Unknown
Bulgaria,100,1969.5,2.28,VR,Unknown
Bulgaria,100,1970.5,2.18,VR,Unknown
Bulgaria,100,1971.5,2.1,VR,Unknown
Bulgaria,100,1972.5,2.03,VR,Unknown
Bulgaria,100,1973.5,2.15,VR,Unknown
Bulgaria,100,1974.5,2.3,VR,Unknown
Bulgaria,100,1975.5,2.23,VR,Unknown
Bulgaria,100,1976.5,2.25,VR,Unknown
Bulgaria,100,1977.5,2.2,VR,Unknown
Bulgaria,100,1978.5,2.14,VR,Unknown
Bulgaria,100,1979.5,2.15,VR,Unknown
Bulgaria,100,1980.5,2.05,VR,Unknown
Bulgaria,100,1981.5,2.01,VR,Unknown
Bulgaria,100,1982.5,2.01,VR,Unknown
Bulgaria,100,1983.5,2,VR,Unknown
Bulgaria,100,1984.5,1.99,VR,Unknown
Bulgaria,100,1985.5,1.95,VR,Unknown
Bulgaria,100,1986.5,1.99,VR,Unknown
Bulgaria,100,1987.5,1.95,VR,Unknown
Bulgaria,100,1988.5,1.96,VR,Unknown
Bulgaria,100,1989.5,1.89,VR,Unknown
Bulgaria,100,1990.5,1.8,VR,Unknown
Bulgaria,100,1991.5,1.64,VR,Unknown
Bulgaria,100,1992.5,1.53,VR,Unknown
Bulgaria,100,1993.5,1.45,VR,Unknown
Bulgaria,100,1994.5,1.36,VR,Unknown
Bulgaria,100,1995.5,1.23,VR,Unknown
Bulgaria,100,1996.5,1.23,VR,Unknown
Bulgaria,100,1997.5,1.09,VR,Unknown
Bulgaria,100,1998.5,1.11,VR,Unknown
Bulgaria,100,1999.5,1.23,VR,Unknown
Bulgaria,100,2000.5,1.26,VR,Unknown
Bulgaria,100,2001.5,1.2,VR,Unknown
Bulgaria,100,2002.5,1.21,VR,Unknown
Bulgaria,100,2003.5,1.23,VR,Unknown
Bulgaria,100,2004.5,1.28,VR,Unknown
Bulgaria,100,2005.5,1.31,VR,Unknown
Bulgaria,100,2006.5,1.37,VR,Unknown
Bulgaria,100,2007.5,1.48,VR,Unknown
Bulgaria,100,2008.5,1.55,VR,Unknown
Bulgaria,100,2009.5,1.65,VR,Unknown
Bulgaria,100,2010.5,1.57,VR,Unknown
Bulgaria,100,2011.5,1.5,VR,Unknown
Bulgaria,100,2012.5,1.5,VR,Unknown
Bulgaria,100,2000.5,1.27,VR,Unknown
Bulgaria,100,2001.5,1.24,VR,Unknown
Bulgaria,100,2002.5,1.21,VR,Unknown
Bulgaria,100,2003.5,1.23,VR,Unknown
Bulgaria,100,2004.5,1.29,VR,Unknown
Bulgaria,100,2005.5,1.31,VR,Unknown
Bulgaria,100,2006.5,1.38,VR,Unknown
Bulgaria,100,2007.5,1.42,VR,Unknown
Bulgaria,100,2008.5,1.48,VR,Unknown
Bulgaria,100,2009.5,1.57,VR,Unknown
Bulgaria,100,2010.5,1.49,VR,Unknown
Bulgaria,100,2011.5,1.51,VR,Unknown
Bulgaria,100,2012.5,1.5,VR,Unknown
Bulgaria,100,2013.5,1.48,VR,Unknown
Bulgaria,100,1950.5,3.01,VR,Direct
Bulgaria,100,1951.5,2.49,VR,Direct
Bulgaria,100,1952.5,2.48,VR,Direct
Bulgaria,100,1953.5,2.42,VR,Direct
Bulgaria,100,1954.5,2.37,VR,Direct
Bulgaria,100,1955.5,2.39,VR,Direct
Bulgaria,100,1956.5,2.35,VR,Direct
Bulgaria,100,1957.5,2.25,VR,Direct
Bulgaria,100,1958.5,2.23,VR,Direct
Bulgaria,100,1959.5,2.24,VR,Direct
Bulgaria,100,1960.5,2.3,VR,Direct
Bulgaria,100,1961.5,2.28,VR,Direct
Bulgaria,100,1962.5,2.23,VR,Direct
Bulgaria,100,1963.5,2.2,VR,Direct
Bulgaria,100,1964.5,2.17,VR,Direct
Bulgaria,100,1965.5,2.07,VR,Direct
Bulgaria,100,1966.5,2.02,VR,Direct
Bulgaria,100,1967.5,2.02,VR,Direct
Bulgaria,100,1968.5,2.27,VR,Direct
Bulgaria,100,1969.5,2.27,VR,Direct
Bulgaria,100,1970.5,2.18,VR,Direct
Bulgaria,100,1971.5,2.1,VR,Direct
Bulgaria,100,1972.5,2.03,VR,Direct
Bulgaria,100,1973.5,2.15,VR,Direct
Bulgaria,100,1974.5,2.3,VR,Direct
Bulgaria,100,1975.5,2.23,VR,Direct
Bulgaria,100,1976.5,2.24,VR,Direct
Bulgaria,100,1977.5,2.21,VR,Direct
Bulgaria,100,1978.5,2.14,VR,Direct
Bulgaria,100,1979.5,2.15,VR,Direct
Bulgaria,100,1980.5,2.05,VR,Direct
Bulgaria,100,1981.5,2,VR,Direct
Bulgaria,100,1982.5,2,VR,Direct
Bulgaria,100,1983.5,1.99,VR,Direct
Bulgaria,100,1984.5,1.99,VR,Direct
Bulgaria,100,1985.5,1.95,VR,Direct
Bulgaria,100,1986.5,1.98,VR,Direct
Bulgaria,100,1987.5,1.93,VR,Direct
Bulgaria,100,1988.5,1.96,VR,Direct
Bulgaria,100,1989.5,1.88,VR,Direct
Bulgaria,100,1990.5,1.77,VR,Direct
Bulgaria,100,1992.5,1.51,VR,Direct
Bulgaria,100,1993.5,1.44,VR,Direct
Bulgaria,100,1994.5,1.37,VR,Direct
Bulgaria,100,1995.5,1.25,VR,Direct
Bulgaria,100,1997.5,1.12,VR,Direct
Bulgaria,100,2000.5,1.32,VR,Direct
Bulgaria,100,2001.5,1.23,VR,Direct
Bulgaria,100,2002.5,1.22,VR,Direct
Bulgaria,100,2003.5,1.25,VR,Direct
Bulgaria,100,2005.5,1.35,VR,Direct
Bulgaria,100,2006.5,1.43,VR,Direct
Bulgaria,100,2007.5,1.48,VR,Direct
Bulgaria,100,2008.5,1.55,VR,Direct
Bulgaria,100,2009.5,1.65,VR,Direct
Bulgaria,100,2010.5,1.57,VR,Direct
Bulgaria,100,2012.5,1.5,VR,Direct
Bulgaria,100,2013.5,1.48,VR,Direct
Myanmar,104,1958.7,6.25,Census,Unknown
Myanmar,104,1959.7,5.97,Census,Unknown
Myanmar,104,1960.7,6.66,Census,Unknown
Myanmar,104,1961.7,5.38,Census,Unknown
Myanmar,104,1962.7,6.6,Census,Unknown
Myanmar,104,1963.7,5.78,Census,Unknown
Myanmar,104,1964.7,6.19,Census,Unknown
Myanmar,104,1965.7,5.97,Census,Unknown
Myanmar,104,1966.7,6.21,Census,Unknown
Myanmar,104,1967.7,6.31,Census,Unknown
Myanmar,104,1968.7,6.28,Census,Unknown
Myanmar,104,1969.7,5.97,Census,Unknown
Myanmar,104,1970.7,5.62,Census,Unknown
Myanmar,104,1971.7,5.79,Census,Unknown
Myanmar,104,1972.7,4.26,Census,Unknown
Myanmar,104,1982.7,4.73,Census,Direct
Myanmar,104,1968.7,6.47,Census,Unknown
Myanmar,104,1969.7,6.21,Census,Unknown
Myanmar,104,1970.7,7.06,Census,Unknown
Myanmar,104,1971.7,5.36,Census,Unknown
Myanmar,104,1972.7,6.85,Census,Unknown
Myanmar,104,1973.7,5.36,Census,Unknown
Myanmar,104,1974.7,5.91,Census,Unknown
Myanmar,104,1975.7,5.34,Census,Unknown
Myanmar,104,1976.7,5.53,Census,Unknown
Myanmar,104,1977.7,5.46,Census,Unknown
Myanmar,104,1978.7,5.17,Census,Unknown
Myanmar,104,1979.7,5.02,Census,Unknown
Myanmar,104,1980.7,4.74,Census,Unknown
Myanmar,104,1981.7,4.54,Census,Unknown
Myanmar,104,1982.7,3.35,Census,Unknown
Myanmar,104,1988.5,3.52,Survey,Unknown
Myanmar,104,1973.5,5.49,Survey,Unknown
Myanmar,104,1978.5,4.96,Survey,Unknown
Myanmar,104,1983.5,4.49,Survey,Unknown
Myanmar,104,1975.5,4.72,Survey,Unknown
Myanmar,104,1976.5,4.59,Survey,Unknown
Myanmar,104,1978.5,4.28,Survey,Unknown
Myanmar,104,1979.5,4.81,Survey,Unknown
Myanmar,104,1980.5,4.41,Survey,Unknown
Myanmar,104,1981.5,4.34,Survey,Unknown
Myanmar,104,1982.5,4.39,Survey,Unknown
Myanmar,104,1983.5,4.43,Survey,Unknown
Myanmar,104,1984.5,4.34,Survey,Unknown
Myanmar,104,1985.5,3.93,Survey,Unknown
Myanmar,104,1986.5,3.78,Survey,Unknown
Myanmar,104,1987.5,3.67,Survey,Unknown
Myanmar,104,1988.5,2.96,Survey,Unknown
Myanmar,104,1989.5,2.86,Survey,Unknown
Myanmar,104,1994.8,2.9,Survey,Direct
Myanmar,104,1995.8,2.83,Survey,Direct
Myanmar,104,1996.8,2.72,Survey,Direct
Myanmar,104,1999,2.55,Survey,Unknown
Myanmar,104,2000,2.44,Survey,Unknown
Myanmar,104,2001,2.39,Survey,Unknown
Myanmar,104,2007,2.03,Survey,Unknown
Myanmar,104,2005,1.97,Survey,Unknown
Myanmar,104,2006,1.85,Survey,Unknown
Myanmar,104,2007,1.9,Survey,Unknown
Myanmar,104,2013.7,2.29,Census,Unknown
Myanmar,104,1999.7,3.22,Census,Unknown
Myanmar,104,2000.7,3.4,Census,Unknown
Myanmar,104,2001.7,3.24,Census,Unknown
Myanmar,104,2002.7,2.86,Census,Unknown
Myanmar,104,2003.7,3.05,Census,Unknown
Myanmar,104,2004.7,2.8,Census,Unknown
Myanmar,104,2005.7,2.77,Census,Unknown
Myanmar,104,2006.7,2.84,Census,Unknown
Myanmar,104,2007.7,2.73,Census,Unknown
Myanmar,104,2008.7,2.6,Census,Unknown
Myanmar,104,2009.7,2.66,Census,Unknown
Myanmar,104,2010.7,2.54,Census,Unknown
Myanmar,104,2011.7,2.34,Census,Unknown
Myanmar,104,2012.7,2.21,Census,Unknown
Myanmar,104,2013.7,2.09,Census,Unknown
Myanmar,104,2008.5,2.05, Others,Direct
Myanmar,104,2009.5,2.04, Others,Direct
Myanmar,104,2010.5,2.03, Others,Direct
Myanmar,104,2011.5,2.01, Others,Direct
Myanmar,104,2004.5,2.15, Others,Direct
Myanmar,104,2005.5,2.11, Others,Direct
Myanmar,104,2006.5,2.09, Others,Direct
Myanmar,104,2007.5,2.06, Others,Direct
Burundi,108,1964.9,7.09,Survey,Unknown
Burundi,108,1970.5,6.13,Multiround surv,Indirect
Burundi,108,1980,6.38,PES,Direct
Burundi,108,1983,6.43,Survey,Direct
Burundi,108,1985,6.95,DHS,Direct
Burundi,108,1986,6.95,DHS,Direct
Burundi,108,1970,7.73,DHS,Indirect
Burundi,108,1975,7.81,DHS,Indirect
Burundi,108,1980,7.97,DHS,Indirect
Burundi,108,1990.1,6.69,Census,Unknown
Burundi,108,1990.1,6.69,Census,Direct
Burundi,108,1999.8,7.74,MICS,Unknown
Burundi,108,1977,7.2,Survey,Direct
Burundi,108,1980,6.9,Survey,Direct
Burundi,108,1983,7.8,Survey,Direct
Burundi,108,1986,7.3,Survey,Direct
Burundi,108,1989,8.05,Survey,Direct
Burundi,108,1992,6.65,Survey,Direct
Burundi,108,1995,6.85,Survey,Direct
Burundi,108,1998,6,Survey,Direct
Burundi,108,2001,5.6,Survey,Direct
Burundi,108,2005.4,6.71,MICS,Unknown
Burundi,108,2001.4,7.38,MICS,Unknown
Burundi,108,2004.4,6.11,MICS,Unknown
Burundi,108,2008.1,7.26,Census,Unknown
Burundi,108,2008.1,5.95,Census,Unknown
Burundi,108,2009.4,6.39,DHS,Direct
Burundi,108,2003.4,6.72,DHS,Direct
Burundi,108,2008.4,6.51,DHS,Direct
Burundi,108,2009.4,6.39,DHS,Direct
Burundi,108,2012.4,6.1,MIS,Unknown
Belarus,112,1964.5,2.28, Others,Direct
Belarus,112,1965.5,2.24, Others,Direct
Belarus,112,1966.5,2.3, Others,Direct
Belarus,112,1967.5,2.27, Others,Direct
Belarus,112,1968.5,2.29, Others,Direct
Belarus,112,1969.5,2.26, Others,Direct
Belarus,112,1970.5,2.32, Others,Direct
Belarus,112,1971.5,2.34, Others,Direct
Belarus,112,1972.5,2.3, Others,Direct
Belarus,112,1973.5,2.22, Others,Direct
Belarus,112,1974.5,2.21, Others,Direct
Belarus,112,1975.5,2.15, Others,Direct
Belarus,112,1976.5,2.12, Others,Direct
Belarus,112,1977.5,2.1, Others,Direct
Belarus,112,1978.5,2.07, Others,Direct
Belarus,112,1979.5,2.04, Others,Direct
Belarus,112,1980.5,2.02, Others,Direct
Belarus,112,1981.5,2.02, Others,Direct
Belarus,112,1982.5,2.01, Others,Direct
Belarus,112,1983.5,2.17, Others,Direct
Belarus,112,1984.5,2.11, Others,Direct
Belarus,112,1985.5,2.07, Others,Direct
Belarus,112,1986.5,2.17, Others,Direct
Belarus,112,1987.5,2.09, Others,Direct
Belarus,112,1988.5,2.11, Others,Direct
Belarus,112,1989.5,2.02, Others,Direct
Belarus,112,1990.5,1.91, Others,Direct
Belarus,112,1991.5,1.8, Others,Direct
Belarus,112,1992.5,1.76, Others,Direct
Belarus,112,1993.5,1.62, Others,Direct
Belarus,112,1994.5,1.53, Others,Direct
Belarus,112,1995.5,1.4, Others,Direct
Belarus,112,1996.5,1.33, Others,Direct
Belarus,112,1997.5,1.25, Others,Direct
Belarus,112,1998.5,1.29, Others,Direct
Belarus,112,1999.5,1.3, Others,Direct
Belarus,112,2000.5,1.31, Others,Direct
Belarus,112,2001.5,1.28, Others,Direct
Belarus,112,2002.5,1.24, Others,Direct
Belarus,112,2003.5,1.23, Others,Direct
Belarus,112,2004.5,1.23, Others,Direct
Belarus,112,2005.5,1.25, Others,Direct
Belarus,112,2006.5,1.34, Others,Direct
Belarus,112,2007.5,1.44, Others,Direct
Belarus,112,2008.5,1.5, Others,Direct
Belarus,112,2009.5,1.52, Others,Direct
Belarus,112,2010.5,1.51, Others,Direct
Belarus,112,2011.5,1.53, Others,Direct
Belarus,112,2012.5,1.64, Others,Direct
Belarus,112,1959,2.76,VR,Unknown
Belarus,112,1966,2.26,VR,Unknown
Belarus,112,1970,2.33,VR,Unknown
Belarus,112,1976,2.15,VR,Unknown
Belarus,112,1979,2.05,VR,Unknown
Belarus,112,1981,2.01,VR,Unknown
Belarus,112,1983,2.08,VR,Unknown
Belarus,112,1985,2.07,VR,Unknown
Belarus,112,1986,2.08,VR,Unknown
Belarus,112,1987,2.08,VR,Unknown
Belarus,112,1988.5,2.03,VR,Unknown
Belarus,112,1989.5,2.03,VR,Unknown
Belarus,112,1990.5,1.91,VR,Unknown
Belarus,112,1991.5,1.8,VR,Unknown
Belarus,112,1992.5,1.76,VR,Unknown
