Country.or.area,ISO.code,Year,DataValue,DataProcess,Estimating.Methods
India,356,2006.9,2.25,Survey,Indirect
India,356,2007.9,2.38,Survey,Indirect
India,356,2006.9,2.06,Survey,Direct
India,356,2010.7,2.01,Census,Direct
India,356,1970.5,5.29, Others,Indirect
India,356,1971.5,5.21, Others,Indirect
India,356,1972.5,5.13, Others,Indirect
India,356,1973.5,5.05, Others,Indirect
India,356,1974.5,4.97, Others,Indirect
India,356,1975.5,4.9, Others,Indirect
India,356,1976.5,4.83, Others,Indirect
India,356,1977.5,4.76, Others,Indirect
India,356,1978.5,4.69, Others,Indirect
India,356,1979.5,4.63, Others,Indirect
India,356,1980.5,4.56, Others,Indirect
India,356,1981.5,4.5, Others,Indirect
India,356,1982.5,4.44, Others,Indirect
India,356,1983.5,4.37, Others,Indirect
India,356,1984.5,4.3, Others,Indirect
India,356,1985.5,4.22, Others,Indirect
India,356,1986.5,4.13, Others,Indirect
India,356,1987.5,4.04, Others,Indirect
India,356,1988.5,3.95, Others,Indirect
India,356,1989.5,3.86, Others,Indirect
India,356,1990.5,3.77, Others,Indirect
India,356,1991.5,3.69, Others,Indirect
India,356,1992.5,3.61, Others,Indirect
India,356,1993.5,3.54, Others,Indirect
India,356,1994.5,3.47, Others,Indirect
India,356,1995.5,3.41, Others,Indirect
India,356,1996.5,3.35, Others,Indirect
India,356,1997.5,3.29, Others,Indirect
India,356,1998.5,3.24, Others,Indirect
India,356,1999.5,3.19, Others,Indirect
India,356,2000.5,3.13, Others,Indirect
India,356,2001.5,3.08, Others,Indirect
India,356,2002.5,3.01, Others,Indirect
India,356,2003.5,2.95, Others,Indirect
India,356,2004.5,2.88, Others,Indirect
India,356,2005.5,2.81, Others,Indirect
India,356,2006.5,2.74, Others,Indirect
India,356,2007.5,2.67, Others,Indirect
India,356,2008.5,2.6, Others,Indirect
India,356,2009.5,2.53, Others,Indirect
India,356,2010.5,2.47, Others,Indirect
India,356,2011.5,2.41, Others,Indirect
India,356,2012.5,2.36, Others,Indirect
India,356,2013.5,2.31, Others,Indirect
India,356,2008.5,2.6, Others,Direct
India,356,2009.5,2.6, Others,Direct
India,356,2010.5,2.5, Others,Direct
India,356,2011.5,2.4, Others,Direct
India,356,2012.5,2.4, Others,Direct
India,356,1996.5,3.4, Others,Direct
India,356,1980.5,4.4, Others,Direct
India,356,1981.5,4.5, Others,Direct
India,356,1982.5,4.5, Others,Direct
India,356,1983.5,4.5, Others,Direct
India,356,1984.5,4.5, Others,Direct
India,356,1985.5,4.3, Others,Direct
India,356,1986.5,4.2, Others,Direct
India,356,1987.5,4.1, Others,Direct
India,356,1988.5,4, Others,Direct
India,356,1989.5,3.9, Others,Direct
India,356,1990.5,3.8, Others,Direct
India,356,1991.5,3.6, Others,Direct
India,356,1992.5,3.6, Others,Direct
India,356,1993.5,3.5, Others,Direct
India,356,1994.5,3.5, Others,Direct
India,356,1995.5,3.5, Others,Direct
India,356,1997.5,3.32, Others,Direct
India,356,1998.5,3.25, Others,Direct
India,356,1999.5,3.19, Others,Direct
India,356,2000.5,3.19, Others,Direct
India,356,2001.5,3.1, Others,Direct
India,356,2002.5,3.01, Others,Direct
India,356,2003.5,2.96, Others,Direct
India,356,2004.5,2.9, Others,Direct
India,356,2005.5,2.9, Others,Direct
India,356,2006.5,2.79, Others,Direct
India,356,2007.5,2.68, Others,Direct
India,356,1969.5,5.4,SRS,Direct
India,356,1970.5,5.3,SRS,Direct
India,356,1971.5,5.16,SRS,Direct
India,356,1972.5,5.07,SRS,Direct
India,356,1972.5,5.18,SRS,Direct
India,356,1973.5,4.87,SRS,Direct
India,356,1974.5,4.87,SRS,Direct
India,356,1975.5,4.9,SRS,Direct
India,356,1976.5,4.68,SRS,Direct
India,356,1977.5,4.5,SRS,Direct
India,356,1978.5,4.5,SRS,Direct
India,356,1979.5,4.4,SRS,Direct
India,356,1980.5,4.44,SRS,Direct
India,356,1981.5,4.52,SRS,Direct
India,356,1982.5,4.5,SRS,Direct
India,356,1983.5,4.5,SRS,Direct
India,356,1984.5,4.52,SRS,Direct
India,356,1985.5,4.27,SRS,Direct
India,356,1986.5,4.15,SRS,Direct
India,356,1987.5,4.1,SRS,Direct
India,356,1988.5,3.98,SRS,Direct
India,356,1989.5,3.88,SRS,Direct
India,356,1990.5,3.78,SRS,Direct
India,356,1991.5,3.64,SRS,Direct
India,356,1991.5,3.8,SRS,Direct
India,356,1992.5,3.6,SRS,Direct
India,356,1993.5,3.54,SRS,Direct
India,356,1994.5,3.54,SRS,Direct
India,356,1995.5,3.54,SRS,Direct
India,356,1996.5,3.4,SRS,Direct
India,356,1997.5,3.32,SRS,Direct
India,356,1998.5,3.25,SRS,Direct
India,356,1999.5,3.19,SRS,Direct
India,356,2000.5,3.19,SRS,Direct
India,356,2001.5,3.08,SRS,Direct
India,356,2002.5,3.01,SRS,Direct
India,356,2003.5,2.96,SRS,Direct
India,356,2004.5,2.95,SRS,Direct
India,356,2005.5,2.88,SRS,Direct
India,356,2006.5,2.79,SRS,Direct
India,356,2007.5,2.68,SRS,Direct
India,356,2008.5,2.62,SRS,Direct
India,356,2009.5,2.62,SRS,Direct
India,356,2010.5,2.51,SRS,Direct
India,356,2011.5,2.44,SRS,Direct
India,356,2012.5,2.38,SRS,Direct
India,356,2013.5,2.34,SRS,Direct
Indonesia,360,1969.2,5.61,Census,Indirect
Indonesia,360,1969,5.57,Survey,Indirect
Indonesia,360,1969,5.57,WFS,Direct
Indonesia,360,1973.5,4.78,WFS,Direct
Indonesia,360,1977.8,4.68,Census,Indirect
Indonesia,360,1983,4.05,Survey,Indirect
Indonesia,360,1985.3,3.37,DHS,Direct
Indonesia,360,1986.3,3.08,DHS,Direct
Indonesia,360,1970.3,5.99,DHS,Indirect
Indonesia,360,1975.3,5.47,DHS,Indirect
Indonesia,360,1980.3,4.66,DHS,Indirect
Indonesia,360,1987.8,3.31,Census,Indirect
Indonesia,360,1989,3.09,DHS,Direct
Indonesia,360,1990,3.03,DHS,Direct
Indonesia,360,1974,5.43,DHS,Indirect
Indonesia,360,1979,4.89,DHS,Indirect
Indonesia,360,1984,4.19,DHS,Indirect
Indonesia,360,1992.2,2.92,DHS,Direct
Indonesia,360,1993.2,2.85,DHS,Direct
Indonesia,360,1977.2,5.2,DHS,Indirect
Indonesia,360,1982.2,4.72,DHS,Indirect
Indonesia,360,1987.2,3.62,DHS,Indirect
Indonesia,360,1995.3,2.8,DHS,Direct
Indonesia,360,1996.3,2.79,DHS,Direct
Indonesia,360,1980.3,4.92,DHS,Indirect
Indonesia,360,1985.3,4.05,DHS,Indirect
Indonesia,360,1990.3,3.25,DHS,Indirect
Indonesia,360,1998,2.35,Census,Indirect
Indonesia,360,2001.5,2.35,DHS,Direct
Indonesia,360,1995.5,2.88,DHS,Direct
Indonesia,360,2000.5,2.57,DHS,Direct
Indonesia,360,2001.5,2.57,DHS,Direct
Indonesia,360,2006.3,2.33,DHS,Direct
Indonesia,360,2000.3,2.76,DHS,Direct
Indonesia,360,2005.3,2.58,DHS,Direct
Indonesia,360,2006.3,2.59,DHS,Direct
Indonesia,360,2010,2.54,DHS-NS,Direct
Indonesia,360,2011,2.6,DHS-NS,Direct
Indonesia,360,1995,3.06,DHS-NS,Indirect
Indonesia,360,2000,2.83,DHS-NS,Indirect
Indonesia,360,2005,2.66,DHS-NS,Indirect
Indonesia,360,1998,2.28,HH survey,Indirect
Indonesia,360,2000.5,2.29, Others,Direct
Indonesia,360,2001.5,2.28, Others,Direct
Indonesia,360,2012.5,2.6, Others,Direct
Indonesia,360,2002.5,2.3, Others,Direct
Indonesia,360,2003.5,2.3, Others,Direct
Indonesia,360,2004.5,2.3, Others,Direct
Indonesia,360,2005.5,2.2, Others,Direct
Indonesia,360,2006.5,2.2, Others,Direct
Indonesia,360,2007.5,2.6, Others,Direct
Indonesia,360,2010.5,2.41, Others,Direct
Indonesia,360,1964.5,3.98, Others,Direct
Indonesia,360,1978.5,4.68, Others,Direct
Indonesia,360,1979.5,4.55, Others,Direct
Indonesia,360,1980.5,4.42, Others,Direct
Indonesia,360,1981.5,4.29, Others,Direct
Indonesia,360,1982.5,4.17, Others,Direct
Indonesia,360,1983.5,4.06, Others,Direct
Indonesia,360,1984.5,3.93, Others,Direct
Indonesia,360,1985.5,3.82, Others,Direct
Indonesia,360,1986.5,3.7, Others,Direct
Indonesia,360,1987.5,3.59, Others,Direct
Indonesia,360,1988.5,3.48, Others,Direct
Indonesia,360,1989.5,3.38, Others,Direct
Indonesia,360,1990.5,3.08, Others,Direct
Indonesia,360,1991.5,3.07, Others,Direct
Indonesia,360,1992.5,2.94, Others,Direct
Indonesia,360,1993.5,2.87, Others,Direct
Iran (Islamic Republic of),364,1966.3,7.71,Census,Direct
Iran (Islamic Republic of),364,1973,6.63,Multiround surv,Direct
Iran (Islamic Republic of),364,1974,6.34,Multiround surv,Direct
Iran (Islamic Republic of),364,1975,6.36,Multiround surv,Direct
Iran (Islamic Republic of),364,1974,6.26,Multiround surv,Direct
Iran (Islamic Republic of),364,1976.3,6.47,Census,Direct
Iran (Islamic Republic of),364,1972.5,5.87,Census,Indirect
Iran (Islamic Republic of),364,1972.5,5.87,Census,Indirect
Iran (Islamic Republic of),364,1972.5,5.87,Census,Indirect
Iran (Islamic Republic of),364,1973.5,5.88,Census,Indirect
Iran (Islamic Republic of),364,1973.5,5.88,Census,Indirect
Iran (Islamic Republic of),364,1973.5,5.88,Census,Indirect
Iran (Islamic Republic of),364,1974.5,6.05,Census,Indirect
Iran (Islamic Republic of),364,1974.5,6.05,Census,Indirect
Iran (Islamic Republic of),364,1974.5,6.05,Census,Indirect
Iran (Islamic Republic of),364,1975.5,5.1,Census,Indirect
Iran (Islamic Republic of),364,1975.5,5.6,Census,Indirect
Iran (Islamic Republic of),364,1975.5,5.61,Census,Indirect
Iran (Islamic Republic of),364,1976.5,6.09,Census,Indirect
Iran (Islamic Republic of),364,1976.5,6.09,Census,Indirect
Iran (Islamic Republic of),364,1976.5,6.09,Census,Indirect
Iran (Islamic Republic of),364,1977.5,6.02,Census,Indirect
Iran (Islamic Republic of),364,1977.5,6.06,Census,Indirect
Iran (Islamic Republic of),364,1977.5,6.06,Census,Indirect
Iran (Islamic Republic of),364,1978.5,6.18,Census,Indirect
Iran (Islamic Republic of),364,1978.5,6.18,Census,Indirect
Iran (Islamic Republic of),364,1978.5,6.19,Census,Indirect
Iran (Islamic Republic of),364,1979.5,6.55,Census,Indirect
Iran (Islamic Republic of),364,1979.5,6.55,Census,Indirect
Iran (Islamic Republic of),364,1979.5,6.56,Census,Indirect
Iran (Islamic Republic of),364,1980.5,6.96,Census,Indirect
Iran (Islamic Republic of),364,1980.5,6.96,Census,Indirect
Iran (Islamic Republic of),364,1980.5,6.97,Census,Indirect
Iran (Islamic Republic of),364,1981.5,6.8,Census,Indirect
Iran (Islamic Republic of),364,1981.5,6.8,Census,Indirect
Iran (Islamic Republic of),364,1981.5,6.8,Census,Indirect
Iran (Islamic Republic of),364,1982.5,6.1,Census,Indirect
Iran (Islamic Republic of),364,1982.5,6.74,Census,Indirect
Iran (Islamic Republic of),364,1982.5,6.75,Census,Indirect
Iran (Islamic Republic of),364,1983.5,6.64,Census,Indirect
Iran (Islamic Republic of),364,1983.5,6.78,Census,Indirect
Iran (Islamic Republic of),364,1983.5,6.78,Census,Indirect
Iran (Islamic Republic of),364,1984.5,6.88,Census,Indirect
Iran (Islamic Republic of),364,1984.5,6.96,Census,Indirect
Iran (Islamic Republic of),364,1984.5,6.96,Census,Indirect
Iran (Islamic Republic of),364,1985.5,6.3,Census,Indirect
Iran (Islamic Republic of),364,1985.5,6.3,Census,Indirect
Iran (Islamic Republic of),364,1985.5,6.3,Census,Indirect
Iran (Islamic Republic of),364,1986.5,6.13,Census,Indirect
Iran (Islamic Republic of),364,1986.5,6.24,Census,Indirect
Iran (Islamic Republic of),364,1986.5,6.24,Census,Indirect
Iran (Islamic Republic of),364,1986.2,6.95,Census,Direct
Iran (Islamic Republic of),364,1989,5.22,Survey,Direct
Iran (Islamic Republic of),364,1991.4,4.91,Census,Direct
Iran (Islamic Republic of),364,1993,5.2,Survey,Direct
Iran (Islamic Republic of),364,1982.5,5.97,Census,Indirect
Iran (Islamic Republic of),364,1982.5,6.1,Census,Indirect
Iran (Islamic Republic of),364,1983.5,6.14,Census,Indirect
Iran (Islamic Republic of),364,1983.5,6.29,Census,Indirect
Iran (Islamic Republic of),364,1984.5,6.39,Census,Indirect
Iran (Islamic Republic of),364,1984.5,6.55,Census,Indirect
Iran (Islamic Republic of),364,1985.5,6.19,Census,Indirect
Iran (Islamic Republic of),364,1985.5,6.35,Census,Indirect
Iran (Islamic Republic of),364,1986.5,6.06,Census,Indirect
Iran (Islamic Republic of),364,1986.5,6.23,Census,Indirect
Iran (Islamic Republic of),364,1987.5,5.6,Census,Indirect
Iran (Islamic Republic of),364,1987.5,5.76,Census,Indirect
Iran (Islamic Republic of),364,1988.5,5.32,Census,Indirect
Iran (Islamic Republic of),364,1988.5,5.49,Census,Indirect
Iran (Islamic Republic of),364,1989.5,5.11,Census,Indirect
Iran (Islamic Republic of),364,1989.5,5.27,Census,Indirect
Iran (Islamic Republic of),364,1990.5,4.76,Census,Indirect
Iran (Islamic Republic of),364,1990.5,5.33,Census,Indirect
Iran (Islamic Republic of),364,1991.5,4.45,Census,Indirect
Iran (Islamic Republic of),364,1991.5,4.91,Census,Indirect
Iran (Islamic Republic of),364,1992.5,4.3,Census,Indirect
Iran (Islamic Republic of),364,1992.5,4.33,Census,Indirect
Iran (Islamic Republic of),364,1993.5,3.81,Census,Indirect
Iran (Islamic Republic of),364,1993.5,3.83,Census,Indirect
Iran (Islamic Republic of),364,1994.5,3.24,Census,Indirect
Iran (Islamic Republic of),364,1994.5,3.39,Census,Indirect
Iran (Islamic Republic of),364,1995.5,2.87,Census,Indirect
Iran (Islamic Republic of),364,1995.5,3,Census,Indirect
Iran (Islamic Republic of),364,1996.5,2.52,Census,Indirect
Iran (Islamic Republic of),364,1996.5,2.66,Census,Indirect
Iran (Islamic Republic of),364,1982.5,7.24,Census,Indirect
Iran (Islamic Republic of),364,1983.5,6.29,Census,Indirect
Iran (Islamic Republic of),364,1984.5,6.55,Census,Indirect
Iran (Islamic Republic of),364,1985.5,6.35,Census,Indirect
Iran (Islamic Republic of),364,1986.5,6.23,Census,Indirect
Iran (Islamic Republic of),364,1987.5,5.76,Census,Indirect
Iran (Islamic Republic of),364,1988.5,5.49,Census,Indirect
Iran (Islamic Republic of),364,1989.5,5.27,Census,Indirect
Iran (Islamic Republic of),364,1990.5,5.33,Census,Indirect
Iran (Islamic Republic of),364,1991.5,4.91,Census,Indirect
Iran (Islamic Republic of),364,1992.5,4.33,Census,Indirect
Iran (Islamic Republic of),364,1993.5,3.83,Census,Indirect
Iran (Islamic Republic of),364,1994.5,3.39,Census,Indirect
Iran (Islamic Republic of),364,1995.5,2.87,Census,Indirect
Iran (Islamic Republic of),364,1996.5,2.52,Census,Indirect
Iran (Islamic Republic of),364,1996.3,2.95,Census,Direct
Iran (Islamic Republic of),364,1994,2.88,Multiround surv,Direct
Iran (Islamic Republic of),364,1974,6.48,Multiround surv,Direct
Iran (Islamic Republic of),364,1979,6.76,Multiround surv,Direct
Iran (Islamic Republic of),364,1984,6.37,Multiround surv,Direct
Iran (Islamic Republic of),364,1986.5,6.53,Multiround surv,Direct
Iran (Islamic Republic of),364,1987.5,6.14,Multiround surv,Direct
Iran (Islamic Republic of),364,1988.5,5.84,Multiround surv,Direct
Iran (Islamic Republic of),364,1989,4.82,Multiround surv,Direct
Iran (Islamic Republic of),364,1989.5,5.79,Multiround surv,Direct
Iran (Islamic Republic of),364,1990.5,5.52,Multiround surv,Direct
Iran (Islamic Republic of),364,1991.5,5.09,Multiround surv,Direct
Iran (Islamic Republic of),364,1992.5,4.51,Multiround surv,Direct
Iran (Islamic Republic of),364,1993.5,4.06,Multiround surv,Direct
Iran (Islamic Republic of),364,1994.5,3.64,Multiround surv,Direct
Iran (Islamic Republic of),364,1995.5,3.19,Multiround surv,Direct
Iran (Islamic Republic of),364,1996.5,2.78,Multiround surv,Direct
Iran (Islamic Republic of),364,1996.5,3.43,PES,Direct
Iran (Islamic Republic of),364,1999.1,2.05,Survey,Direct
Iran (Islamic Republic of),364,2002,1.87,Multiround surv,Direct
Iran (Islamic Republic of),364,1992.5,3.91,Census,Indirect
Iran (Islamic Republic of),364,1993.5,3.56,Census,Indirect
Iran (Islamic Republic of),364,1994.5,3.23,Census,Indirect
Iran (Islamic Republic of),364,1995.5,2.79,Census,Indirect
Iran (Islamic Republic of),364,1996.5,2.79,Census,Indirect
Iran (Islamic Republic of),364,1997.5,2.42,Census,Indirect
Iran (Islamic Republic of),364,1998.5,2.29,Census,Indirect
Iran (Islamic Republic of),364,1999.5,2.24,Census,Indirect
Iran (Islamic Republic of),364,2000.5,2.08,Census,Indirect
Iran (Islamic Republic of),364,2001.5,2.09,Census,Indirect
Iran (Islamic Republic of),364,2002.5,2,Census,Indirect
Iran (Islamic Republic of),364,2003.5,1.94,Census,Indirect
Iran (Islamic Republic of),364,2004.5,1.89,Census,Indirect
Iran (Islamic Republic of),364,2005.5,1.84,Census,Indirect
Iran (Islamic Republic of),364,2006.5,1.89,Census,Indirect
Iran (Islamic Republic of),364,1996.3,2.48,Survey,Indirect
Iran (Islamic Republic of),364,1997.3,2.4,Survey,Indirect
Iran (Islamic Republic of),364,1998.3,2.3,Survey,Indirect
Iran (Islamic Republic of),364,1999.3,2.15,Survey,Indirect
Iran (Islamic Republic of),364,2000.3,2.12,Survey,Indirect
Iran (Islamic Republic of),364,2001.3,1.98,Survey,Indirect
Iran (Islamic Republic of),364,2002.3,1.97,Survey,Indirect
Iran (Islamic Republic of),364,2003.3,1.94,Survey,Indirect
Iran (Islamic Republic of),364,2004.3,1.92,Survey,Indirect
Iran (Islamic Republic of),364,2005.3,1.82,Survey,Indirect
Iran (Islamic Republic of),364,2006.3,1.91,Survey,Indirect
Iran (Islamic Republic of),364,2007.3,1.92,Survey,Indirect
Iran (Islamic Republic of),364,2008.3,1.89,Survey,Indirect
Iran (Islamic Republic of),364,2009.3,1.87,Survey,Indirect
Iran (Islamic Republic of),364,2010.3,1.77,Survey,Indirect
Iran (Islamic Republic of),364,2011.5,1.51,Census,Direct
Iran (Islamic Republic of),364,1997.3,2.24,Census,Indirect
Iran (Islamic Republic of),364,1998.3,2.15,Census,Indirect
Iran (Islamic Republic of),364,1999.3,2.1,Census,Indirect
Iran (Islamic Republic of),364,2000.3,1.98,Census,Indirect
Iran (Islamic Republic of),364,2001.3,2.01,Census,Indirect
Iran (Islamic Republic of),364,2002.3,1.84,Census,Indirect
Iran (Islamic Republic of),364,2003.3,1.82,Census,Indirect
Iran (Islamic Republic of),364,2004.3,1.76,Census,Indirect
Iran (Islamic Republic of),364,2005.3,1.81,Census,Indirect
Iran (Islamic Republic of),364,2006.3,1.84,Census,Indirect
Iran (Islamic Republic of),364,2007.3,1.79,Census,Indirect
Iran (Islamic Republic of),364,2008.3,1.79,Census,Indirect
Iran (Islamic Republic of),364,2009.3,1.83,Census,Indirect
Iran (Islamic Republic of),364,2010.3,1.75,Census,Indirect
Iran (Islamic Republic of),364,2011.3,1.69,Census,Indirect
Iran (Islamic Republic of),364,1997.3,2.41,Census,Indirect
Iran (Islamic Republic of),364,1998.3,2.28,Census,Indirect
Iran (Islamic Republic of),364,1999.3,2.22,Census,Indirect
Iran (Islamic Republic of),364,2000.3,2.06,Census,Indirect
Iran (Islamic Republic of),364,2001.3,2.14,Census,Indirect
Iran (Islamic Republic of),364,2002.3,1.91,Census,Indirect
Iran (Islamic Republic of),364,2003.3,1.86,Census,Indirect
Iran (Islamic Republic of),364,2004.3,1.85,Census,Indirect
Iran (Islamic Republic of),364,2005.3,1.9,Census,Indirect
Iran (Islamic Republic of),364,2006.3,1.92,Census,Indirect
Iran (Islamic Republic of),364,2007.3,1.89,Census,Indirect
Iran (Islamic Republic of),364,2008.3,1.91,Census,Indirect
Iran (Islamic Republic of),364,2009.3,2.02,Census,Indirect
Iran (Islamic Republic of),364,2010.3,1.94,Census,Indirect
Iran (Islamic Republic of),364,2011.3,1.86,Census,Indirect
Iran (Islamic Republic of),364,2006.5,1.9, Others,Direct
Iran (Islamic Republic of),364,2011.5,1.79, Others,Direct
Iran (Islamic Republic of),364,1956.5,8.5, Others,Direct
Iran (Islamic Republic of),364,1966.5,8.5, Others,Direct
Iran (Islamic Republic of),364,1996.5,3, Others,Direct
Iran (Islamic Republic of),364,1976.5,5.5, Others,Direct
Iran (Islamic Republic of),364,1986.5,6.4, Others,Direct
Iran (Islamic Republic of),364,1992.5,4.5, Others,Direct
Iran (Islamic Republic of),364,1993.5,4.2, Others,Direct
Iran (Islamic Republic of),364,1994.5,2.94, Others,Direct
Iran (Islamic Republic of),364,1991.5,4.9, Others,Direct
Iran (Islamic Republic of),364,2001.5,2.5, Others,Direct
Iran (Islamic Republic of),364,1991.5,3.6,VR,Direct
Iran (Islamic Republic of),364,1994.5,3.02,VR,Direct
Iran (Islamic Republic of),364,2011.5,1.7,VR,Direct
Iran (Islamic Republic of),364,2012.5,1.73,VR,Direct
Iran (Islamic Republic of),364,2013.5,1.8,VR,Direct
Iran (Islamic Republic of),364,1991.5,3.81,VR,Direct
Iran (Islamic Republic of),364,1994.5,2.94,VR,Direct
Iraq,368,1950.3,7.96,Census,Indirect
Iraq,368,1951.3,7.55,Census,Indirect
Iraq,368,1952.3,7.63,Census,Indirect
Iraq,368,1953.3,8.03,Census,Indirect
Iraq,368,1954.3,7.97,Census,Indirect
Iraq,368,1955.3,8.24,Census,Indirect
Iraq,368,1956.3,6.52,Census,Indirect
Iraq,368,1957.3,5.51,Census,Indirect
Iraq,368,1951.3,6.62,Census,Indirect
Iraq,368,1952.3,6.83,Census,Indirect
Iraq,368,1953.3,8.14,Census,Indirect
Iraq,368,1954.3,6.7,Census,Indirect
Iraq,368,1955.3,9.5,Census,Indirect
Iraq,368,1956.3,6.29,Census,Indirect
Iraq,368,1957.3,7.99,Census,Indirect
Iraq,368,1958.3,7.03,Census,Indirect
Iraq,368,1959.3,8,Census,Indirect
Iraq,368,1960.3,8.97,Census,Indirect
Iraq,368,1961.3,8.02,Census,Indirect
Iraq,368,1962.3,8.87,Census,Indirect
Iraq,368,1963.3,8.91,Census,Indirect
Iraq,368,1964.3,7.26,Census,Indirect
Iraq,368,1965.3,6.21,Census,Indirect
Iraq,368,1965.5,7.18,Census,Indirect
Iraq,368,1974.5,7.3,Survey,Indirect
Iraq,368,1974.5,7.13,Survey,Direct
Iraq,368,1963.3,7.05,Census,Indirect
Iraq,368,1964.3,7.62,Census,Indirect
Iraq,368,1965.3,8.11,Census,Indirect
Iraq,368,1966.3,8.42,Census,Indirect
Iraq,368,1967.3,8.64,Census,Indirect
Iraq,368,1968.3,8.78,Census,Indirect
Iraq,368,1969.3,8.82,Census,Indirect
Iraq,368,1970.3,8.84,Census,Indirect
Iraq,368,1971.3,8.84,Census,Indirect
Iraq,368,1972.3,8.8,Census,Indirect
Iraq,368,1973.3,8.43,Census,Indirect
Iraq,368,1974.3,8.19,Census,Indirect
Iraq,368,1975.3,7.93,Census,Indirect
Iraq,368,1976.3,7.64,Census,Indirect
Iraq,368,1977.3,8.03,Census,Indirect
Iraq,368,1987.3,6.99,Census,Indirect
Iraq,368,1973.3,8.04,Census,Indirect
Iraq,368,1974.3,7.91,Census,Indirect
Iraq,368,1975.3,7.81,Census,Indirect
Iraq,368,1976.3,7.76,Census,Indirect
Iraq,368,1977.3,7.76,Census,Indirect
Iraq,368,1978.3,7.72,Census,Indirect
Iraq,368,1979.3,7.64,Census,Indirect
Iraq,368,1980.3,7.57,Census,Indirect
Iraq,368,1981.3,7.51,Census,Indirect
Iraq,368,1982.3,7.46,Census,Indirect
Iraq,368,1983.3,7.38,Census,Indirect
Iraq,368,1984.3,7.25,Census,Indirect
Iraq,368,1985.3,7.14,Census,Indirect
Iraq,368,1986.3,7.04,Census,Indirect
Iraq,368,1987.3,6.74,Census,Indirect
Iraq,368,1988.8,4.33,PAPFAM,Indirect
Iraq,368,1988.8,5.22,PAPFAM,Direct
Iraq,368,1997.3,5.69,Census,Indirect
Iraq,368,1983.3,6.57,Census,Indirect
Iraq,368,1984.3,6.43,Census,Indirect
Iraq,368,1985.3,6.24,Census,Indirect
Iraq,368,1986.3,6.17,Census,Indirect
Iraq,368,1987.3,5.82,Census,Indirect
Iraq,368,1988.3,5.76,Census,Indirect
Iraq,368,1989.3,6.13,Census,Indirect
Iraq,368,1990.3,6.37,Census,Indirect
Iraq,368,1991.3,6.03,Census,Indirect
Iraq,368,1992.3,5.44,Census,Indirect
Iraq,368,1993.3,5.75,Census,Indirect
Iraq,368,1994.3,5.57,Census,Indirect
Iraq,368,1995.3,5.26,Census,Indirect
Iraq,368,1996.3,4.88,Census,Indirect
Iraq,368,1997.3,5.39,Census,Indirect
Iraq,368,1997.3,4.7,Census,Direct
Iraq,368,1997.3,4.72,Survey,Indirect
Iraq,368,1997.3,6.15,Survey,Indirect
Iraq,368,2000.2,4.74,MICS,Direct
Iraq,368,1986.2,7.42,MICS,Indirect
Iraq,368,1987.2,6.97,MICS,Indirect
Iraq,368,1988.2,6.88,MICS,Indirect
Iraq,368,1989.2,6.96,MICS,Indirect
Iraq,368,1990.2,7.8,MICS,Indirect
Iraq,368,1991.2,6.94,MICS,Indirect
Iraq,368,1992.2,6.41,MICS,Indirect
Iraq,368,1993.2,6.37,MICS,Indirect
Iraq,368,1994.2,6.11,MICS,Indirect
Iraq,368,1995.2,5.67,MICS,Indirect
Iraq,368,1996.2,4.94,MICS,Indirect
Iraq,368,1997.2,5.74,MICS,Indirect
Iraq,368,1998.2,4.66,MICS,Indirect
Iraq,368,1999.2,4.87,MICS,Indirect
Iraq,368,2000.2,4.83,MICS,Indirect
Iraq,368,2004.8,4.2,MICS,Indirect
Iraq,368,2004.8,4.32,MICS,Direct
Iraq,368,1991.8,5.9,MICS,Indirect
Iraq,368,1992.8,5.93,MICS,Indirect
Iraq,368,1993.8,5.6,MICS,Indirect
Iraq,368,1994.8,5.6,MICS,Indirect
Iraq,368,1995.8,5.31,MICS,Indirect
Iraq,368,1996.8,5.35,MICS,Indirect
Iraq,368,1997.8,5.26,MICS,Indirect
Iraq,368,1998.8,5.09,MICS,Indirect
Iraq,368,1999.8,5.13,MICS,Indirect
Iraq,368,2000.8,5.51,MICS,Indirect
Iraq,368,2001.8,4.46,MICS,Indirect
Iraq,368,2002.8,4.47,MICS,Indirect
Iraq,368,2003.8,4.44,MICS,Indirect
Iraq,368,2004.8,4.63,MICS,Indirect
Iraq,368,2005.8,4.23,MICS,Indirect
Iraq,368,2006.1,6.2,Survey,Indirect
Iraq,368,1997.7,5.35,MICS,Direct
Iraq,368,2000.7,5.3,MICS,Direct
Iraq,368,2003.7,4.87,MICS,Direct
Iraq,368,2006.7,4.59,MICS,Direct
Iraq,368,2009.7,4.51,MICS,Direct
Iraq,368,1996.7,5.91,MICS,Indirect
Iraq,368,1997.7,5.62,MICS,Indirect
Iraq,368,1998.7,5.23,MICS,Indirect
Iraq,368,1999.7,5.44,MICS,Indirect
Iraq,368,2000.7,5.3,MICS,Indirect
Iraq,368,2001.7,5.16,MICS,Indirect
Iraq,368,2002.7,4.78,MICS,Indirect
Iraq,368,2003.7,4.72,MICS,Indirect
Iraq,368,2004.7,5,MICS,Indirect
Iraq,368,2005.7,4.8,MICS,Indirect
Iraq,368,2006.7,4.29,MICS,Indirect
Iraq,368,2007.7,4.41,MICS,Indirect
Iraq,368,2008.7,4.41,MICS,Indirect
