"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"	"last.observed"
96	"Pakistan"	586	6.6	6.6	6.6	6.6	6.6	6.6	6.444	6.2967	5.6691	4.9945	4.003	3.6506	3.2329	2.9229	2.6861	2.4983	2.3444	2.2183	2.1166	2.0285	1.9624	1.9144	1.8783	1.858	1.8424	1.8371	1.8341	1.835	1.8371	1.8428	2008
97	"Sri Lanka"	144	5.8	5.8	5.2	4.7	4	3.6064	3.1894	2.644	2.3839	2.2431	2.262	2.3134	2.3501	2.2615	2.1877	2.1214	2.0664	2.0217	1.9853	1.9558	1.9353	1.9213	1.9101	1.9017	1.8978	1.8947	1.8944	1.8946	1.8963	1.8969	2013
98	"South-Eastern Asia"	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
99	"Brunei Darussalam"	96	6.999	6.3754	6.5546	5.5933	5.8721	4.7061	3.9232	3.7191	3.2774	2.5992	2.2803	2.11	1.9976	1.905	1.8347	1.7791	1.7404	1.7149	1.7021	1.697	1.7038	1.7108	1.7226	1.739	1.7537	1.7699	1.7831	1.7969	1.8089	1.8194	2008
100	"Cambodia"	116	6.947	6.947	6.947	6.7034	6.16	5.2937	6.1738	5.9896	5.1276	4.138	3.4559	3.0813	2.8833	2.7166	2.5758	2.4587	2.3528	2.2613	2.1828	2.1157	2.0557	2.0076	1.9667	1.9353	1.9118	1.8927	1.8778	1.8691	1.8636	1.8596	2008
101	"Indonesia"	360	5.486	5.672	5.62	5.568	5.3	4.73	4.109	3.4	2.9	2.55	2.475	2.4	2.268	2.159	2.0743	2.0064	1.9535	1.914	1.8862	1.8672	1.8579	1.8519	1.8495	1.8506	1.8543	1.8563	1.8617	1.8673	1.8721	1.8775	2008
102	"Lao People's Dem. Republic"	418	5.9432	5.9552	5.9673	5.9794	5.9915	6.1535	6.3601	6.2668	5.8833	4.8064	3.7037	3.5174	3.2284	2.9488	2.6686	2.4533	2.2851	2.1463	2.0344	1.9468	1.8823	1.8374	1.8093	1.7953	1.7911	1.7945	1.8017	1.8101	1.8203	1.831	2008
103	"Malaysia"	458	6.2302	6.2302	6.0302	5.2101	4.5614	3.9275	3.727	3.5913	3.42	3.175	2.4545	2.0713	1.9777	1.9042	1.849	1.8073	1.7815	1.7632	1.755	1.7527	1.7536	1.7599	1.7683	1.7775	1.7873	1.7988	1.8092	1.8192	1.829	1.8374	2008
104	"Myanmar"	104	6	6	6.1	6.1	5.738	5.214	4.727	3.8	3.1	2.65	2.2492	2.069	1.9421	1.8398	1.7621	1.7098	1.6783	1.6628	1.6627	1.6705	1.6868	1.7051	1.7246	1.745	1.7625	1.7815	1.795	1.8098	1.8228	1.8331	2008
105	"Philippines"	608	7.4201	7.2692	6.9807	6.5392	5.9769	5.4623	4.9215	4.5271	4.1385	3.9	3.7	3.27	3.0772	2.9089	2.7647	2.6359	2.5217	2.4156	2.3222	2.2383	2.1641	2.1026	2.0462	2.0024	1.9661	1.9375	1.9189	1.9019	1.8909	1.8838	2008
106	"Singapore"	702	6.61	6.335	5.12	3.645	2.815	1.84	1.694	1.6973	1.7307	1.5705	1.348	1.2571	1.2778	1.2955	1.3105	1.3233	1.3351	1.3448	1.3545	1.3634	1.3716	1.3794	1.3857	1.3921	1.3984	1.4044	1.4092	1.4135	1.42	1.4229	2008
107	"Thailand"	764	6.1378	6.1378	6.1297	5.985	5.052	3.915	2.945	2.3	1.9921	1.7668	1.6026	1.4888	1.3869	1.3127	1.303	1.3458	1.4031	1.4648	1.5198	1.5723	1.6168	1.6554	1.689	1.7193	1.7438	1.7651	1.7822	1.7987	1.8115	1.8228	2008
108	"Timor-Leste"	626	6.441	6.353	6.371	6.156	5.535	4.305	5.39	5.209	5.685	7.005	6.955	6.53	5.9995	5.4673	4.9643	4.4981	4.0834	3.7279	3.4245	3.1713	2.9541	2.7669	2.6134	2.476	2.3647	2.271	2.1942	2.1327	2.0821	2.0438	2008
109	"Viet Nam"	704	5.3986	6.1636	6.4182	6.4649	6.3285	5.4993	4.6002	3.8497	3.2272	2.1843	1.9312	1.886	1.7499	1.6656	1.6108	1.5967	1.605	1.6201	1.6435	1.6669	1.6917	1.7155	1.7376	1.7573	1.7769	1.7925	1.8065	1.82	1.8321	1.8434	2013
110	"Western Asia"	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
111	"Armenia"	51	4.494	4.494	4.453	3.447	3.037	2.503	2.376	2.575	2.38	1.75	1.721	1.735	1.7615	1.7839	1.8044	1.8223	1.8364	1.8484	1.8597	1.8683	1.8767	1.8837	1.8895	1.895	1.8993	1.903	1.907	1.9091	1.9131	1.9153	2008
112	"Azerbaijan"	31	5.493	5.41	5.637	4.935	4.289	3.624	3.036	2.95	2.9	2.2	2	2	1.93	1.8754	1.8348	1.802	1.7782	1.7635	1.7532	1.7485	1.7501	1.7538	1.7614	1.7692	1.7769	1.7872	1.7971	1.8066	1.8148	1.8233	2008
113	"Bahrain"	48	6.97	6.97	7.175	6.97	5.945	5.228	4.633	4.08	3.4014	2.8711	2.6747	2.2341	2.0857	1.9603	1.8565	1.777	1.7177	1.6769	1.6562	1.6482	1.6549	1.6694	1.6862	1.7077	1.7252	1.7455	1.7636	1.7804	1.7969	1.8106	2008
114	"Cyprus"	196	3.705	3.498	3.436	2.795	2.49	2.287	2.449	2.428	2.3293	1.8891	1.591	1.5068	1.4833	1.5105	1.5455	1.5779	1.6108	1.6421	1.6693	1.6965	1.7198	1.7415	1.7597	1.7766	1.7915	1.8057	1.8177	1.8284	1.8374	1.8465	2008
115	"Georgia"	268	3	2.909	2.979	2.611	2.601	2.39	2.269	2.263	2.05	1.72	1.58	1.8	1.806	1.8133	1.8182	1.8246	1.8302	1.8342	1.8379	1.8426	1.8469	1.8507	1.8565	1.8614	1.8662	1.8697	1.8755	1.8798	1.8833	1.8882	2008
116	"Iraq"	368	7.3	6.202	6.598	7.4	7.15	6.8	6.35	6.0895	5.6457	5.1882	4.7538	4.3785	4.0809	3.8158	3.581	3.3755	3.1948	3.0343	2.8922	2.766	2.6529	2.5488	2.4521	2.3647	2.2867	2.2189	2.1561	2.1035	2.0583	2.021	2008
117	"Israel"	376	4.277	3.8916	3.8463	3.7834	3.8069	3.4654	3.1341	3.0701	2.9333	2.9325	2.9111	2.9108	2.8218	2.7334	2.6499	2.5735	2.5012	2.4311	2.3614	2.2988	2.2427	2.1952	2.148	2.112	2.0795	2.0511	2.0302	2.0113	1.9963	1.9846	2008
118	"Jordan"	400	7.38	7.38	7.995	7.995	7.79	7.38	7.0485	6.0232	5.0882	4.3364	3.8525	3.6366	3.3791	3.123	2.874	2.6693	2.4968	2.3508	2.2244	2.1159	2.025	1.9515	1.8928	1.8497	1.8197	1.8016	1.7911	1.7882	1.7894	1.794	2008
119	"Kuwait"	414	7.207	7.207	7.308	7.41	6.902	5.887	5.0283	3.1315	2.0158	3.0295	2.5844	2.7127	2.7139	2.664	2.5701	2.493	2.4285	2.3746	2.3306	2.2933	2.2611	2.234	2.2104	2.1902	2.1719	2.1564	2.1424	2.1306	2.1205	2.111	2008
120	"Lebanon"	422	5.74	5.72	5.689	5.2312	4.6654	4.2337	3.7477	3.2258	2.8012	2.434	2.0101	1.5754	1.4907	1.4308	1.409	1.4098	1.4305	1.4621	1.4987	1.5411	1.5815	1.6195	1.6538	1.6829	1.7102	1.7342	1.7566	1.7755	1.7917	1.8053	2008
121	"Oman"	512	7.252	7.252	7.252	7.3091	7.4077	8.1	8.3166	7.8479	6.2743	4.4644	3.2055	2.8925	2.9082	2.7374	2.5275	2.2841	2.0971	1.9572	1.8548	1.7862	1.7472	1.7311	1.7317	1.7426	1.7588	1.7766	1.7945	1.8108	1.8253	1.8382	2013
122	"Qatar"	634	6.97	6.97	6.97	6.97	6.765	6.109	5.453	4.4053	3.7402	3.4636	2.9525	2.2103	2.0352	1.8964	1.787	1.7044	1.6465	1.6128	1.5999	1.6014	1.6154	1.6388	1.664	1.6905	1.716	1.7381	1.7584	1.7766	1.7917	1.8074	2008
123	"Saudi Arabia"	682	7.175	7.175	7.257	7.257	7.298	7.278	7.015	6.217	5.446	4.5055	3.539	3.0251	2.663	2.4159	2.229	2.0834	1.9677	1.875	1.8099	1.7649	1.7416	1.731	1.735	1.7445	1.7558	1.7678	1.781	1.7939	1.8076	1.8191	2008
124	"State of Palestine"	275	7.38	7.38	7.995	7.995	7.694	7.504	7.0491	6.43	6.6055	5.8032	5.0306	4.4249	4.061	3.7425	3.4718	3.2372	3.037	2.8673	2.7169	2.5862	2.4689	2.3683	2.2761	2.1948	2.1266	2.0675	2.0194	1.9812	1.952	1.9266	2008
125	"Syrian Arab Republic"	760	7.227	7.3755	7.5385	7.5598	7.5426	7.3164	6.767	5.873	4.8041	4.2591	3.672	3.1906	3.0011	2.7564	2.5533	2.3844	2.2375	2.1163	2.0184	1.9396	1.8809	1.8399	1.8129	1.7987	1.7952	1.7958	1.8005	1.8062	1.8146	1.8229	2013
126	"Turkey"	792	6.6197	6.4316	6.1408	5.7422	5.3397	4.6483	4.0699	3.3538	2.8695	2.5955	2.3311	2.161	2.0456	1.9495	1.8744	1.8204	1.781	1.753	1.7372	1.7302	1.7314	1.7389	1.7505	1.7618	1.7742	1.7857	1.7961	1.8105	1.8203	1.8308	2008
127	"United Arab Emirates"	784	6.97	6.97	6.868	6.765	6.355	5.658	5.228	4.825	3.875	2.966	2.3974	1.9684	1.8203	1.7058	1.6188	1.5625	1.5353	1.5303	1.5456	1.5689	1.5986	1.6294	1.6613	1.6911	1.7167	1.7401	1.7617	1.7778	1.7935	1.8072	2013
128	"Yemen"	887	7.2696	7.2775	7.3347	7.5206	7.6733	8.5756	9.2293	8.9303	8.2364	6.8741	5.9061	4.9144	4.1835	3.6449	3.2328	2.9068	2.6421	2.4155	2.2282	2.0693	1.9403	1.84	1.7674	1.7198	1.6942	1.6896	1.694	1.7098	1.7295	1.7471	2008
129	"Europe"	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
130	"Eastern Europe"	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
131	"Belarus"	112	2.61	2.73	2.69	2.38	2.25	2.09	2.088	2.045	1.677	1.308	1.2353	1.418	1.4788	1.5309	1.5763	1.614	1.6474	1.6765	1.7034	1.7259	1.7467	1.7649	1.7817	1.7962	1.808	1.8197	1.8304	1.8402	1.8463	1.8533	2008
132	"Bulgaria"	100	2.5264	2.2969	2.2171	2.1304	2.1573	2.1927	2.0149	1.9458	1.5527	1.2008	1.2429	1.4259	1.5359	1.6209	1.6873	1.7389	1.7797	1.8114	1.8375	1.8572	1.874	1.8881	1.8986	1.9071	1.9143	1.9204	1.926	1.9301	1.9342	1.9368	2008
133	"Czech Republic"	203	2.6783	2.3765	2.2388	1.9573	2.1908	2.3188	2.0046	1.9308	1.6555	1.177	1.187	1.4286	1.5604	1.6564	1.7299	1.7852	1.8249	1.8569	1.8805	1.8996	1.9146	1.9244	1.9342	1.9417	1.9477	1.9526	1.9565	1.9585	1.9621	1.9653	2008
134	"Hungary"	348	2.686	2.3178	1.8617	1.9938	2.0577	2.1309	1.8235	1.8556	1.7399	1.3784	1.295	1.3288	1.4031	1.4663	1.5228	1.5713	1.6139	1.6501	1.6824	1.7099	1.7342	1.7553	1.7727	1.7886	1.8033	1.8155	1.8282	1.8378	1.8468	1.854	2008
135	"Poland"	616	3.62	3.29	2.65	2.27	2.25	2.26	2.33	2.15	1.89	1.478	1.2663	1.3347	1.4066	1.4667	1.5183	1.5658	1.6075	1.6432	1.6749	1.7023	1.7268	1.7472	1.7664	1.7807	1.7956	1.8092	1.8204	1.8306	1.8391	1.8479	2008
136	"Republic of Moldova"	498	3.5	3.44	3.15	2.66	2.56	2.44	2.55	2.64	2.111	1.7	1.5	1.5	1.4652	1.4818	1.5168	1.5523	1.5863	1.6199	1.6521	1.6807	1.7055	1.7278	1.7483	1.7677	1.7847	1.7995	1.8122	1.8242	1.8341	1.8437	2008
137	"Romania"	642	2.8681	2.624	1.9511	3.0298	2.6222	2.5265	2.245	2.2711	1.505	1.3105	1.2799	1.3348	1.4055	1.4664	1.5185	1.5628	1.6043	1.6414	1.6733	1.6999	1.7226	1.745	1.7645	1.7797	1.7954	1.8082	1.8206	1.8311	1.8393	1.8493	2008
138	"Russian Federation"	643	2.85	2.82	2.55	2.02	2.03	1.94	2.04	2.121	1.545	1.247	1.298	1.4389	1.5324	1.6058	1.6658	1.7128	1.7517	1.7832	1.8091	1.8282	1.8457	1.8611	1.871	1.8807	1.8908	1.8982	1.9048	1.9088	1.9133	1.9168	2008
139	"Slovakia"	703	3.5022	3.2427	2.911	2.541	2.5067	2.464	2.271	2.1537	1.8667	1.4105	1.2205	1.31	1.3911	1.4628	1.5226	1.5745	1.6209	1.6601	1.6923	1.7208	1.7448	1.7642	1.7827	1.7982	1.8108	1.8234	1.8346	1.8435	1.8512	1.8577	2008
140	"Ukraine"	804	2.81	2.7	2.1346	2.0204	2.0789	1.9798	2.004	2.034	1.644	1.225	1.153	1.3875	1.4559	1.5146	1.5663	1.6088	1.646	1.6796	1.708	1.7321	1.7532	1.7723	1.788	1.8028	1.8142	1.8252	1.8349	1.8438	1.851	1.8596	2008
141	"Northern Europe"	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
142	"Channel Islands"	830	2.056	2.222	2.562	2.362	1.858	1.523	1.439	1.45	1.461	1.4	1.414	1.42	1.4526	1.4824	1.508	1.5322	1.5549	1.5737	1.5913	1.6061	1.6214	1.6362	1.6479	1.6596	1.6696	1.6793	1.6889	1.6972	1.7033	1.7115	2008
143	"Denmark"	208	2.5501	2.5468	2.5822	2.2723	1.9639	1.6816	1.4273	1.5426	1.748	1.756	1.76	1.8537	1.8804	1.8997	1.9148	1.9259	1.9353	1.9423	1.9486	1.954	1.9578	1.9609	1.9624	1.9642	1.966	1.9667	1.9682	1.9688	1.971	1.9721	2008
144	"Estonia"	233	2.06	1.99	1.94	2.02	2.15	2.06	2.09	2.199	1.627	1.331	1.391	1.639	1.7374	1.8057	1.8555	1.8911	1.9177	1.9355	1.9498	1.9589	1.9686	1.9753	1.9807	1.9831	1.9856	1.9885	1.9912	1.9931	1.9947	1.9971	2008
145	"Finland"	246	2.997	2.769	2.66	2.191	1.623	1.663	1.685	1.66	1.819	1.743	1.754	1.8396	1.8515	1.8615	1.87	1.8778	1.8832	1.8887	1.8944	1.898	1.901	1.9045	1.9075	1.91	1.9118	1.9136	1.9147	1.9159	1.9181	1.9191	2008
146	"Iceland"	352	3.8624	4.1662	3.9383	3.2353	2.8679	2.4472	2.2251	2.1196	2.1908	2.0558	1.9936	2.1305	2.0975	2.0677	2.0436	2.0211	2.002	1.986	1.9732	1.9615	1.951	1.9457	1.9412	1.9357	1.9315	1.9305	1.9287	1.9256	1.9246	1.9249	2008
147	"Ireland"	372	3.42	3.58	4.065	3.765	3.815	3.245	2.755	2.18	1.905	1.94	1.965	2.0034	2	1.9974	1.995	1.9928	1.993	1.9912	1.9913	1.9915	1.9906	1.9906	1.9896	1.9894	1.9895	1.9879	1.9884	1.9868	1.9875	1.9878	2008
148	"Latvia"	428	2	1.95	1.85	1.81	2	1.8745	2.0293	2.1309	1.6322	1.1722	1.2856	1.4926	1.6024	1.6849	1.7474	1.7953	1.8315	1.8598	1.8808	1.8968	1.9111	1.9221	1.9304	1.9371	1.9433	1.9478	1.9519	1.9549	1.9562	1.9594	2008
149	"Lithuania"	440	2.71	2.66	2.4272	2.3028	2.303	2.1042	2.0385	2.0554	1.816	1.4716	1.2782	1.4174	1.4772	1.5278	1.5724	1.6112	1.6449	1.6751	1.7014	1.7238	1.7434	1.7614	1.7766	1.7918	1.8051	1.8155	1.8255	1.8343	1.8439	1.8522	2008
150	"Norway"	578	2.602	2.837	2.898	2.719	2.248	1.81	1.687	1.8	1.886	1.862	1.8061	1.9235	1.9301	1.9355	1.9394	1.943	1.9464	1.9495	1.9517	1.9535	1.9541	1.9541	1.955	1.9563	1.9564	1.9578	1.9589	1.9588	1.9583	1.958	2008
151	"Sweden"	752	2.2372	2.247	2.3103	2.1701	1.9058	1.6646	1.6434	1.9087	2.006	1.5589	1.6703	1.8905	1.9293	1.9553	1.9739	1.9862	1.9968	2.004	2.0095	2.0132	2.0152	2.0177	2.0205	2.0225	2.0233	2.025	2.0253	2.0266	2.0271	2.0265	2008
152	"United Kingdom"	826	2.18	2.49	2.81	2.57	2.01	1.73	1.775	1.835	1.775	1.735	1.655	1.8645	1.8717	1.8771	1.8824	1.8872	1.8905	1.894	1.8964	1.8992	1.9014	1.9034	1.9047	1.907	1.908	1.9098	1.911	1.9115	1.913	1.9135	2008
153	"Southern Europe"	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
154	"Albania"	8	6.112	6.378	5.863	5.313	4.758	4.0202	3.403	3.116	2.832	2.591	2.154	1.7541	1.787	1.7613	1.7369	1.7163	1.6999	1.6927	1.6913	1.6953	1.7055	1.7192	1.7329	1.7477	1.7636	1.777	1.7911	1.8052	1.8169	1.8278	2013
155	"Bosnia and Herzegovina"	70	4.82	4.28	3.81	3.17	2.63	2.24	1.99	1.9	1.53	1.535	1.2278	1.2232	1.276	1.3449	1.4017	1.4539	1.5011	1.5454	1.5852	1.6237	1.657	1.6845	1.712	1.7351	1.7548	1.7727	1.7905	1.804	1.8155	1.827	2013
156	"Croatia"	191	2.76	2.42	2.27	2.09	1.96	2.02	1.96	1.84	1.52	1.537	1.362	1.433	1.4927	1.5438	1.5882	1.6274	1.6617	1.6915	1.7178	1.7412	1.7603	1.7783	1.794	1.8078	1.8198	1.8311	1.8402	1.8484	1.8558	1.8627	2008
157	"Greece"	300	2.29	2.27	2.2	2.38	2.32	2.32	1.96	1.53	1.37	1.296	1.281	1.4597	1.5213	1.5741	1.6204	1.6596	1.6934	1.721	1.7463	1.768	1.7873	1.8014	1.8147	1.8267	1.837	1.8464	1.8557	1.8621	1.8698	1.8758	2008
158	"Italy"	380	2.355	2.29	2.466	2.515	2.351	1.941	1.536	1.342	1.281	1.215	1.254	1.385	1.481	1.5584	1.6217	1.6735	1.7148	1.7496	1.7774	1.8005	1.8188	1.8357	1.848	1.8613	1.8728	1.8803	1.8875	1.8931	1.8982	1.9021	2008
159	"Malta"	470	4.136	3.8	3.1494	2.1161	2.0057	2.1176	2.043	2.0673	2.0055	1.8054	1.4079	1.3962	1.375	1.4068	1.4511	1.4946	1.5361	1.5769	1.6158	1.6482	1.6783	1.704	1.7281	1.7484	1.7666	1.7826	1.7982	1.8103	1.8209	1.8307	2008
160	"Montenegro"	499	4.028	3.754	3.257	2.781	2.63	2.37	2.17	1.965	1.808	1.838	1.781	1.7297	1.6897	1.6764	1.6747	1.6728	1.6821	1.6898	1.7006	1.7136	1.727	1.7401	1.7537	1.7658	1.7806	1.793	1.8048	1.8145	1.8239	1.8326	2008
161	"Portugal"	620	3.0988	3.1216	3.1873	3.1187	2.8332	2.5486	2.0084	1.6205	1.505	1.4764	1.4513	1.3633	1.3351	1.3516	1.3909	1.4334	1.4778	1.5225	1.565	1.605	1.6404	1.6736	1.7017	1.7257	1.749	1.7667	1.7831	1.7988	1.8103	1.8228	2008
162	"Serbia"	688	3.22	2.75	2.57	2.43	2.36	2.37	2.32	2.23	1.96	1.744	1.5531	1.4139	1.3878	1.4082	1.4478	1.4878	1.5257	1.5639	1.5998	1.6334	1.6639	1.6917	1.7179	1.7396	1.7595	1.7767	1.7913	1.8052	1.8169	1.8279	2008
163	"Slovenia"	705	2.5823	2.344	2.339	2.328	2.213	2.175	1.8701	1.6119	1.3576	1.2513	1.2259	1.435	1.5012	1.5593	1.6083	1.6511	1.6852	1.716	1.7421	1.7649	1.7848	1.8	1.8148	1.8264	1.8382	1.8472	1.8559	1.8634	1.8698	1.8759	2008
164	"Spain"	724	2.53	2.7	2.81	2.84	2.85	2.55	1.88	1.46	1.28	1.19	1.29	1.41	1.4999	1.5716	1.6321	1.6801	1.7202	1.7524	1.7789	1.801	1.82	1.836	1.848	1.8599	1.8703	1.8772	1.8838	1.8898	1.8957	1.8996	2008
165	"TFYR Macedonia"	807	4.0112	3.815	3.585	3.127	2.867	2.642	2.498	2.308	2.156	1.811	1.582	1.484	1.4326	1.4327	1.4682	1.5072	1.5486	1.5872	1.6229	1.656	1.6873	1.7141	1.7363	1.7575	1.7754	1.7917	1.8059	1.8181	1.8295	1.8388	2008
166	"Western Europe"	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
167	"Austria"	40	2.1046	2.5652	2.7777	2.5689	2.0369	1.6513	1.5957	1.448	1.4837	1.3879	1.3796	1.3992	1.4641	1.5187	1.5661	1.6078	1.6432	1.6753	1.7037	1.7257	1.7472	1.7678	1.7849	1.7978	1.8117	1.8226	1.8324	1.841	1.8488	1.8559	2008
168	"Belgium"	56	2.343	2.496	2.6466	2.3881	2.0143	1.7049	1.5959	1.5583	1.6119	1.6041	1.6836	1.8182	1.8549	1.8828	1.903	1.9192	1.9312	1.9409	1.9487	1.9546	1.9595	1.9637	1.9675	1.9702	1.973	1.9742	1.9762	1.9782	1.9794	1.9806	2008
169	"France"	250	2.7472	2.6894	2.8318	2.6391	2.3004	1.861	1.8653	1.805	1.7149	1.7621	1.8823	1.972	1.9821	1.9897	1.9946	1.9996	2.0029	2.0061	2.0086	2.0101	2.0123	2.0127	2.013	2.014	2.0153	2.0149	2.0156	2.0158	2.0169	2.0167	2008
170	"Germany"	276	2.128	2.294	2.4736	2.3605	1.7084	1.508	1.4637	1.4289	1.3007	1.3456	1.3513	1.3623	1.4127	1.4562	1.4952	1.5296	1.5597	1.5869	1.6109	1.6315	1.6514	1.668	1.6846	1.6981	1.7109	1.7219	1.7341	1.7427	1.7509	1.76	2008
171	"Luxembourg"	442	1.98	2.23	2.395	2.192	1.722	1.486	1.465	1.469	1.663	1.7213	1.654	1.6206	1.6718	1.7109	1.7421	1.7689	1.7897	1.8057	1.8201	1.833	1.8426	1.8499	1.8572	1.8647	1.8688	1.8732	1.8766	1.8806	1.8844	1.8871	2008
172	"Netherlands"	528	3.0524	3.0974	3.1657	2.7949	2.0601	1.5982	1.5149	1.5546	1.5823	1.5991	1.7256	1.7461	1.7731	1.7946	1.8135	1.8281	1.8417	1.8534	1.8638	1.8728	1.8796	1.885	1.8897	1.894	1.8987	1.9029	1.9052	1.9069	1.9095	1.9117	2008
173	"Switzerland"	756	2.3101	2.3912	2.5972	2.3551	1.8714	1.5388	1.5367	1.5453	1.5371	1.4833	1.4079	1.4706	1.5322	1.5849	1.6307	1.6692	1.7015	1.7299	1.7539	1.7751	1.7928	1.8091	1.8216	1.8338	1.8428	1.8521	1.8593	1.8667	1.8727	1.8776	2008
174	"Latin America and the Caribbean"	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
175	"Caribbean"	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
176	"Antigua and Barbuda"	28	4.5	4.5	4.3	4	3.2617	2.2357	2.1392	2.0708	2.0938	2.3125	2.2714	2.1694	2.1087	2.0649	2.0241	1.9887	1.9596	1.9357	1.9212	1.9088	1.8998	1.8936	1.8883	1.8871	1.8881	1.887	1.8877	1.8898	1.8916	1.8956	2008
177	"Aruba"	533	5.65	5.15	4.399	3.301	2.651	2.45	2.358	2.3	2.1739	1.9531	1.8162	1.7356	1.6785	1.6613	1.6735	1.691	1.7079	1.7274	1.7443	1.7623	1.7772	1.7923	1.8058	1.8178	1.8281	1.8395	1.8484	1.8579	1.8643	1.8723	2008
178	"Bahamas"	44	4.05	4.31	4.5	3.5756	3.5367	2.9547	3.0503	2.6498	2.6376	2.3275	1.8653	1.9076	1.8903	1.8738	1.8607	1.8485	1.8391	1.8331	1.8278	1.8238	1.8242	1.827	1.8282	1.8306	1.836	1.8406	1.8457	1.8513	1.8554	1.8613	2008
179	"Barbados"	52	4.417	4.2969	4.2731	3.5328	2.7176	2.1568	1.9181	1.7744	1.7295	1.739	1.7995	1.828	1.8504	1.8684	1.8829	1.8951	1.9047	1.9121	1.9181	1.923	1.928	1.9326	1.9352	1.938	1.9401	1.9418	1.9437	1.9443	1.9455	1.9479	2008
180	"Cuba"	192	4.15	3.6995	4.6805	4.3	3.6	2.15	1.8495	1.8495	1.6505	1.6095	1.63	1.5	1.4694	1.4865	1.5224	1.5559	1.5926	1.6224	1.6515	1.6785	1.7036	1.7271	1.7474	1.7655	1.7822	1.7971	1.8097	1.8216	1.8308	1.8415	2008
181	"Curaçao"	531	5.07	5.1	4.399	3.8	2.87	2.45	2.25	2.3	2.28	2.121	2.0915	1.9792	1.923	1.9015	1.8893	1.879	1.8698	1.8649	1.8634	1.8647	1.8695	1.872	1.8766	1.8804	1.8844	1.8884	1.8937	1.8967	1.9006	1.9044	2008
182	"Dominican Republic"	214	7.6	7.641	7.351	6.65	5.68	4.76	4.15	3.65	3.31	2.98	2.83	2.67	2.502	2.3536	2.2251	2.1174	2.0282	1.9581	1.905	1.8667	1.8419	1.8264	1.8206	1.8187	1.82	1.8261	1.8301	1.8362	1.8432	1.8508	2008
183	"Grenada"	308	5.8	6.7	6.4	4.8	4.6	4.3	4.23	4.14	3.46	2.8144	2.4289	2.3023	2.1888	2.0907	2.0165	1.9538	1.9072	1.8731	1.8499	1.8352	1.8281	1.8234	1.8263	1.8284	1.8335	1.8405	1.845	1.8516	1.8589	1.8649	2008
184	"Guadeloupe"	312	5.61	5.61	5.61	5.22	4.49	3.06	2.55	2.45	2.097	2.1	2.059	2.1431	2.097	2.0594	2.029	2.0058	1.9861	1.9709	1.9613	1.9537	1.9476	1.9434	1.9418	1.9393	1.9387	1.9374	1.9373	1.9366	1.9379	1.9388	2008
185	"Haiti"	332	6.3	6.3	6.3	6	5.601	5.8	6.21	5.7	5.15	4.619	4	3.545	3.2005	2.927	2.7124	2.5443	2.4034	2.2842	2.1884	2.1025	2.0352	1.9835	1.9417	1.9124	1.8886	1.8752	1.8645	1.8582	1.858	1.858	2008
186	"Jamaica"	388	4.22	5.08	5.64	5.78	5	4	3.55	3.1	2.84	2.67	2.5416	2.3995	2.2801	2.1789	2.0999	2.0371	1.9851	1.9475	1.9211	1.901	1.887	1.8809	1.8754	1.8733	1.8743	1.8766	1.8784	1.8823	1.8841	1.8878	2008
187	"Martinique"	474	5.71	5.71	5.45	5	4.08	2.65	2.14	2.14	1.962	1.9	1.9771	1.9108	1.8386	1.814	1.8134	1.8159	1.8197	1.8243	1.8308	1.839	1.8474	1.855	1.8626	1.8692	1.8752	1.8822	1.8872	1.8921	1.8966	1.9001	2008
