"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"	"last.observed"
32	"Cameroon"	120	5.489	5.527	5.805	6.085	6.307	6.473	6.702	6.598	6.217	5.774	5.492	5.208	4.8604	4.5373	4.2406	3.9752	3.7381	3.5279	3.338	3.1699	3.0198	2.8856	2.7709	2.6635	2.5661	2.4763	2.3937	2.3184	2.2518	2.1926	2008
33	"Central African Republic"	140	5.516	5.75	5.9	5.95	5.95	5.95	5.95	5.9	5.65	5.54	5.3	4.8465	4.4565	4.0901	3.757	3.4578	3.2058	2.9875	2.8097	2.6572	2.5271	2.4188	2.3199	2.2389	2.1737	2.115	2.0673	2.0285	1.9999	1.9748	2008
34	"Chad"	148	6.1	6.2	6.3	6.4	6.671	6.874	7.037	7.212	7.388	7.407	7.237	6.853	6.3868	5.916	5.4631	5.029	4.6362	4.2759	3.9581	3.6805	3.4334	3.2165	3.0307	2.8685	2.7247	2.5965	2.4861	2.3854	2.3034	2.2296	2008
35	"Congo"	178	5.684	5.786	5.989	6.192	6.293	6.293	5.994	5.547	5.207	5.15	5.125	5.1	5	4.8194	4.6038	4.3551	4.1216	3.9055	3.705	3.5247	3.3633	3.2173	3.0867	2.9693	2.8654	2.77	2.6828	2.6034	2.5321	2.4664	2013
36	"Dem. Republic of the Congo"	180	5.98	5.98	6.04	6.15	6.289	6.462	6.72	6.975	7.136	7.036	6.703	6.074	5.5073	4.9849	4.5165	4.1058	3.7551	3.4568	3.2071	2.998	2.8156	2.6601	2.5285	2.4083	2.3052	2.2199	2.1497	2.0889	2.0452	2.0087	2008
37	"Equatorial Guinea"	226	5.501	5.499	5.53	5.658	5.68	5.68	5.79	5.89	5.89	5.868	5.638	5.36	4.9661	4.5549	4.1641	3.8086	3.4958	3.2212	2.9943	2.8042	2.643	2.5077	2.3933	2.2955	2.2137	2.1464	2.0916	2.0488	2.0131	1.9854	2008
38	"Gabon"	266	3.987	4.201	4.587	4.933	5.228	5.572	5.721	5.577	5.217	4.766	4.474	4.285	4.1235	3.8379	3.5852	3.3608	3.1706	3.0031	2.8603	2.7348	2.621	2.5217	2.4316	2.3493	2.2798	2.2124	2.1579	2.1087	2.0664	2.0329	2013
39	"Sao Tome and Principe"	678	6.2	6.2	6.3	6.4	6.5155	6.495	6.2372	5.6587	5.1633	4.7963	4.61	4.45	4.2232	3.9819	3.7303	3.5088	3.3151	3.1466	2.9994	2.8694	2.7531	2.6498	2.5583	2.475	2.3997	2.3315	2.2712	2.2172	2.1698	2.129	2008
40	"Northern Africa"	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
41	"Algeria"	12	7.648	7.648	7.648	7.648	7.572	7.175	6.49	5.374	4.131	2.885	2.3843	2.724	2.8213	2.7386	2.6124	2.451	2.3289	2.2354	2.1636	2.1107	2.072	2.0457	2.0279	2.0165	2.0092	2.0044	2.002	1.9998	1.9987	1.9971	2013
42	"Egypt"	818	6.624	6.65	6.55	6.2	5.7	5.5	5.2	4.8	3.9	3.5	3.15	2.981	2.784	2.6221	2.4867	2.3707	2.269	2.1804	2.1051	2.0448	1.9951	1.9524	1.9207	1.897	1.8791	1.8674	1.8599	1.8574	1.8552	1.8543	2008
43	"Libyan Arab Jamahiriya"	434	7.268	7.445	7.624	7.788	7.921	7.943	7.342	5.704	4.3201	3.301	2.924	2.6741	2.3844	2.157	1.9758	1.835	1.7355	1.6784	1.657	1.6643	1.6861	1.7107	1.734	1.7535	1.7744	1.7921	1.8084	1.8214	1.8336	1.8461	2008
44	"Morocco"	504	6.608	6.896	7.15	6.9504	6.427	5.9	5.4	4.447	3.701	2.968	2.522	2.376	2.781	2.7017	2.5884	2.4395	2.3222	2.2271	2.15	2.0871	2.0368	1.9983	1.9713	1.9524	1.9385	1.9303	1.9264	1.9242	1.9245	1.926	2013
45	"Sudan"	729	6.65	6.65	6.75	6.861	6.9	6.92	6.63	6.3	6	5.63	5.25	4.83	4.4896	4.1836	3.9097	3.6608	3.4467	3.2538	3.0879	2.9376	2.8116	2.6934	2.5866	2.4887	2.4012	2.3222	2.2516	2.1901	2.135	2.088	2008
46	"Tunisia"	788	6.742	6.874	7.14	6.822	6.042	5.69	4.92	3.974	3.125	2.317	2.038	2.053	2.0183	1.9231	1.8557	1.8212	1.8038	1.7948	1.7936	1.799	1.8047	1.8124	1.8206	1.8297	1.8394	1.8474	1.8542	1.8629	1.8703	1.8769	2013
47	"Western Sahara"	732	6.342	6.424	6.534	6.6	6.5732	6.234	5.3321	4.537	3.961	3.1834	2.813	2.5743	2.3814	2.2184	2.0873	1.9777	1.8933	1.8325	1.7892	1.7624	1.754	1.7528	1.7553	1.7641	1.7764	1.7887	1.8006	1.8121	1.8236	1.8348	2008
48	"Southern Africa"	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
49	"Botswana"	72	6.5	6.575	6.65	6.7	6.546	6.366	5.965	5.109	4.321	3.7	3.18	2.896	2.6486	2.4534	2.297	2.1668	2.0593	1.976	1.9104	1.8629	1.8288	1.8105	1.7989	1.7973	1.7982	1.8022	1.809	1.8187	1.8271	1.8355	2008
50	"Lesotho"	426	5.84	5.861	5.811	5.8	5.8	5.686	5.459	5.135	4.701	4.373	3.793	3.373	3.0905	2.8613	2.6757	2.5278	2.4037	2.2972	2.207	2.1307	2.0664	2.0139	1.9736	1.9414	1.917	1.8976	1.8854	1.8779	1.8717	1.8693	2008
51	"Namibia"	516	6	6.1	6.2	6.3	6.6	6.6	6.2	5.547	4.912	4.292	3.808	3.401	3.0955	2.8531	2.6555	2.4949	2.3599	2.2418	2.1441	2.0619	1.9961	1.9439	1.9048	1.8784	1.8606	1.85	1.8427	1.8406	1.8405	1.8412	2008
52	"South Africa"	710	6.3	6.2	6.1	5.7	5.47	5	4.556	4	3.343	2.954	2.802	2.55	2.4043	2.2803	2.1764	2.0937	2.0214	1.966	1.9195	1.8844	1.8605	1.8427	1.8317	1.825	1.8229	1.825	1.8267	1.8312	1.8367	1.8412	2008
53	"Swaziland"	748	6.7	6.7	6.75	6.849	6.866	6.733	6.537	6.132	5.295	4.491	4.01	3.75	3.4643	3.1956	2.9423	2.7391	2.5731	2.4305	2.3086	2.2028	2.1111	2.0363	1.9748	1.9246	1.8852	1.8576	1.8382	1.8264	1.8201	1.8184	2008
54	"Western Africa"	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
55	"Benin"	204	5.857	6.1341	6.4228	6.6491	6.8349	6.9952	7.0087	6.8818	6.5629	6.1566	5.7841	5.314	4.9245	4.5642	4.239	3.9484	3.6931	3.4655	3.2641	3.0929	2.9411	2.8076	2.6881	2.5792	2.4809	2.3879	2.3101	2.2376	2.1763	2.1236	2008
56	"Burkina Faso"	854	6.1035	6.243	6.35	6.5627	6.7	7.0182	7.1722	7.0658	6.932	6.7293	6.4306	6.0789	5.692	5.3142	4.9519	4.616	4.3032	4.0185	3.7672	3.5386	3.3368	3.1542	3.0013	2.8595	2.7344	2.6199	2.5179	2.4267	2.3438	2.274	2008
57	"Cape Verde"	132	6.5663	6.764	6.9728	6.9654	6.8639	6.615	6.1	5.6344	4.9303	4.1449	3.2769	2.6043	2.2924	2.0934	1.9523	1.8496	1.7746	1.7265	1.6957	1.6871	1.6902	1.7009	1.717	1.7355	1.7525	1.7692	1.7855	1.8	1.8139	1.8262	2008
58	"Cote d'Ivoire"	384	6.7739	7.1544	7.5325	7.8254	7.9261	7.8123	7.3125	6.6898	6.0486	5.6038	5.1738	4.8941	4.9157	4.7603	4.5352	4.2487	3.9954	3.7718	3.5743	3.3977	3.2403	3.0989	2.9685	2.8491	2.7399	2.6399	2.5465	2.4636	2.3867	2.3172	2013
59	"Gambia"	270	5.2875	5.4639	5.6969	5.9633	6.2023	6.3384	6.2918	6.1417	6.0808	5.9863	5.853	5.7884	5.7757	5.6663	5.4836	5.2243	4.9369	4.6356	4.3369	4.0545	3.792	3.5533	3.3401	3.1515	2.9848	2.8388	2.7088	2.5949	2.4943	2.408	2013
60	"Ghana"	288	6.442	6.6391	6.8436	6.9514	6.8975	6.6878	6.3494	5.8817	5.3426	4.8144	4.5543	4.2213	3.9152	3.6487	3.4199	3.2167	3.0445	2.8946	2.7584	2.6414	2.5353	2.4334	2.345	2.2658	2.1936	2.1354	2.0835	2.0397	2.0057	1.9798	2008
61	"Guinea"	324	6	6.0656	6.1313	6.1475	6.2666	6.4457	6.5978	6.6338	6.464	6.1199	5.7538	5.3882	5.0007	4.6375	4.3006	3.9991	3.7309	3.4968	3.2867	3.1075	2.9522	2.8082	2.6886	2.5786	2.4791	2.3872	2.3071	2.2379	2.1781	2.1271	2008
62	"Guinea-Bissau"	624	7.4092	5.8746	5.8746	4.7815	7.3433	6.1069	6.6982	6.6834	6.5378	6.0471	5.6587	5.2796	4.9941	4.7144	4.4413	4.1763	3.9307	3.7027	3.4935	3.3036	3.1301	2.9767	2.8446	2.7254	2.6224	2.5235	2.4365	2.3574	2.2907	2.228	2008
63	"Liberia"	430	6.2714	6.3502	6.4695	6.5923	6.7989	6.9317	6.9555	6.7229	6.274	6.0481	5.6793	5.2287	4.8659	4.5342	4.2296	3.9557	3.714	3.5019	3.3062	3.1364	2.9885	2.8555	2.7361	2.6288	2.5291	2.4403	2.3572	2.281	2.2166	2.1616	2008
64	"Mali"	466	6.4828	6.646	6.7528	6.8714	6.9253	7.0076	7.0734	7.0904	7.012	6.8826	6.808	6.8022	6.8575	6.7129	6.4849	6.1883	5.8463	5.4879	5.1337	4.7901	4.4607	4.1606	3.8887	3.6433	3.422	3.218	3.0506	2.9044	2.7708	2.6454	2013
65	"Mauritania"	478	6.3378	6.7053	6.7863	6.7896	6.7498	6.5726	6.2758	6.0886	5.8487	5.5341	5.2334	4.9629	4.7038	4.4243	4.1692	3.9356	3.7209	3.5318	3.3602	3.204	3.0687	2.9471	2.8388	2.7347	2.639	2.5552	2.4701	2.3969	2.3226	2.2605	2013
66	"Niger"	562	6.8865	6.9845	7.1336	7.3171	7.5168	7.6297	7.7663	7.7635	7.7623	7.7685	7.668	7.5788	7.5763	7.4868	7.3235	7.0765	6.7799	6.453	6.113	5.7726	5.4406	5.1261	4.8294	4.5532	4.2987	4.0649	3.8508	3.6575	3.4811	3.3217	2013
67	"Nigeria"	566	6.3544	6.3544	6.3544	6.3544	6.6094	6.7629	6.7559	6.6035	6.3697	6.1703	6.0512	6.0049	6.0049	5.8907	5.7075	5.4479	5.172	4.8872	4.5993	4.3206	4.0604	3.819	3.6022	3.4054	3.2302	3.0755	2.9382	2.8158	2.7076	2.6098	2013
68	"Senegal"	686	6.5713	6.8347	7.0552	7.2397	7.4148	7.4546	7.2454	6.8798	6.3473	5.7811	5.3864	5.1111	4.978	4.7549	4.5023	4.2255	3.9762	3.7557	3.56	3.387	3.234	3.0967	2.9734	2.8614	2.7574	2.6621	2.5745	2.4954	2.423	2.3573	2013
69	"Sierra Leone"	694	5.7574	5.9111	6.1881	6.5606	6.809	7.0247	7.0108	6.7114	6.3411	6.0691	5.7272	5.1639	4.7769	4.4237	4.106	3.8242	3.574	3.352	3.158	2.9901	2.8452	2.7151	2.6015	2.4955	2.4036	2.3199	2.2446	2.1809	2.1282	2.0832	2008
70	"Togo"	768	6.3344	6.4217	6.6518	6.937	7.1986	7.2768	7.0567	6.6286	6.0161	5.4756	5.145	4.8922	4.6783	4.3619	4.0783	3.8291	3.6104	3.4184	3.2478	3.0923	2.9582	2.8326	2.7213	2.6137	2.5191	2.4298	2.3433	2.2695	2.2042	2.1486	2013
71	"Asia"	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
72	"Eastern Asia"	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
73	"China"	156	6.107	5.476	6.1116	5.937	4.765	3.0138	2.6924	2.8656	2.05	1.56	1.55	1.63	1.6663	1.6982	1.7268	1.7511	1.7734	1.7909	1.8077	1.822	1.8347	1.8456	1.855	1.8631	1.87	1.877	1.8819	1.8883	1.8924	1.8962	2008
74	"China, Hong Kong SAR"	344	4.44	4.72	5.31	3.645	3.29	2.31	1.715	1.355	1.24	0.87	0.9585	1.0257	1.1235	1.2084	1.2818	1.3465	1.4039	1.4531	1.4972	1.5364	1.5697	1.5989	1.6277	1.6521	1.6735	1.691	1.7088	1.7238	1.7383	1.7508	2008
75	"China, Macao SAR"	446	4.3858	5.1088	4.4077	2.7367	1.793	1.4079	1.9769	1.9411	1.405	1.116	0.8252	0.9379	1.0758	1.1933	1.2938	1.3813	1.4559	1.52	1.5739	1.6196	1.6593	1.6933	1.7201	1.7432	1.764	1.7812	1.7949	1.8082	1.8186	1.8289	2008
76	"China, Taiwan Province of China"	158	5.9029	6.0602	5.2875	4.4125	3.3825	2.64	2.1975	1.845	1.7925	1.7275	1.43	1.2614	1.1978	1.1771	1.2379	1.312	1.3825	1.4494	1.5097	1.5627	1.608	1.6482	1.6823	1.7124	1.737	1.7593	1.7791	1.7955	1.8112	1.8231	2008
77	"Dem. People's Rep. of Korea"	408	3.462	5.117	3.8501	4.388	4.001	2.681	2.801	2.358	2.25	2.008	2.005	2	1.995	1.9018	1.8605	1.8604	1.861	1.8613	1.8635	1.8667	1.8709	1.8755	1.8824	1.8867	1.8918	1.8962	1.9006	1.9036	1.9073	1.9114	2013
78	"Japan"	392	2.999	2.155	1.986	2.02	2.134	1.831	1.752	1.664	1.476	1.369	1.298	1.3388	1.4082	1.4678	1.5197	1.567	1.6084	1.6439	1.6761	1.703	1.7281	1.7499	1.7675	1.7845	1.8002	1.8117	1.8231	1.832	1.841	1.8502	2008
79	"Mongolia"	496	5.6	6.3	7.5	7.5	7.5	6.65	5.75	4.8407	3.2726	2.3957	2.0759	2.3731	2.442	2.3592	2.2925	2.2361	2.19	2.1529	2.1207	2.0957	2.0751	2.0569	2.0422	2.0295	2.019	2.0115	2.0057	1.998	1.9948	1.9904	2013
80	"Republic of Korea"	410	5.05	6.332	5.63	4.708	4.281	2.919	2.234	1.601	1.696	1.514	1.219	1.2284	1.3012	1.3663	1.4257	1.4815	1.5307	1.5772	1.6171	1.6552	1.6874	1.7148	1.7404	1.7613	1.7789	1.7952	1.8088	1.8215	1.8321	1.8411	2008
81	"South-Central Asia"	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
82	"Central Asia"	5500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
83	"Kazakhstan"	398	4.406	4.555	4.431	3.671	3.459	3.06	2.957	3.033	2.55	2	2.006	2.5406	2.5829	2.5513	2.4537	2.3698	2.2974	2.2343	2.1789	2.1304	2.0884	2.0525	2.0218	1.9965	1.9757	1.9592	1.9467	1.9355	1.9287	1.9234	2008
84	"Kyrgyzstan"	417	4.509	4.834	5.39	5.011	4.726	4.054	4.101	4.019	3.612	2.986	2.5	2.78	3.1	3.041	2.9415	2.8032	2.686	2.586	2.4949	2.4148	2.3438	2.2794	2.2236	2.1746	2.1322	2.0962	2.0656	2.0395	2.0186	2.0002	2013
85	"Tajikistan"	762	5.995	6.199	6.302	6.719	6.834	5.897	5.543	5.406	4.877	4.29	3.705	3.68	3.85	3.7127	3.5464	3.356	3.1883	3.0426	2.9135	2.7979	2.6947	2.5985	2.5119	2.4341	2.364	2.2998	2.2429	2.1921	2.1478	2.1087	2013
86	"Turkmenistan"	795	5.995	6.015	6.752	6.343	6.187	5.324	4.79	4.55	4.03	3.03	2.755	2.499	2.3382	2.2055	2.099	2.013	1.9399	1.8832	1.8416	1.8141	1.795	1.7852	1.7809	1.7801	1.7831	1.7909	1.798	1.8073	1.8174	1.8265	2008
87	"Uzbekistan"	860	5.97	6.5	6.8	6.6	6.3	5.584	4.726	4.4	3.88	3.05	2.55	2.49	2.3208	2.1845	2.0719	1.9815	1.9123	1.8572	1.8158	1.7912	1.7751	1.7704	1.7697	1.7746	1.7836	1.7936	1.8046	1.8143	1.8248	1.8334	2008
88	"Southern Asia"	5501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
89	"Afghanistan"	4	7.6706	7.6706	7.6706	7.6706	7.6706	7.6706	7.6706	7.6901	7.7035	7.8803	7.3943	6.3328	4.9985	4.0346	3.338	2.8705	2.5504	2.3095	2.1299	1.9879	1.8797	1.8027	1.752	1.7231	1.7155	1.7169	1.7295	1.7441	1.7621	1.7773	2013
90	"Bangladesh"	50	6.359	6.6225	6.804	6.9206	6.9098	6.6301	5.9773	5.0252	4.1122	3.4103	2.868	2.3998	2.1903	2.0229	1.8939	1.7888	1.7111	1.6594	1.6323	1.6237	1.6325	1.6503	1.6748	1.6997	1.7232	1.7451	1.7648	1.7826	1.7986	1.8136	2008
91	"Bhutan"	64	6.67	6.67	6.67	6.67	6.67	6.67	6.3885	6.1064	5.0703	4.1287	3.1436	2.5499	2.2542	2.0457	1.8892	1.77	1.6855	1.6334	1.6117	1.6112	1.6276	1.6508	1.6814	1.7086	1.7328	1.7558	1.7739	1.792	1.8079	1.8214	2008
92	"India"	356	5.903	5.896	5.822	5.687	5.264	4.889	4.4694	4.0912	3.6662	3.2985	2.9976	2.6583	2.5065	2.3779	2.2677	2.1756	2.0918	2.0216	1.9632	1.9146	1.8712	1.8414	1.8178	1.7982	1.7856	1.776	1.7708	1.769	1.7678	1.7682	2008
93	"Iran (Islamic Republic of)"	364	6.9086	6.9086	6.9086	6.6802	6.2407	6.2799	6.5339	5.62	3.95	2.6145	1.9666	1.8895	1.9284	1.8941	1.8716	1.8598	1.8528	1.8513	1.8507	1.8527	1.8565	1.8608	1.865	1.8705	1.8761	1.8811	1.8843	1.8894	1.894	1.8983	2013
94	"Maldives"	462	6.0299	6.8135	7.1197	7.2226	7.1698	6.8547	7.2575	6.8126	5.2478	3.9316	2.7619	2.4153	2.2875	2.0703	1.9076	1.7856	1.7126	1.6837	1.6824	1.7012	1.7208	1.7419	1.7612	1.7808	1.795	1.8105	1.8238	1.8354	1.8461	1.8568	2013
95	"Nepal"	524	5.9927	5.9927	5.9927	5.9927	5.933	5.8344	5.6521	5.3335	4.9598	4.4096	3.7	2.9895	2.3244	2.0843	1.9246	1.8113	1.7294	1.6757	1.6483	1.6403	1.6454	1.6607	1.6822	1.7031	1.7248	1.7455	1.7643	1.7815	1.7955	1.8106	2013
