"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"	"last.observed"
41	"Libyan Arab Jamahiriya"	434	6.868	6.97	7.175	7.483	7.585	7.38	7.175	5.65	4.1	3.25	3	2.7242	2.4095	2.1693	1.981	1.829	1.7157	1.64	1.6049	1.6066	1.6361	1.6767	1.7216	1.7641	1.803	1.8382	1.869	1.8968	1.9212	1.9422	2007
42	"Morocco"	504	7.18	7.18	7.15	7.09	6.89	5.9	5.4	4.447	3.66	2.968	2.522	2.376	2.1828	2.0285	1.9035	1.8057	1.7313	1.6815	1.6556	1.6507	1.6638	1.6888	1.7215	1.7554	1.7884	1.8214	1.8516	1.8792	1.9041	1.9257	2008
43	"Sudan"	736	6.65	6.65	6.6	6.6	6.6	6.5187	6.3379	6.0828	5.8092	5.51	5.1346	4.6024	4.2247	3.877	3.5631	3.2868	3.0523	2.8534	2.6834	2.5394	2.4172	2.3097	2.2143	2.1374	2.0706	2.0167	1.9731	1.9428	1.9204	1.9038	2008
44	"Tunisia"	788	6.93	7.04	7.25	6.89	6.21	5.69	4.92	4.14	3.125	2.317	2.038	2.0425	1.9091	1.7981	1.7178	1.6719	1.6534	1.6614	1.6872	1.7213	1.7596	1.7947	1.8283	1.8582	1.8868	1.9114	1.9335	1.9524	1.9705	1.9852	2008
45	"Western Sahara"	732	6.6	6.6	6.6	6.6	6.6	6.1	5.6	4.9	4.156	3.53	3.007	2.698	2.4541	2.2651	2.1158	1.9955	1.898	1.8211	1.7653	1.7291	1.7106	1.7086	1.7192	1.738	1.7618	1.7878	1.8162	1.8425	1.8684	1.8916	2004
46	"Southern Africa"	913	6.2245	6.24	6.1982	5.7711	5.5722	5.1432	4.7139	4.1617	3.5058	3.0967	2.9041	2.6401	2.4583	2.3068	2.181	2.0735	1.984	1.9115	1.8539	1.8141	1.7875	1.7743	1.7708	1.7767	1.7888	1.8057	1.8253	1.8456	1.8666	1.8868	"NA"
47	"Botswana"	72	6.5	6.575	6.65	6.7	6.546	6.366	5.965	5.109	4.321	3.7	3.18	2.896	2.6166	2.4032	2.2339	2.0951	1.9807	1.8899	1.8174	1.7675	1.7363	1.7225	1.7245	1.7366	1.7565	1.7812	1.8079	1.8341	1.8597	1.8834	2007
48	"Lesotho"	426	5.84	5.861	5.811	5.8	5.8	5.686	5.459	5.135	4.701	4.373	3.793	3.373	3.0511	2.7872	2.5772	2.4095	2.2725	2.1596	2.068	1.9908	1.9312	1.8845	1.8527	1.8326	1.8217	1.8192	1.824	1.8333	1.8458	1.8606	2004
49	"Namibia"	516	6	6.1	6.2	6.3	6.6	6.6	6.2	5.547	4.912	4.292	3.808	3.401	3.055	2.7819	2.5663	2.393	2.2489	2.1303	2.0299	1.9468	1.8822	1.8351	1.8045	1.7875	1.7815	1.785	1.7956	1.8128	1.8305	1.8517	2007
50	"South Africa"	710	6.5	6.5	6.3	5.7	5.47	5	4.556	4	3.343	2.954	2.802	2.55	2.3833	2.2438	2.1275	2.0282	1.9468	1.8807	1.8285	1.7945	1.7733	1.7652	1.7659	1.7753	1.7901	1.809	1.8299	1.8508	1.8725	1.8928	2007
51	"Swaziland"	748	6.7	6.7	6.75	6.849	6.866	6.733	6.537	6.132	5.295	4.491	4.01	3.574	3.174	2.8614	2.6191	2.4271	2.2699	2.1393	2.0302	1.939	1.8692	1.818	1.7858	1.7687	1.7623	1.7663	1.7776	1.7953	1.8154	1.8372	2006
52	"Western Africa"	914	6.3374	6.4189	6.5178	6.6061	6.8011	6.8906	6.8308	6.6044	6.2682	5.9502	5.7112	5.4832	5.2216	4.9544	4.6041	4.2788	3.9825	3.7161	3.4786	3.2684	3.0826	2.9186	2.776	2.6501	2.54	2.4431	2.3587	2.2853	2.2219	2.1673	"NA"
53	"Benin"	204	5.857	6.1341	6.4228	6.6491	6.8349	6.9952	7.0087	6.8818	6.5629	6.1566	5.7901	5.4846	5.0782	4.692	4.3304	4.001	3.703	3.4411	3.2087	3.0124	2.8421	2.6942	2.5648	2.4499	2.347	2.257	2.1785	2.1133	2.0596	2.0168	2006
54	"Burkina Faso"	854	6.1035	6.243	6.35	6.5627	6.7	7.0182	7.0553	6.9445	6.7117	6.3987	6.1372	5.9446	5.7502	5.5302	5.1523	4.7879	4.4446	4.1286	3.8425	3.5874	3.3631	3.1659	2.9949	2.8444	2.7134	2.598	2.496	2.4071	2.3284	2.2588	2006
55	"Cape Verde"	132	6.5663	6.764	6.9728	6.9654	6.8639	6.615	6.1	5.6344	4.9303	4.1449	3.2769	2.6043	2.2789	2.0666	1.9165	1.804	1.7234	1.6699	1.6408	1.6332	1.6439	1.6672	1.6988	1.7342	1.7692	1.8037	1.8362	1.865	1.8918	1.9156	2005
56	"Cote d'Ivoire"	384	6.7739	7.1544	7.5325	7.8254	7.9261	7.8123	7.3125	6.61	5.9198	5.3074	5.0485	4.6453	4.2243	3.861	3.5528	3.2895	3.0653	2.8741	2.7072	2.5609	2.4299	2.313	2.2108	2.1207	2.0456	1.9842	1.9364	1.9019	1.8787	1.8639	2006
57	"Gambia"	270	5.2875	5.4639	5.6969	5.9633	6.2023	6.3384	6.2918	6.1417	6.0261	5.8039	5.4551	5.0979	4.6889	4.299	3.9334	3.6032	3.3123	3.0609	2.8498	2.671	2.5192	2.3931	2.2829	2.1905	2.1125	2.0488	1.9987	1.9604	1.9326	1.9113	2006
58	"Ghana"	288	6.442	6.6391	6.8436	6.9514	6.8975	6.6878	6.3494	5.8817	5.3426	4.8144	4.5465	4.3363	3.9881	3.6769	3.4078	3.1744	2.9764	2.8085	2.661	2.5319	2.4159	2.3139	2.2241	2.1455	2.0794	2.0247	1.9806	1.9468	1.9223	1.9053	2008
59	"Guinea"	324	6	6.2425	6.509	6.8032	6.8487	6.9117	6.9473	6.8612	6.5811	6.1876	5.7997	5.4514	5.0324	4.6342	4.2652	3.9265	3.6254	3.3636	3.1351	2.9385	2.7717	2.6256	2.5015	2.3904	2.2927	2.2053	2.1331	2.0746	2.0257	1.9877	2004
60	"Guinea-Bissau"	624	7.4092	5.8746	5.8746	4.7815	7.3433	6.1069	6.6982	6.6834	6.5378	6.0471	5.6587	5.2665	4.8766	4.5923	4.3009	4.0276	3.776	3.5502	3.3498	3.1731	3.0173	2.8797	2.7596	2.6523	2.5568	2.4722	2.3966	2.3303	2.2716	2.2191	2006
61	"Liberia"	430	6.2714	6.3502	6.4695	6.5923	6.7989	6.9317	6.9555	6.7229	6.3037	6.0095	5.6926	5.4235	5.0382	4.6737	4.332	4.017	3.7317	3.4774	3.2534	3.063	2.8952	2.7475	2.6187	2.5023	2.401	2.3076	2.2275	2.1577	2.1005	2.0528	2008
62	"Mali"	466	6.4828	6.646	6.7528	6.8714	6.9253	7.0076	7.0734	7.0904	7.012	6.8826	6.7135	6.4577	6.1166	5.7757	5.3131	4.8671	4.455	4.0849	3.7603	3.4786	3.2355	3.0257	2.8462	2.6915	2.5584	2.4449	2.3466	2.2634	2.1929	2.1334	2006
63	"Mauritania"	478	6.3378	6.7053	6.7863	6.7896	6.7498	6.5726	6.2758	6.0644	5.7841	5.399	5.0449	4.7071	4.3608	4.0394	3.7448	3.4828	3.252	3.0536	2.8799	2.7323	2.6004	2.4844	2.3807	2.2909	2.2126	2.1451	2.0869	2.0396	1.9999	1.9711	2007
64	"Niger"	562	6.8604	6.963	7.129	7.3171	7.5168	7.6297	7.7597	7.8098	7.7798	7.6038	7.3968	7.1944	6.9248	6.6859	6.2324	5.7774	5.3393	4.9288	4.5545	4.2177	3.9175	3.6527	3.4194	3.215	3.0361	2.88	2.7424	2.6217	2.5172	2.4252	2005
65	"Nigeria"	566	6.3544	6.3544	6.3544	6.3544	6.6094	6.7629	6.7559	6.5582	6.2322	5.9855	5.7919	5.6118	5.4313	5.2161	4.8587	4.5172	4.1972	3.9034	3.64	3.4066	3.2014	3.0214	2.8664	2.7299	2.6105	2.505	2.4132	2.3321	2.2615	2.2	2008
66	"Senegal"	686	6.0475	6.4203	6.8514	7.2455	7.4502	7.4971	7.2838	6.8998	6.361	5.7742	5.3568	5.0255	4.6051	4.2228	3.8797	3.5796	3.3196	3.0996	2.9084	2.7448	2.6036	2.4768	2.3656	2.2659	2.1788	2.1054	2.0442	1.9955	1.9577	1.9308	2008
67	"Sierra Leone"	694	6.0296	6.0296	6.0296	5.9801	5.7528	5.6311	5.5164	5.5936	5.8087	5.8354	5.5581	5.2154	4.7281	4.2517	3.8089	3.4156	3.0803	2.8114	2.5936	2.4206	2.2769	2.164	2.0738	2.0039	1.953	1.9138	1.8876	1.8733	1.8651	1.8632	2007
68	"Togo"	768	6.3344	6.4217	6.6518	6.937	7.1986	7.2768	7.0567	6.5835	5.9926	5.3844	4.8329	4.3038	3.8639	3.4831	3.1709	2.9142	2.7046	2.5312	2.3855	2.2594	2.1532	2.0627	1.9881	1.9299	1.8865	1.8566	1.8371	1.8277	1.8246	1.8283	2006
69	"Asia"	935	5.8198	5.58	5.5848	5.6113	5.0006	4.0496	3.6914	3.4349	2.9714	2.6528	2.4109	2.2808	2.1761	2.0881	2.0287	1.9865	1.9509	1.9212	1.8979	1.8812	1.8699	1.863	1.8612	1.8644	1.8713	1.881	1.8916	1.9033	1.9159	1.9293	"NA"
70	"Eastern Asia"	906	5.5891	5.0171	5.0475	5.2771	4.3563	2.7904	2.5268	2.5119	1.9733	1.7623	1.6512	1.6135	1.5582	1.5152	1.5323	1.5872	1.644	1.6936	1.7379	1.779	1.8177	1.8524	1.8821	1.9084	1.931	1.9526	1.971	1.9866	2	2.0126	"NA"
71	"China"	156	6.107	5.476	5.607	5.937	4.765	2.926	2.614	2.629	2.012	1.8	1.7	1.64	1.5585	1.5113	1.5292	1.5807	1.6343	1.6844	1.7311	1.7728	1.8104	1.8447	1.8753	1.9031	1.9262	1.9477	1.9663	1.9827	1.9971	2.0102	2000
72	"China, Hong Kong SAR"	344	4.44	4.72	5.31	3.645	3.29	2.31	1.715	1.355	1.24	0.87	0.805	0.985	1.1367	1.2675	1.3808	1.4781	1.5633	1.6362	1.6993	1.7543	1.8011	1.8416	1.8767	1.9073	1.9341	1.9558	1.9758	1.9926	2.0076	2.021	2006
73	"China, Macao SAR"	446	4.3858	5.1088	4.4077	2.7367	1.793	1.4079	1.9769	1.9411	1.405	1.116	0.8252	1.015	1.1629	1.2901	1.4002	1.496	1.578	1.6487	1.7102	1.7638	1.8096	1.8494	1.8833	1.9132	1.9383	1.9606	1.9787	1.995	2.0101	2.0214	2006
74	"Dem. People's Rep. of Korea"	408	2.7	3.8	3.41	4.09	3.72	2.58	2.93	2.45	2.4	2.2	2.05	2.05	1.9877	1.9376	1.9031	1.8825	1.8712	1.8661	1.8684	1.8752	1.8848	1.8961	1.9081	1.9218	1.9356	1.9479	1.9595	1.9724	1.9834	1.9932	1993
75	"Japan"	392	2.999	2.155	1.986	2.02	2.134	1.831	1.752	1.664	1.476	1.369	1.298	1.32	1.4184	1.505	1.5816	1.6487	1.707	1.7586	1.8022	1.8408	1.8741	1.9032	1.9292	1.9514	1.9701	1.9878	2.002	2.0153	2.0258	2.0352	2007
76	"Mongolia"	496	5.6	6.3	7.5	7.5	7.5	6.65	5.75	4.9	3.3	2.5	2.1	2.5	2.4455	2.3986	2.3582	2.323	2.2926	2.2666	2.2436	2.2238	2.2067	2.1923	2.1795	2.1689	2.1598	2.1517	2.1449	2.1389	2.1337	2.1293	2008
77	"Republic of Korea"	410	5.05	6.332	5.63	4.708	4.281	2.919	2.234	1.601	1.696	1.514	1.219	1.2874	1.3888	1.4798	1.5603	1.6296	1.6909	1.7434	1.7896	1.8302	1.8651	1.896	1.9227	1.946	1.9664	1.9846	1.9988	2.012	2.0243	2.034	2007
78	"Taiwan, Province of China"	158	5.903	6.0602	5.2875	4.4125	3.3825	2.64	2.1975	1.845	1.7925	1.7275	1.43	1.1	1.0495	1.0672	1.1912	1.3061	1.4064	1.4941	1.5706	1.6393	1.6991	1.7517	1.7966	1.8363	1.8715	1.9014	1.9274	1.9504	1.9707	1.988	2005
79	"South-Central Asia"	921	6	6.028	5.994	5.8713	5.5236	5.2033	4.8336	4.4354	3.9508	3.4623	3.0245	2.7634	2.5608	2.4024	2.2693	2.1521	2.0548	1.9802	1.9232	1.8796	1.8478	1.8251	1.813	1.8102	1.8154	1.8257	1.8381	1.8521	1.868	1.8854	"NA"
80	"Central Asia"	5500	4.6387	4.9202	5.3264	4.9614	4.631	4.0666	3.8396	3.8575	3.5452	2.8725	2.547	2.6094	2.4565	2.3299	2.2232	2.1367	2.0712	2.0224	1.9848	1.9574	1.9421	1.9371	1.9388	1.9456	1.9547	1.9641	1.9731	1.9825	1.9924	2.0023	"NA"
81	"Kazakhstan"	398	4.406	4.555	4.431	3.671	3.459	3.06	2.957	3.033	2.55	2	2.006	2.5406	2.4807	2.4288	2.3845	2.3458	2.3126	2.2834	2.2583	2.237	2.2181	2.2017	2.1879	2.1759	2.1658	2.1568	2.1492	2.142	2.1363	2.1314	2008
82	"Kyrgyzstan"	417	4.509	4.834	5.39	5.011	4.726	4.054	4.101	4.019	3.612	2.986	2.5	2.7029	2.6206	2.5496	2.4881	2.4353	2.3901	2.3507	2.3163	2.2866	2.2613	2.2395	2.2203	2.2038	2.1892	2.1774	2.1673	2.1575	2.1498	2.1427	2008
83	"Tajikistan"	762	5.995	6.199	6.302	6.719	6.834	5.897	5.543	5.406	4.877	4.29	3.805	3.45	3.162	2.9202	2.7212	2.5556	2.4156	2.2963	2.1924	2.1054	2.0304	1.9717	1.9242	1.8891	1.8655	1.8502	1.8427	1.8419	1.848	1.8548	2008
84	"Turkmenistan"	795	5.995	6.015	6.752	6.343	6.187	5.324	4.79	4.55	4.03	3.03	2.755	2.499	2.3163	2.1702	2.0492	1.9502	1.8701	1.8077	1.7639	1.737	1.7263	1.7266	1.7375	1.756	1.7782	1.8021	1.827	1.8515	1.8766	1.8987	2006
85	"Uzbekistan"	860	5.97	6.5	6.8	6.6	6.3	5.584	4.726	4.4	3.88	3.05	2.55	2.455	2.2644	2.1124	1.9881	1.8883	1.8102	1.7527	1.7155	1.6962	1.6948	1.7061	1.7259	1.7519	1.7808	1.8099	1.8369	1.8645	1.889	1.9118	2008
